target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_coeff,L_HK_target,leading_length_term_half_NsoftVsoftL,Delta_RT_ren_target_reference,finite_correction_half,alpha_inv_pred_blind_v7,status
3_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,A_M,3.1830679242521107,26.66640748455398,-428.43705303812476,-214.21852651906238,-187.5521190345084,ALPHA_BLIND_COMPONENT_BUDGET_NOT_CODATA_COMPARISON
