knot,reference,length_coeff,A_lead,A_reference,L_HK,L_database,ratio_to_reference,status
0_1,0_1,A_M,-0.07320958367530968,-0.07320958367530968,6.283185307179586,6.283185,1.0,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
3_1,0_1,A_M,-0.03708804788527442,-0.07320958367530968,3.1830679242521107,16.371637,0.5066009943419821,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
4_1,0_1,A_M,-0.03500925871189524,-0.07320958367530968,3.004656616125725,21.043322,0.4782059527501766,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
5_1,0_1,A_M,-0.06682313638511514,-0.07320958367530968,5.73507084231943,23.598564,0.9127648735373372,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
5_1_2,0_1,A_M,-0.06891736270860456,-0.07320958367530968,5.91480703811609,24.734148,0.9413707775509084,SPECTRAL_LENGTH_FROM_HK_COEFFICIENT
