t,phi_model_real,phi_model_imag,phi_model_abs
20.49,-5.6774472153093524e-06,5.954269204626617e-06,8.227194457637961e-06
20.5,-5.796513067009611e-06,5.628923992442161e-06,8.079873083700274e-06
20.51,-5.904791138462219e-06,5.28886108490215e-06,7.92708079713171e-06
20.52,-6.001249736016192e-06,4.934972524225952e-06,7.769745955235568e-06
20.53,-6.084825461237377e-06,4.568223771839736e-06,7.608795523821384e-06
20.54,-6.154429584813131e-06,4.189653884346224e-06,7.445146283656254e-06
20.55,-6.208955246715471e-06,3.8003761549775935e-06,7.279696709000853e-06
20.56,-6.247285426089041e-06,3.4015792386375893e-06,7.11331965482747e-06
20.57,-6.268301625858404e-06,2.994528755995953e-06,6.9468559610248e-06
20.58,-6.2708932225409345e-06,2.580569350021148e-06,6.781109052270019e-06
20.59,-6.253967440557968e-06,2.1611271475837864e-06,6.616840582603061e-06
20.6,-6.21645992191042e-06,1.7377125597071076e-06,6.4547671453649155e-06
20.61,-6.1573458754802e-06,1.311923336974388e-06,6.29555804296895e-06
20.62,-6.075651804853867e-06,8.854477815541449e-07,6.139834087960619e-06
20.63,-5.970467828565266e-06,4.6006800408733797e-07,5.988167387466532e-06
20.64,-5.84096062142639e-06,3.766310198827955e-08,5.84108204790047e-06
20.65,-5.686387019592636e-06,-3.797878748601551e-07,5.699055725862173e-06
20.66,-5.506108344644271e-06,-7.902033151423802e-07,5.562521944426223e-06
20.67,-5.299605513023127e-06,-1.1913969481106082e-06,5.4318730914512716e-06
20.68,-5.066495006223003e-06,-1.5810764216094662e-06,5.307464017687923e-06
20.69,-4.806545784087299e-06,-1.9568427333613747e-06,5.189616157061773e-06
20.7,-4.5196972281764766e-06,-2.3161907068782473e-06,5.078622099055538e-06
20.71,-4.206078204387717e-06,-2.656510720065104e-06,4.974750553268598e-06
20.72,-3.866027333552513e-06,-2.975091914506951e-06,4.878251658487883e-06
20.73,-3.500114555528144e-06,-3.269127137041741e-06,4.789362602681353e-06
20.74,-3.109164066016819e-06,-3.535719893224335e-06,4.708313535943899e-06
20.75,-2.6942786956322157e-06,-3.7718936251447777e-06,4.635333775376424e-06
20.76,-2.2568657871088548e-06,-3.9746036644073455e-06,4.570658319120209e-06
20.77,-1.798664608338712e-06,-4.140752255498267e-06,4.514534706335109e-06
20.78,-1.3217753153030073e-06,-4.267207095940399e-06,4.467230281034151e-06
20.79,-8.286894487940426e-07,-4.350823898200512e-06,4.429039940629942e-06
20.8,-3.2232191078525734e-07,-4.388473545096703e-06,4.400294475394332e-06
20.81,1.9395568138188544e-07,-4.377074486242584e-06,4.381369633397311e-06
20.82,7.162804242319716e-07,-4.313631108778385e-06,4.372696077794405e-06
20.83,1.2402625758461803e-06,-4.195278912254385e-06,4.374770440680396e-06
20.84,1.7609493483908458e-06,-4.019337426146411e-06,4.3881677215917125e-06
20.85,2.272788484736853e-06,-3.7833719301255643e-06,4.4135553307978906e-06
20.86,2.7695921975801253e-06,-3.485265173169985e-06,4.451709140117795e-06
20.87,3.2445022208150312e-06,-3.123300438933077e-06,4.503531979759134e-06
20.88,3.689956933580202e-06,-2.6962574727386007e-06,4.570075112180909e-06
20.89,4.097661776198534e-06,-2.203522971091796e-06,4.6525633274838665e-06
20.9,4.45856449486451e-06,-1.645217538590225e-06,4.752424444865094e-06
20.91,4.762837141598873e-06,-1.0223412400201118e-06,4.871324178130581e-06
20.92,4.999867233837751e-06,-3.3694011723322295e-07,5.01120753896758e-06
20.93,5.158261063938403e-06,4.077036997390364e-07,5.174348220841331e-06
20.94,5.225862867357266e-06,1.2068553819740691e-06,5.363407743349678e-06
20.95,5.189794439533371e-06,2.05408109764864e-06,5.581506560090111e-06
20.96,5.036520872978755e-06,2.940968526234703e-06,5.8323098662754365e-06
20.97,4.7519494141301094e-06,3.8568104102813305e-06,6.12013151617724e-06
20.98,4.321570071744545e-06,4.7882470882934375e-06,6.450060314721773e-06
20.99,3.730648616882169e-06,5.7188637121552375e-06,6.82811403396654e-06
21.0,2.9644850884248504e-06,6.628737676154588e-06,7.261427891177094e-06
21.01,2.0087539701701133e-06,7.493931710911933e-06,7.75848599924532e-06
21.02,8.499459769167505e-07,8.285928178528309e-06,8.329406578106656e-06
21.03,-5.240639439703717e-07,8.971000419676673e-06,8.986294650589242e-06
21.04,-2.1232919969116178e-06,9.509517651459583e-06,9.743679739583517e-06
21.05,-3.9547267079275926e-06,9.855181036382498e-06,1.0619061003415934e-05
21.06,-6.021169302264965e-06,9.954190327932019e-06,1.1633588648875002e-05
21.07,-8.31977549119511e-06,9.744343205551029e-06,1.2812918821699423e-05
21.08,-1.0840226801355182e-05,9.154073391985356e-06,1.4188290128506447e-05
21.09,-1.3562441884754167e-05,8.101439374593995e-06,1.5797884346252066e-05
21.1,-1.645371591006108e-05,6.4930836737725865e-06,1.7688552875902802e-05
21.11,-1.946514782882359e-05,4.223193989457524e-06,1.9918015650926316e-05
21.12,-2.2527179287482612e-05,1.172513394747568e-06,2.2557672626209648e-05
21.13,-2.554402290577799e-05,-2.792531360773669e-06,2.5696212514917738e-05
21.14,-2.8386698484559158e-05,-7.820484247998952e-06,2.9444263018905278e-05
21.15,-3.088431930894537e-05,-1.4075156547446943e-05,3.3940406759672674e-05
21.16,-3.281317149489806e-05,-2.173536859675565e-05,3.935899479903447e-05
21.17,-3.388299969242981e-05,-3.09938624712563e-05,4.5920335136455047e-05
21.18,-3.371974199450949e-05,-4.205500609673988e-05,5.390403081378159e-05
21.19,-3.184373122299031e-05,-5.513076585215864e-05,6.366651051885589e-05
21.2,-2.764207885271076e-05,-7.043422942343864e-05,7.566416058989269e-05
21.21,-2.033355361518505e-05,-8.81696949524445e-05,9.048396825199877e-05
21.22,-8.923719623237176e-06,-0.00010851798127195797,0.00010888427357178432
21.23,7.852647787375087e-06,-0.00013161512337339602,0.00013184917435413399
21.24,3.1605877328167105e-05,-0.0001575219518320652,0.0001606614352938085
21.25,6.438788115173004e-05,-0.00018618115434661584,0.00019700056211353233
21.26,0.000108818222262487,-0.0002173572024459576,0.00024307521254027736
21.27,0.00016824999893443342,-0.0002505528940814004,0.0003018026091239145
21.28,0.0002469897575493017,-0.0002848940836144521,0.0003770524886707171
21.29,0.00035059133986988465,-0.00031897128703183177,0.00047397992525264633
21.3,0.0004862517677723028,-0.00035062308212003424,0.0005994808815775877
21.31,0.000663349137665926,-0.00037664138840419757,0.00076281768064274
21.32,0.0008941797709370968,-0.00039237267340264885,0.0009764803006647192
21.33,0.001194977109767452,-0.0003911819019919728,0.0012573756691276598
21.34,0.0015873318429597584,-0.00036373798605445656,0.0016284740409883648
21.35,0.002100187047926165,-0.00029707169185069245,0.0021210934035010938
21.36,0.002772661830942104,-0.00017335192724116333,0.002778075686413429
21.37,0.003658073679475832,3.1670807854170116e-05,0.0036582107763965684
21.38,0.004829699984853002,0.0003505844147048898,0.00484240760113428
21.39,0.006389065720621862,0.0008265727831592435,0.0064423119567655965
21.4,0.008477897457490429,0.0015158606664182179,0.008612350367914473
21.41,0.011295382190863797,0.0024899475457369523,0.011566568100270905
21.42,0.015123057248350391,0.00383676722811923,0.015602167903841217
21.43,0.020360577452785907,0.005659074854302092,0.021132397933445415
21.44,0.027576779429380627,0.008066913821786571,0.028732453120206107
21.45,0.03758185075131232,0.011158575461775056,0.03920343495447871
21.46,0.05152783462691504,0.014980476038210821,0.053661274711565635
21.47,0.07104570185160952,0.019450052759372387,0.07366000477823878
21.48,0.09842683212879079,0.024216094351656902,0.101362026955648
21.49,0.13685312167277525,0.02841667743831462,0.1397722592942414
21.5,0.19066982668088397,0.03027499584803815,0.19305843203578824
21.51,0.2656733420895269,0.026447548977163574,0.2669865119138386
21.52,0.36934431013801144,0.01100923227586059,0.3695083525803272
21.53,0.510883517000269,-0.02606779459488085,0.511548138358068
21.54,0.7007902812328884,-0.10109532576453702,0.7080446900880684
21.55,0.9495474340628184,-0.2396298142499549,0.9793175059258108
21.56,1.2647387563005328,-0.4802043419329205,1.3528341848504006
21.57,1.6456420537513428,-0.8785307028771584,1.865463471894524
21.58,2.0740792260145167,-1.5113181992799842,2.566298372220165
21.59,2.5002095163818776,-2.47794666235425,3.520123192060055
21.6,2.8222857774513814,-3.896911794785791,4.8115713177656385
21.61,2.860553850139162,-5.892312228072139,6.549970360439384
21.62,2.3279614219620544,-8.564024129476445,8.874790908657982
21.63,0.8046136811503144,-11.93440564773334,11.961498289952798
21.64,-2.270923066616466,-15.865751083267037,16.02744985987103
21.65,-7.573056537662026,-19.94814646963614,21.33728504043292
21.66,-15.79668448834875,-23.36881218915674,28.207031463032735
21.67,-27.473116247063576,-24.792457320561066,37.0059192064798
21.68,-42.67687082052055,-22.306029180399253,48.1546907458476
21.69,-60.63339449204759,-13.504432863068223,62.119064984764414
21.7,-79.28609232756588,4.195486278935967,79.39701846852967
21.71,-94.94585147250307,32.943642887702175,100.49874784568742
21.72,-102.2106042035337,73.54246001060065,125.91862863000938
21.73,-94.37545164292021,124.33921050815499,156.0992157014136
21.74,-64.51581878925008,180.18657375567204,191.38832836893582
21.75,-7.284013977634014,231.87707902351755,231.99145811021785
21.76,78.78992713392353,266.52080561642634,277.92299732875273
21.77,189.01069822004453,269.240122945409,328.96092145616274
21.78,311.0218096715185,226.25327675189533,384.6103370065813
21.79,424.9508784396512,128.93850296713458,444.08150899810835
21.8,505.80662054446424,-22.059505991299716,506.2874274472869
21.81,528.1613693847912,-213.98882950490474,569.8645902872867
21.82,472.35857608881923,-421.71446237125514,633.2185342973889
21.83,330.7351116712949,-610.7975596508759,694.5929548791071
21.84,111.96584544967027,-743.778102806666,752.1583721278005
21.85,-158.13318431329697,-788.4114855398356,804.1136577077854
21.86,-440.13540798659443,-725.7604917027144,848.7917699177412
21.87,-688.3835017613425,-555.8134539225981,884.7601036770228
21.88,-860.4879846467195,-298.8484942518454,910.9061390933581
21.89,-926.4655986599911,8.048131421399493,926.5005547325873
21.9,-875.0806281770267,318.47724890120475,931.2324435275971
21.91,-715.7780563426511,586.2451467541745,925.2143524797303
21.92,-475.9026086225093,774.4168965984294,908.9580972909872
21.93,-194.21569211053992,861.7097570654208,883.3252178465883
21.94,87.3809455144819,844.9519168579609,849.4581634435845
21.95,331.76883263308076,737.5123567569143,808.6995948285465
21.96,512.4402065997241,564.6438871707134,762.5074981003277
21.97,616.2986433205567,357.28361130038036,712.3732144477359
21.98,643.4068695830941,145.92908819628414,659.7482084920849
21.99,604.3730089546899,-44.15326045623641,605.9836997493101
22.0,516.4408423652231,-195.7244817614129,552.2854483178738
22.01,399.3677288465436,-300.31613206754383,499.68426233378295
22.02,271.92910735728606,-357.3160253942675,449.0213596608598
22.03,149.52066675604723,-372.02392768150384,400.94667046222713
22.04,42.96783894303375,-353.32446410250617,355.9275377331145
22.05,-41.6176509031781,-311.49715687552305,314.265027656965
22.06,-102.24067464845427,-256.48861477875005,276.1151300883259
22.07,-140.02440589015734,-196.77757985642327,241.51242241144152
22.08,-158.1037982363502,-138.8124890660695,210.3941970147423
22.09,-160.61782822957113,-86.90954165966349,182.6235340165029
22.1,-151.91512012758812,-43.46312416642764,158.0102746206266
22.11,-136.0099706607934,-9.32517554819359,136.32927425228416
22.12,-116.27220263242151,15.761760074616246,117.3356645936974
22.13,-95.3050005109866,32.756450208808374,100.77712117678941
22.14,-74.95513899219846,42.97977405195517,86.40332076313334
22.15,-56.4032472911418,47.86086216322929,73.97288984481632
22.16,-40.291806955046425,48.76649287143426,63.258205275540156
22.17,-26.860789805286515,46.90128074078029,54.04842425167705
22.18,-16.072258999897134,43.262075085632986,46.151106704766256
22.19,-7.714419138066293,38.63000475535514,39.39275986823624
22.2,-1.4821072083956905,33.58590533958017,33.61859127412121
22.21,2.965211222161388,28.5380746977225,28.691709343376896
22.22,5.964726130847017,23.75454425346557,24.491964610987484
22.23,7.826834007251845,19.39485557485638,20.914582313462816
22.24,8.822986867648428,15.538511684577188,17.86870008250288
22.25,9.181366872532896,12.208825556527925,15.275893398350682
22.26,9.08759111141171,9.391901547544013,13.068746186492747
22.27,8.688341155863336,7.051079938592286,11.189504025696905
22.28,8.096425220523294,5.13747036136966,9.588832205512691
22.29,7.3962800981772014,3.5972989106180018,8.22468958338402
22.3,6.649300461334837,2.3767749665663036,7.061321113418078
22.31,5.89865674564665,1.4251031915551458,6.068366378980705
22.32,5.17344887082041,0.6961607537183003,5.220077874324349
22.33,4.49216189324232,0.14925196029210636,4.494640655575201
22.34,3.8654597348381263,-0.2507457275190849,3.8735839195148354
22.35,3.29838954589866,-0.5336135197446313,3.341274754483358
22.36,2.792083703270994,-0.7242371256289544,2.884484498174806
22.37,2.345047437006823,-0.8431544739356759,2.492018649354377
22.38,1.9541135432177528,-0.9071318283142609,2.154401980533766
22.39,1.6151355050351373,-0.9297227238526836,1.8636112907130504
22.4,1.3234790710632802,-0.9217837187334037,1.61284905544955
22.41,1.0743613720746759,-0.8919342123635051,1.396352031899795
22.42,0.8630767479269554,-0.8469562147236191,1.209229631819834
22.43,0.6851399268186652,-0.792135291387095,1.0473275701431735
22.44,0.5363701044627273,-0.7315469683460238,0.9071129234321467
22.45,0.41293372227297753,-0.6682944101884856,0.7855772894371326
22.46,0.31135918217864134,-0.6047037241709242,0.6801552281304155
22.47,0.2285331787040378,-0.5424831701410239,0.5886555900140819
22.48,0.16168559730942422,-0.4828521309572066,0.5092037045694195
22.49,0.10836785961477213,-0.42664509195624856,0.4401927163048507
22.5,0.06642805178055307,-0.3743952016216699,0.38024262393988745
22.51,0.03398503653283132,-0.32640130708060566,0.3281658056106177
22.52,0.009402928706902758,-0.2827817172464639,0.28293800500662003
22.53,-0.008733265440848497,-0.24351736476077915,0.24367391502845495
22.54,-0.021640441878420853,-0.20848652517706487,0.20960663134810456
22.55,-0.03035848207389926,-0.1774928108203651,0.18007036215531189
22.56,-0.03576964122463364,-0.15028778597216086,0.15448587587787124
22.57,-0.03861634222918128,-0.12658924550456563,0.13234824881567736
22.58,-0.039517510702812154,-0.10609595534471253,0.11321654204511859
22.59,-0.03898358751730141,-0.08849946372843699,0.09670509384691188
22.6,-0.03743033703875147,-0.07349344998565689,0.08247616214172905
22.61,-0.03519154208790469,-0.06078097505346202,0.07023369250562254
22.62,-0.03253064845564165,-0.05007992735573413,0.059718022513309564
22.63,-0.029651397840690194,-0.0411269115820946,0.050701363395754095
22.64,-0.026707471356583717,-0.033679799190599505,0.04298392606291155
22.65,-0.023811157401099497,-0.027519141883939835,0.03639058101773517
22.66,-0.021041057308715753,-0.022448637667902383,0.03076796102788461
22.67,-0.018448848369325282,-0.01829482941289806,0.025981931979770022
22.68,-0.01606513443485192,-0.01490620539462598,0.021915371401749997
22.69,-0.013904427192917694,-0.012151858576554545,0.01846620595649608
22.7,-0.01196931414884869,-0.009919845923327546,0.015545668989670004
22.71,-0.010253880698854795,-0.008115371090740538,0.013076747199773121
22.72,-0.008746462195453254,-0.006658894224130289,0.010992791875799737
22.73,-0.007431806956807485,-0.005484252362900646,0.009236275148740073
22.74,-0.006292732622619597,-0.004536854173537893,0.007757675531480362
22.75,-0.005311356388073591,-0.0037719943625629873,0.006514479883485489
22.76,-0.004469975014176039,-0.0031533168673902176,0.005470291024573166
22.77,-0.0037516638286874105,-0.0026514422262344686,0.004594031711094371
22.78,-0.0031406559449146366,-0.002242763561287058,0.0038592367323299383
22.79,-0.0026225543328403083,-0.0019084073184181568,0.003243425615254874
22.8,-0.0021844207672697567,-0.0016333490674105495,0.002727548948138292
22.81,-0.0018147775024866845,-0.0014056709460138277,0.0022955017299055164
22.82,-0.001503550092058702,-0.0012159453430925296,0.00193369748324761
22.83,-0.0012419732652244452,-0.0010567287684625502,0.0016306971765562878
22.84,-0.0010224762583445116,-0.0009221501838428838,0.0013768873085476736
22.85,-0.0008385594691654409,-0.0008075790522662972,0.001164201833440558
22.86,-0.0006846706840148713,-0.0007093597407677837,0.000985882948108714
22.87,-0.0005560863203070474,-0.0006246004803511229,0.0008362761240687706
22.88,-0.00044880100983694867,-0.0005510066996119863,0.0007106551410128253
22.89,-0.0003594273011332001,-0.0004867501024407076,0.0006050732575696397
22.9,-0.0002851061675144675,-0.0004303662926028782,0.0005162370313756403
22.91,-0.00022342826974363478,-0.00038067502467067243,0.0004413996671143415
22.92,-0.00017236545160501768,-0.00033671826903128684,0.00037827112182458195
22.93,-0.00013021167197287828,-0.00029771222032617365,0.0003249425266866629
22.94,-9.553244117724172e-05,-0.00026301016456681036,0.00027982279032048803
22.95,-6.712178870742982e-05,-0.00023207376626586054,0.00024158552834991197
22.96,-4.396581043029214e-05,-0.0002044508612768301,0.00020912471676879808
22.97,-2.52119023276808e-05,-0.00017975826188640183,0.0001815176926236138
22.98,-1.014286708308449e-05,-0.00015766841524140937,0.00015799432558608745
22.99,1.844832125708025e-06,-0.00013789901991255262,0.0001379113595698869
23.0,1.125930730590311e-05,-0.00012020491177809206,0.0001207310764326553
23.01,1.8528522409050758e-05,-0.00010437169091045329,0.00010600356600685607
23.02,2.4013084354214577e-05,-9.021068528439616e-05,9.335200029824211e-05
23.03,2.801695105466399e-05,-7.75549426884778e-05,8.246040675265016e-05
23.04,3.079639710920705e-05,-6.625601549544934e-05,7.306351801166708e-05
23.05,3.256752390726399e-05,-5.618135894185006e-05,6.493834542089293e-05
23.06,3.351255460164874e-05,-4.7212206240721436e-05,5.789718243615059e-05
23.07,3.3785114998878844e-05,-3.924181630117406e-05,5.1781793538873864e-05
23.08,3.351466811102234e-05,-3.217401446419182e-05,4.6458585700966e-05
23.09,3.281024211462462e-05,-2.5921965346405648e-05,4.1814594043713285e-05
23.1,3.1763568026002645e-05,-2.0407131043652657e-05,3.7754142172420095e-05
23.11,3.0451723848152465e-05,-1.5558378678015254e-05,3.4196061650614934e-05
23.12,2.893936566998068e-05,-1.131120941085572e-05,3.107137498916144e-05
23.13,2.7280612676938252e-05,-7.607087223135019e-06,2.8321363033044654e-05
23.14,2.552064181128251e-05,-4.392850464005133e-06,2.5895951298588953e-05
23.15,2.3697038514623653e-05,-1.6201927518859844e-06,2.3752361122987767e-05
23.16,2.1840942270451668e-05,7.547974468781593e-07,2.185398083752743e-05
23.17,1.997801926750466e-05,2.7720471318614273e-06,2.0169419901277492e-05
23.18,1.812928919874586e-05,4.4678659207468155e-06,1.8671715313209284e-05
23.19,1.6311828806463205e-05,5.8752757252415715e-06,1.7337664890606687e-05
23.2,1.4539371125318957e-05,7.024307651560436e-06,1.614726635389189e-05
23.21,1.282281633229352e-05,7.942270051603088e-06,1.5083244752516773e-05
23.22,1.1170667579168374e-05,8.65399103626881e-06,1.4130653736473213e-05
23.23,9.589403070862078e-06,9.182038270364406e-06,1.3276538632260127e-05
23.24,8.083793889468264e-06,9.54691847100643e-06,1.2509651311665254e-05
23.25,6.657175589153404e-06,9.767258706914847e-06,1.1820208520691327e-05
23.26,5.31168035216693e-06,9.859971328552235e-06,1.1199686726130706e-05
23.27,4.048435460236328e-06,9.840404136198155e-06,1.0640647688905252e-05
23.28,2.867732965255643e-06,9.722477205770582e-06,1.0136589928409971e-05
23.29,1.7691747106612988e-06,9.518807632965058e-06,9.681822034629502e-06
23.3,7.517962373921057e-07,9.240823320003238e-06,9.271354443341739e-06
23.31,-1.858274130223754e-07,8.898866811414906e-06,8.900806837289095e-06
23.32,-1.0454914267035655e-06,8.502290082706005e-06,8.566328792066738e-06
23.33,-1.8292842789562334e-06,8.059541095827189e-06,8.264531665409949e-06
23.34,-2.539522248010277e-06,7.578242856061611e-06,7.992430045586136e-06
23.35,-3.1786937691964497e-06,7.065265634613118e-06,7.747391339410539e-06
23.36,-3.749412246983912e-06,6.526792958562012e-06,7.527092301929585e-06
23.37,-4.25437613768164e-06,5.968381913826108e-06,7.3294814953147636e-06
23.38,-4.696335282312838e-06,5.395018256538983e-06,7.152746820088443e-06
23.39,-5.078062611728102e-06,4.811166783011328e-06,6.995287392422302e-06
23.4,-5.402330467962919e-06,4.220817367662937e-06,6.855689151080695e-06
23.41,-5.671890890392813e-06,3.6275270414367507e-06,6.732703670062707e-06
23.42,-5.88945930491943e-06,3.0344584497916894e-06,6.625229730946259e-06
23.43,-6.0577011314789315e-06,2.4444149991184005e-06,6.532297274790557e-06
23.44,-6.17922089141731e-06,1.8598729728501407e-06,6.4530534090511404e-06
23.45,-6.2565534533571955e-06,1.2830108735857836e-06,6.386750192112981e-06
23.46,-6.292157105347042e-06,7.157362247026318e-07,6.332733957914294e-06
23.47,-6.2884081835535635e-06,1.5971004422386238e-07,6.290435977037634e-06
23.48,-6.247597024400535e-06,-3.836308152679149e-07,6.2593642793594895e-06
23.49,-6.17192503880041e-06,-9.130532841406832e-07,6.239096487813883e-06
23.5,-6.063502734572942e-06,-1.4275094899379783e-06,6.229273533570069e-06
23.51,-5.9243485369567e-06,-1.9261198220548994e-06,6.229594140572384e-06
23.52,-5.75638827781231e-06,-2.408157513844809e-06,6.239809982397075e-06
23.53,-5.561455242072159e-06,-2.87303462124584e-06,6.259721427064396e-06
23.54,-5.341290675706989e-06,-3.3202892881661056e-06,6.289173796255357e-06
23.55,-5.097544673111416e-06,-3.749574199057239e-06,6.3280540744056785e-06
23.56,-4.831777373867904e-06,-4.160646128505005e-06,6.376288010846554e-06
23.57,-4.545460409351129e-06,-4.553356506280572e-06,6.433837564491829e-06
23.58,-4.239978548957264e-06,-4.927642924248355e-06,6.500698645877427e-06
23.59,-3.916631504036517e-06,-5.283521518815919e-06,6.576899115708118e-06
23.6,-3.5766358549708616e-06,-5.6210801693336274e-06,6.662497002561345e-06
23.61,-3.221127073525136e-06,-5.940472459033977e-06,6.757578905224695e-06
23.62,-2.8511616186587975e-06,-6.241912350745044e-06,6.8622585473076254e-06
23.63,-2.467719089553718e-06,-6.525669534816148e-06,6.976675453435929e-06
23.64,-2.071704424823199e-06,-6.792065411388173e-06,7.100993717530499e-06
23.65,-1.6639501417530544e-06,-7.041469673410926e-06,7.235400834494643e-06
23.66,-1.2452186141190297e-06,-7.274297460621593e-06,7.380106567154317e-06
23.67,-8.162043916691264e-07,-7.491007058031167e-06,7.535341820544887e-06
23.68,-3.7753656880412657e-07,-7.69209811537107e-06,7.70135749574577e-06
23.69,7.021878555907347e-08,-7.878110366299597e-06,7.878423295396266e-06
23.7,5.265561205332522e-07,-8.049622828064378e-06,8.06682645295944e-06
23.71,9.910277973245918e-07,-8.207253463565653e-06,8.266870357655335e-06
23.72,1.4632413593909625e-06,-8.351659288457581e-06,8.478873046950998e-06
23.73,1.9428566486377327e-06,-8.483536905908145e-06,8.703165538530298e-06
23.74,2.4295827329626695e-06,-8.603623450865275e-06,8.940089973853128e-06
23.75,2.9231746057339578e-06,-8.712697924131732e-06,9.189997545852624e-06
23.76,3.4234296130991434e-06,-8.811582894027934e-06,9.453246183939666e-06
23.77,3.930183560412539e-06,-8.901146539991272e-06,9.730197970490402e-06
23.78,4.4433064445859405e-06,-8.982305007885202e-06,1.0021216264265457e-05
23.79,4.962697754991342e-06,-9.056025041104416e-06,1.0326662507921248e-05
23.8,5.48828128175335e-06,-9.123326844598868e-06,1.0646892698859256e-05
23.81,6.019999367053391e-06,-9.185287130671635e-06,1.0982253505187593e-05
23.82,6.557806532643424e-06,-9.243042285760006e-06,1.1333078011552216e-05
23.83,7.101662415336264e-06,-9.297791586356635e-06,1.1699681083034869e-05
23.84,7.651523942026287e-06,-9.350800379698574e-06,1.2082354339133266e-05
23.85,8.207336677212916e-06,-9.403403130971984e-06,1.2481360734178708e-05
23.86,8.769025279169698e-06,-9.457006223460433e-06,1.2896928745142643e-05
23.87,9.336483006385207e-06,-9.513090381555142e-06,1.332924617283951e-05
23.88,9.909560223815456e-06,-9.57321256876357e-06,1.3778453567659843e-05
23.89,1.048805186948886e-05,-9.63900719435681e-06,1.4244637296539042e-05
23.9,1.1071683856194804e-05,-9.712186442844165e-06,1.4727822273238182e-05
23.91,1.1660098401090409e-05,-9.794539520951267e-06,1.5227964379738593e-05
