target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
K11a367,K11a367,0_1,0:1:1,44.804989,6.283185,44.82177023081836,44.82177023081836,0.016781230818359916,0.9996256008914431,16.755160819145562,750.7147961950479,375.35739809752397,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
