status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,274.07485104401894,interior_minimum,273.9313476574032,274.1195450381919,8185.345805097498,40418.12961913602,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
