E,R_over_a,C_mm,C_ml,C_ll,lambda_min,lambda_max,sector_nm,sector_nl,action_bem,action_pressure,action_total,pressure_Ep,pressure_kappa_eff,d_action_bem_dlogE,d2_action_bem_dlogE2,d_action_pressure_dlogE,d2_action_pressure_dlogE2,d_action_total_dlogE,d2_action_total_dlogE2,d_lambda_min_dlogE,d2_lambda_min_dlogE2
259.9999999999999,259.9999999999999,375.1999492163897,122.81172234133791,490.4845248917625,297.1759092803482,568.508564827804,2,3,3694.450594493738,4544.214701915107,8238.665296408846,274.0748756567669,13472.682298281337,-0.012226633143591958,0.011490363170688172,-1959.0086704939902,17288.314437656045,-1959.0208971291202,17288.325928877435,-0.004350712884742849,0.004088186405794641
260.17862621209105,260.17862621209105,375.19994502199086,122.81172234073509,490.48452489072025,297.1759062923308,568.5085636203803,2,3,3694.4505860966333,4542.869278268747,8237.31986436538,274.0748756567669,13472.682298281337,-0.012218741700053215,0.017228936726187527,-1947.1352636017837,25950.300125980284,-1947.1474823448807,25950.317357041407,-0.004347905167378485,0.00612978217626825
260.3573751446575,260.3573751446575,375.1999408330046,122.81172234013263,490.4845248896808,297.17590330817,568.5085624145154,2,3,3694.450577710368,4541.540163649128,8235.990741359496,274.0748756567669,13472.682298281337,-0.012202967889606953,0.022953271699982736,-1923.3639610596001,34647.979525787756,-1923.3761640265584,34648.00247939839,-0.004342293163063005,0.008166165608796572
260.5362468820117,260.5362468820117,375.199936649424,122.81172233953043,490.4845248886444,297.17590032786114,568.5085612102073,2,3,3694.45056933493,4540.227391693418,8234.677961028348,274.0748756567669,13472.682298281337,-0.012187213636934757,0.022923438481218028,-1899.5436304919422,34719.440568051534,-1899.5558177065104,34719.463490811875,-0.004336688318289816,0.008155889251480808
260.71524150852287,260.71524150852287,375.19993247124245,122.81172233892858,490.4845248876105,297.17589735139904,568.508560007454,2,3,3694.4505609703037,4538.930996108169,8233.381557078472,274.0748756567669,13472.682298281337,-0.012171480804681778,0.022894622303988754,-1875.6741707772017,34791.04899859778,-1875.6863422580063,34791.071893898305,-0.004331090429332107,0.008145718835988802
260.8943591086194,260.8943591086194,375.1999282984532,122.81172233832702,490.4845248865796,297.1758943787793,568.5085588062535,2,3,3694.4505526164767,4537.651010669444,8232.10156328592,274.0748756567669,13472.682298281337,-0.012155766133219004,0.02286682316832156,-1851.755480587948,34862.805119872326,-1851.7676363540813,34862.82798635634,-0.004325499554397538,0.008135484855403607
261.0735997667866,261.0735997667866,375.1999241310494,122.8117223377258,490.4845248855514,297.17589140999667,568.5085576066041,2,3,3694.4505442734353,4536.387469222979,8230.838013496414,274.0748756567669,13472.682298281337,-0.012140071485191584,0.02283766797727438,-1827.7874583872035,34934.709235970164,-1827.7995984591544,34934.73207329912,-0.00431991572258994,0.008125378005018113
261.25296356756866,261.25296356756866,375.19991996902434,122.81172233712489,490.4845248845261,297.1758884450467,568.5085564085036,2,3,3694.450535941166,4535.140405684308,8229.590941625473,274.0748756567669,13472.682298281337,-0.012124396860599518,0.022808512786209434,-1803.7700024298392,35006.76165433228,-1803.7821268271655,35006.78446454019,-0.004314338730182499,0.008115207589530993
261.4324505955671,261.4324505955671,375.19991581237133,122.8117223365243,490.4845248835036,297.1758854839245,568.5085552119504,2,3,3694.4505276196546,4533.909854038917,8228.360381658571,274.0748756567669,13472.682298281337,-0.012108742259442806,0.022780035622842476,-1779.7030107565224,35078.96268144925,-1779.7151194969192,35078.98546250188,-0.0043087688682135195,0.008104931232214785
261.61206093544246,261.61206093544246,375.1999116610836,122.81172233592402,490.4845248824838,297.17588252662523,568.5085540169422,2,3,3694.450519308889,4532.695848342389,8227.146367651278,274.0748756567669,13472.682298281337,-0.012093106750398874,0.02275155845947907,-1755.5863812011667,35151.31262209476,-1755.5984743069857,35151.33537297533,-0.00430320599116385,0.008094739628361936
261.79179467191244,261.79179467191244,375.19990751515434,122.81172233532408,490.48452488146677,297.175879573144,568.5085528234771,2,3,3694.4505110088535,4531.498422720546,8225.9489337294,274.0748756567669,13472.682298281337,-0.012077491264790297,0.0227240983376511,-1731.4200113858096,35223.81178271468,-1731.432088876143,35223.83450579597,-0.00429765012813732,0.008084696343063413
261.97165188975396,261.97165188975396,375.19990337457693,122.81172233472446,490.4845248804527,297.17587662347614,568.5085516315535,2,3,3694.4505027195373,4530.317611369591,8224.768114089129,274.0748756567669,13472.682298281337,-0.012061893474310637,0.022695282160432484,-1707.203798723407,35296.460471178405,-1707.215860617347,35296.483165443875,-0.004292101046303287,0.00807461068103743
262.15163267380115,262.15163267380115,375.19989923934475,122.81172233412515,490.4845248794412,297.175873677617,568.508550441169,2,3,3694.450494440926,4529.1534485562615,8223.603942997188,274.0748756567669,13472.682298281337,-0.01204631756991148,0.022665448941683763,-1682.9376404131763,35369.25899700681,-1682.9496867312118,35369.28166313376,-0.004286559036700055,0.008064270758630254
262.33173710894744,262.33173710894744,375.1998951094509,122.81172233352612,490.48452487843247,297.17587073556155,568.5085492523218,2,3,3694.4504861730047,4528.005968617964,8222.456454790969,274.0748756567669,13472.682298281337,-0.012030760757625103,0.022637988819839805,-1658.6214334429242,35442.20767098339,-1658.6334642032161,35442.230309989536,-0.004281024157535285,0.008054227473326847
262.51196528014384,262.51196528014384,375.19989098488884,122.81172233292746,490.48452487742657,297.17586779730505,568.5085480650104,2,3,3694.4504779157623,4526.875205962928,8221.325683878691,274.0748756567669,13472.682298281337,-0.012015222571790218,0.022609511656487058,-1634.2550745848566,35515.30679937475,-1634.267089806497,35515.329408547375,-0.004275495943147689,0.008044268941499677
262.6923172723997,262.6923172723997,375.1998868656518,122.81172233232911,490.4845248764232,297.1758648628429,568.5085468792322,2,3,3694.450469669183,4525.761195070354,8220.211664739538,274.0748756567669,13472.682298281337,-0.011999704875051975,0.022581373506987745,-1609.8384604062885,35588.55669197161,-1609.8504601111636,35588.579272666946,-0.0042699747427832335,0.008034098526017885
