run_id,returncode,n_center,n_theta,n_sphere,tube_fraction,outer_factor,h,Rinv,selected_nodes,raw_modes_target,run_dir,counterterm_model,status,rms,S_ren,S_ren_se,soft_action,S_total_soft_plus_RT,alpha_inv_pred_blind_with_soft,alpha_inv_half_RT_only,M_min,M_max,n_points
g001_nc8_nt3_ns14_tf0p38_of2p2,0,8,3,14,0.38,2.2,0.125,0.45454545454545453,38.0,37.0,/mnt/data/outputs_routeB_BEM_v6_fast/runs/g001_nc8_nt3_ns14_tf0p38_of2p2,hk+inv_sqrt+inv,PASS_FIT,0.0019169920827338224,-267.4319664131332,112.77297277544707,16.755160819145562,-250.6768055939876,-125.3384027969938,-133.7159832065666,10,37,28
g002_nc10_nt3_ns18_tf0p32_of2p6,0,10,3,18,0.32,2.6,0.1,0.3846153846153846,48.0,47.0,/mnt/data/outputs_routeB_BEM_v6_fast/runs/g002_nc10_nt3_ns18_tf0p32_of2p6,hk+inv_sqrt+inv,PASS_FIT,0.0020272594050106054,-178.48061499226026,90.85301262258561,16.755160819145562,-161.72545417311468,-80.86272708655734,-89.24030749613013,12,47,36
g003_nc12_nt4_ns24_tf0p28_of3p0,0,12,4,24,0.28,3.0,0.08333333333333333,0.3333333333333333,72.0,71.0,/mnt/data/outputs_routeB_BEM_v6_fast/runs/g003_nc12_nt4_ns24_tf0p28_of3p0,hk+inv_sqrt+inv,PASS_FIT,0.004011232542576038,987.4495387848843,162.3669596106057,16.755160819145562,1004.2046996040299,502.10234980201494,493.72476939244217,18,71,54
