knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21531665634055713,0.21555540654086325,-0.00023875020030611482,-0.00011937510015305741
3_1,0_1,2,0.4304830044066503,0.4309684937618762,-0.00048548935522585435,-0.00024274467761292717
3_1,0_1,3,0.6450310051885092,0.6454615139956069,-0.0004305088070977181,-0.00021525440354885905
3_1,0_1,4,0.7982667564391108,0.7842323616920173,0.01403439474709356,0.00701719737354678
3_1,0_1,5,0.8824977676360843,0.8684387845102163,0.014058983125868063,0.0070294915629340315
3_1,0_1,6,0.9665387727075594,0.9525305753685925,0.014008197338966855,0.007004098669483427
3_1,0_1,7,1.0505637087472093,1.0366112503709926,0.013952458376216725,0.006976229188108363
3_1,0_1,8,1.1343248206100238,1.1203683413027095,0.013956479307314362,0.006978239653657181
3_1,0_1,9,1.2179100851142248,1.203820865183672,0.014089219930552899,0.007044609965276449
3_1,0_1,10,1.259738819730055,1.2456537967198924,0.014085023010162567,0.007042511505081284
3_1,0_1,11,1.3012495656110918,1.2871648479368638,0.014084717674228031,0.0070423588371140156
3_1,0_1,12,1.342712859497977,1.3286304087242198,0.014082450773757138,0.007041225386878569
3_1,0_1,13,1.3841323632424323,1.3700589347521093,0.014073428490323003,0.007036714245161502
3_1,0_1,14,1.425532594113017,1.4114672273263182,0.014065366786698785,0.007032683393349393
3_1,0_1,15,1.4665901896852023,1.4525288519703075,0.014061337714894817,0.0070306688574474085
3_1,0_1,16,1.507621072210445,1.493561072543724,0.014059999666721001,0.007029999833360501
3_1,0_1,17,1.5314410519539696,1.5173813093546678,0.014059742599301872,0.007029871299650936
3_1,0_1,18,1.5550200416285254,1.5409607566031065,0.014059285025418866,0.007029642512709433
3_1,0_1,19,1.5783257231326264,1.5642666993626466,0.014059023769979806,0.007029511884989903
3_1,0_1,20,1.6016054999352314,1.5875465886437103,0.014058911291521037,0.007029455645760518
3_1,0_1,21,1.6247638255053933,1.6107056603548668,0.014058165150526492,0.007029082575263246
3_1,0_1,22,1.6479197733232318,1.6338628165169589,0.014056956806272947,0.007028478403136473
3_1,0_1,23,1.670999167470353,1.6569429374699234,0.01405623000042966,0.00702811500021483
3_1,0_1,24,1.6936254742397836,1.6795694578591824,0.014056016380601166,0.007028008190300583
3_1,0_1,25,1.7162215821037803,1.7021658613383885,0.014055720765391744,0.007027860382695872
3_1,0_1,26,1.7312535213731373,1.7171979992487925,0.0140555221243448,0.0070277610621724
3_1,0_1,27,1.7462762972027037,1.7322209882502844,0.014055308952419354,0.007027654476209677
