radius,q_phi,constant_capacity,lambda_source,Lambda_phi,K_cell_from_Lambda,E_eff,K_target_Eeff_over_8piR,relative_match_to_Eeff_over_8piR
1.0,1,12.566370614359172,none,,,,,
