t dw_stable
56.8020000000 -0.0000859386
57.0020000000 -0.0000901336
57.2020000000 -0.0000730731
57.4020000000 -0.0000531934
57.6020000000 -0.0000530368
57.8020000000 -0.0000681053
58.0020000000 -0.0000730689
58.2020000000 -0.0000567544
58.4020000000 -0.0000375981
58.6020000000 -0.0000381421
58.8020000000 -0.0000538881
59.0020000000 -0.0000595061
59.2020000000 -0.0000438228
59.4020000000 -0.0000252748
59.6020000000 -0.0000264046
59.8020000000 -0.0000427142
60.0020000000 -0.0000488737
60.2020000000 -0.0000322999
60.4020000000 0.0000027113
60.6020000000 0.0000495711
60.8020000000 0.0001020916
61.0020000000 0.0001564767
61.2020000000 0.0002113522
61.4020000000 0.0002655781
61.6020000000 0.0003166853
61.8020000000 0.0003619401
62.0020000000 0.0004004275
62.2020000000 0.0004331602
62.4020000000 0.0004609625
62.6020000000 0.0004829677
62.8020000000 0.0004977362
63.0020000000 0.0005053848
63.2020000000 0.0005077370
63.4020000000 0.0005062406
63.6020000000 0.0005004969
63.8020000000 0.0004894039
64.0020000000 0.0004733082
64.2020000000 0.0004541748
64.4020000000 0.0004335212
64.6020000000 0.0004109605
64.8020000000 0.0003853572
65.0020000000 0.0003569884
65.2020000000 0.0003277226
65.4020000000 0.0002989608
65.6020000000 0.0002701860
65.8020000000 0.0002401232
66.0020000000 0.0002089055
66.2020000000 0.0001782550
66.4020000000 0.0001494281
66.6020000000 0.0001217658
66.8020000000 0.0000938558
67.0020000000 0.0000657001
67.2020000000 0.0000388964
67.4020000000 0.0000145837
67.6020000000 -0.0000080059
67.8020000000 -0.0000303858
68.0020000000 -0.0000526473
68.2020000000 -0.0000732778
68.4020000000 -0.0000912154
68.6020000000 -0.0001072979
68.8020000000 -0.0001231010
69.0020000000 -0.0001387715
69.2020000000 -0.0001528458
69.4020000000 -0.0001643049
69.6020000000 -0.0001740235
69.8020000000 -0.0001836094
70.0020000000 -0.0001932362
70.2020000000 -0.0002014627
70.4019999999 -0.0002072881
70.6019999999 -0.0002116018
70.8019999999 -0.0002160226
71.0019999999 -0.0002207325
71.2019999999 -0.0002242955
71.4019999999 -0.0002257137
71.6019999999 -0.0002258776
71.8019999999 -0.0002264050
72.0019999999 -0.0002274752
72.2019999999 -0.0002276481
72.4019999999 -0.0002259207
72.6019999999 -0.0002231772
72.8019999999 -0.0002210284
73.0019999999 -0.0002196457
73.2019999999 -0.0002175809
73.4019999999 -0.0002138220
73.6019999999 -0.0002092443
73.8019999999 -0.0002054493
74.0019999999 -0.0002025992
74.2019999999 -0.0001992363
74.4019999999 -0.0001943392
74.6019999999 -0.0001887738
74.8019999999 -0.0001841327
75.0019999999 -0.0001805690
75.2019999999 -0.0001766161
75.4019999999 -0.0001712442
75.6019999999 -0.0001653110
75.8019999999 -0.0001604010
76.0019999999 -0.0001566598
76.2019999999 -0.0001526133
76.4019999999 -0.0001472248
76.6019999999 -0.0001413452
76.8019999999 -0.0001365529
77.0019999999 -0.0001329871
77.2019999999 -0.0001291684
77.4019999999 -0.0001240543
77.6019999999 -0.0001184909
77.8019999999 -0.0001140517
78.0019999999 -0.0001108716
78.2019999999 -0.0001074669
78.4019999999 -0.0001027914
78.6019999999 -0.0000976874
78.8019999999 -0.0000937251
79.0019999999 -0.0000910364
79.2019999999 -0.0000881346
79.4019999999 -0.0000839709
79.6019999999 -0.0000793852
79.8019999999 -0.0000759455
80.0019999999 -0.0000737817
80.2019999999 -0.0000713834
80.4019999999 -0.0000671580
80.6019999999 -0.0000600868
80.8019999999 -0.0000497293
81.0019999999 -0.0000360685
81.2019999999 -0.0000192763
81.4019999999 0.0000004083
81.6019999999 0.0000226285
81.8019999999 0.0000468427
82.0019999999 0.0000724016
82.2019999999 0.0000987182
82.4019999999 0.0001253358
82.6019999999 0.0001518321
82.8019999999 0.0001777150
83.0019999999 0.0002024697
83.2019999999 0.0002257030
83.4019999999 0.0002471922
83.6019999999 0.0002667722
83.8019999999 0.0002842194
84.0019999999 0.0002992882
84.2019999999 0.0003118486
84.4019999999 0.0003219283
84.6019999999 0.0003295971
84.8019999999 0.0003348472
85.0019999999 0.0003376285
85.2019999999 0.0003379849
85.4019999999 0.0003360970
85.6019999999 0.0003321661
85.8019999999 0.0003262955
86.0019999999 0.0003185271
86.2019999999 0.0003089785
86.4019999999 0.0002978872
86.6019999999 0.0002854964
86.8019999999 0.0002719372
87.0019999999 0.0002572668
87.2019999999 0.0002416076
87.4019999999 0.0002251919
87.6019999999 0.0002082497
87.8019999999 0.0001908916
88.0019999999 0.0001731488
88.2019999999 0.0001551127
88.4019999999 0.0001369808
88.6019999999 0.0001189453
88.8019999999 0.0001010771
89.0019999999 0.0000833658
89.2019999999 0.0000658607
89.4019999999 0.0000487169
89.6019999999 0.0000320843
89.8019999999 0.0000159920
90.0019999999 0.0000003891
90.2019999999 -0.0000147147
90.4019999999 -0.0000292024
90.6019999999 -0.0000429604
90.8019999999 -0.0000559942
91.0019999999 -0.0000683873
91.2019999999 -0.0000801608
91.4019999999 -0.0000912263
91.6019999999 -0.0001014968
91.8019999999 -0.0001110024
92.0019999999 -0.0001198493
92.2019999999 -0.0001280790
92.4019999999 -0.0001356218
92.6019999999 -0.0001424077
92.8019999999 -0.0001484816
93.0019999999 -0.0001539630
93.2019999999 -0.0001589053
93.4019999999 -0.0001632487
93.6019999999 -0.0001669319
93.8019999999 -0.0001700072
94.0019999999 -0.0001726001
94.2019999999 -0.0001747689
94.4019999999 -0.0001764575
94.6019999999 -0.0001776075
94.8019999999 -0.0001782730
95.0019999999 -0.0001785806
95.2019999999 -0.0001785887
95.4019999999 -0.0001782410
95.6019999999 -0.0001774780
95.8019999999 -0.0001763522
96.0019999999 -0.0001749882
96.2019999999 -0.0001734419
96.4019999999 -0.0001716544
96.6019999999 -0.0001695628
96.8019999999 -0.0001672164
97.0019999999 -0.0001647362
97.2019999999 -0.0001621743
97.4019999999 -0.0001594678
97.6019999999 -0.0001565499
97.8019999999 -0.0001534659
98.0019999999 -0.0001503325
98.2019999999 -0.0001471979
98.4019999999 -0.0001439948
98.6019999999 -0.0001406526
98.8019999999 -0.0001372124
99.0019999999 -0.0001337869
99.2019999999 -0.0001304204
99.4019999999 -0.0001270420
99.6019999999 -0.0001235770
99.8019999999 -0.0001200631
100.0019999999 -0.0001166096
100.2019999999 -0.0001132570
100.4019999999 -0.0001099157
100.6019999999 -0.0001064026
100.8019999999 -0.0001024934
101.0019999999 -0.0000979649
101.2019999999 -0.0000926184
101.4019999999 -0.0000862861
101.6019999999 -0.0000788350
101.8019999999 -0.0000701766
102.0019999999 -0.0000602756
102.2019999999 -0.0000491475
102.4019999999 -0.0000368463
102.6019999999 -0.0000234543
102.8019999999 -0.0000090825
103.0019999999 0.0000061277
103.2019999999 0.0000220099
103.4019999999 0.0000383874
103.6019999999 0.0000550831
103.8019999999 0.0000719191
104.0019999999 0.0000887120
104.2019999999 0.0001052778
104.4019999999 0.0001214425
104.6019999999 0.0001370504
104.8019999999 0.0001519603
105.0019999999 0.0001660387
105.2019999999 0.0001791616
105.4019999999 0.0001912229
105.6019999999 0.0002021406
105.8019999999 0.0002118506
106.0019999999 0.0002202986
106.2019999999 0.0002274398
106.4019999999 0.0002332466
106.6019999999 0.0002377129
106.8019999999 0.0002408476
107.0019999999 0.0002426654
107.2019999999 0.0002431859
107.4019999999 0.0002424410
107.6019999999 0.0002404790
107.8019999999 0.0002373575
108.0019999999 0.0002331347
108.2019999999 0.0002278679
108.4019999999 0.0002216216
108.6019999999 0.0002144711
108.8019999999 0.0002064963
109.0019999999 0.0001977726
109.2019999999 0.0001883702
109.4019999999 0.0001783622
109.6019999999 0.0001678287
109.8019999999 0.0001568506
110.0019999999 0.0001455013
110.2019999999 0.0001338461
110.4019999999 0.0001219505
110.6019999999 0.0001098846
110.8019999999 0.0000977178
111.0019999999 0.0000855099
111.2019999999 0.0000733114
111.4019999999 0.0000611717
111.6019999999 0.0000491442
111.8019999999 0.0000372807
112.0019999999 0.0000256230
112.2019999999 0.0000142033
112.4019999999 0.0000030527
112.6019999999 -0.0000077937
112.8019999999 -0.0000183023
113.0019999999 -0.0000284491
113.2019999999 -0.0000382193
113.4019999999 -0.0000475987
113.6019999999 -0.0000565686
113.8019999999 -0.0000651112
114.0019999999 -0.0000732173
114.2019999999 -0.0000808865
114.4019999999 -0.0000881182
114.6019999999 -0.0000949063
114.8019999999 -0.0001012450
115.0019999999 -0.0001071363
115.2019999999 -0.0001125901
115.4019999999 -0.0001176153
115.6019999999 -0.0001222147
115.8019999999 -0.0001263904
116.0019999999 -0.0001301516
116.2019999999 -0.0001335149
116.4019999999 -0.0001364949
116.6019999999 -0.0001390996
116.8019999999 -0.0001413354
117.0019999999 -0.0001432159
117.2019999999 -0.0001447605
117.4019999999 -0.0001459869
117.6019999999 -0.0001469052
117.8019999999 -0.0001475238
118.0019999999 -0.0001478572
118.2019999999 -0.0001479263
118.4019999999 -0.0001477488
118.6019999999 -0.0001473354
118.8019999999 -0.0001466941
119.0019999999 -0.0001458391
119.2019999999 -0.0001447903
119.4019999999 -0.0001435650
119.6019999999 -0.0001421722
119.8019999999 -0.0001406188
120.0019999999 -0.0001389174
120.2019999999 -0.0001370864
120.4019999999 -0.0001351407
120.6019999999 -0.0001330833
120.8019999999 -0.0001309011
121.0019999999 -0.0001285647
121.2019999999 -0.0001260310
121.4019999999 -0.0001232458
121.6019999999 -0.0001201479
121.8019999999 -0.0001166720
122.0019999999 -0.0001127531
122.2019999999 -0.0001083306
122.4019999999 -0.0001033511
122.6019999999 -0.0000977705
122.8019999999 -0.0000915555
123.0019999999 -0.0000846851
123.2019999999 -0.0000771514
123.4019999999 -0.0000689606
123.6019999999 -0.0000601317
123.8019999999 -0.0000506961
124.0019999999 -0.0000406962
124.2019999999 -0.0000301854
124.4019999999 -0.0000192269
124.6019999999 -0.0000078915
124.8019999999 0.0000037442
125.0019999999 0.0000155987
125.2019999999 0.0000275872
125.4019999999 0.0000396222
125.6019999999 0.0000516160
125.8019999999 0.0000634818
126.0019999999 0.0000751352
126.2019999999 0.0000864943
126.4019999999 0.0000974805
126.6019999999 0.0001080202
126.8019999999 0.0001180455
127.0019999999 0.0001274944
127.2019999999 0.0001363112
127.4019999999 0.0001444463
127.6019999999 0.0001518568
127.8019999999 0.0001585073
128.0019999999 0.0001643696
128.2019999999 0.0001694220
128.4019999999 0.0001736490
128.6019999999 0.0001770416
128.8019999999 0.0001795976
129.0019999999 0.0001813209
129.2019999999 0.0001822205
129.4019999999 0.0001823103
129.6019999999 0.0001816089
129.8019999999 0.0001801397
130.0019999999 0.0001779302
130.2019999999 0.0001750111
130.4019999999 0.0001714157
130.6019999999 0.0001671799
130.8019999999 0.0001623424
131.0019999999 0.0001569436
131.2019999999 0.0001510253
131.4019999999 0.0001446297
131.6019999999 0.0001377997
131.8019999999 0.0001305791
132.0019999999 0.0001230118
132.2019999999 0.0001151413
132.4019999999 0.0001070101
132.6019999999 0.0000986600
132.8019999999 0.0000901321
133.0019999999 0.0000814668
133.2019999999 0.0000727028
133.4019999999 0.0000638769
133.6019999999 0.0000550244
133.8019999999 0.0000461792
134.0019999999 0.0000373737
134.2019999999 0.0000286385
134.4019999999 0.0000200013
134.6019999999 0.0000114883
134.8019999999 0.0000031241
135.0019999999 -0.0000050683
135.2019999999 -0.0000130683
135.4019999999 -0.0000208575
135.6019999999 -0.0000284195
135.8019999999 -0.0000357392
136.0019999999 -0.0000428030
136.2019999999 -0.0000495994
136.4019999999 -0.0000561191
136.6019999999 -0.0000623543
136.8019999999 -0.0000682983
137.0019999999 -0.0000739456
137.2019999999 -0.0000792925
137.4019999999 -0.0000843370
137.6019999999 -0.0000890782
137.8019999999 -0.0000935163
138.0019999999 -0.0000976518
138.2019999999 -0.0001014870
138.4019999999 -0.0001050253
138.6019999999 -0.0001082709
138.8019999999 -0.0001112286
139.0019999999 -0.0001139033
139.2019999999 -0.0001163012
139.4019999999 -0.0001184292
139.6019999999 -0.0001202949
139.8019999999 -0.0001219058
140.0019999999 -0.0001232694
140.2019999999 -0.0001243941
140.4019999999 -0.0001252888
140.6019999999 -0.0001259625
140.8019999999 -0.0001264232
141.0019999999 -0.0001266766
141.2019999999 -0.0001267251
141.4019999999 -0.0001265673
141.6019999999 -0.0001261975
141.8019999999 -0.0001256055
142.0019999999 -0.0001247768
142.2019999999 -0.0001236935
142.4019999999 -0.0001223343
142.6019999999 -0.0001206762
142.8019999999 -0.0001186946
143.0019999999 -0.0001163650
143.2019999999 -0.0001136636
143.4019999999 -0.0001105681
143.6019999999 -0.0001070593
143.8019999999 -0.0001031211
144.0019999999 -0.0000987415
144.2019999999 -0.0000939132
144.4019999999 -0.0000886336
144.6019999999 -0.0000829058
144.8019999999 -0.0000767381
145.0019999999 -0.0000701443
145.2019999999 -0.0000631433
145.4019999999 -0.0000557594
145.6019999999 -0.0000480216
145.8019999999 -0.0000399634
146.0019999999 -0.0000316222
146.2019999999 -0.0000230390
146.4019999999 -0.0000142578
146.6019999999 -0.0000053249
146.8019999999 0.0000037113
147.0019999999 0.0000128014
147.2019999999 0.0000218950
147.4019999999 0.0000309417
147.6019999999 0.0000398914
147.8019999999 0.0000486947
148.0019999999 0.0000573038
148.2019999999 0.0000656725
148.4019999999 0.0000737566
148.6019999999 0.0000815144
148.8019999999 0.0000889072
149.0019999999 0.0000958989
149.2019999999 0.0001024571
149.4019999999 0.0001085523
149.6019999999 0.0001141589
149.8019999999 0.0001192546
150.0019999999 0.0001238207
150.2019999999 0.0001278425
150.4019999999 0.0001313085
150.6019999999 0.0001342109
150.8019999999 0.0001365453
151.0019999999 0.0001383107
151.2019999999 0.0001395092
151.4019999999 0.0001401461
151.6019999999 0.0001402294
151.8019999999 0.0001397700
152.0019999999 0.0001387810
152.2019999999 0.0001372782
152.4019999999 0.0001352792
152.6019999999 0.0001328036
152.8019999999 0.0001298726
153.0019999999 0.0001265091
153.2019999999 0.0001227370
153.4019999999 0.0001185813
153.6019999999 0.0001140680
153.8019999999 0.0001092237
154.0019999999 0.0001040754
154.2019999999 0.0000986505
154.4019999999 0.0000929766
154.6019999999 0.0000870812
154.8019999999 0.0000809916
155.0019999999 0.0000747348
155.2019999999 0.0000683376
155.4019999999 0.0000618261
155.6019999999 0.0000552257
155.8019999999 0.0000485611
156.0019999999 0.0000418563
156.2019999999 0.0000351342
156.4019999999 0.0000284170
156.6019999999 0.0000217258
156.8019999999 0.0000150804
157.0019999999 0.0000085000
157.2019999999 0.0000020022
157.4019999999 -0.0000043962
157.6019999999 -0.0000106796
157.8019999999 -0.0000168338
158.0019999999 -0.0000228454
158.2019999999 -0.0000287023
158.4019999999 -0.0000343935
158.6019999999 -0.0000399092
158.8019999999 -0.0000452407
159.0019999999 -0.0000503801
159.2019999999 -0.0000553208
159.4019999999 -0.0000600571
159.6019999999 -0.0000645843
159.8019999999 -0.0000688986
160.0019999999 -0.0000729970
160.2019999999 -0.0000768776
160.4019999999 -0.0000805391
160.6019999999 -0.0000839809
160.8019999999 -0.0000872032
161.0019999999 -0.0000902069
161.2019999999 -0.0000929929
161.4019999999 -0.0000955621
161.6019999999 -0.0000979152
161.8019999999 -0.0001000521
162.0019999999 -0.0001019717
162.2019999999 -0.0001036721
162.4019999999 -0.0001051496
162.6019999999 -0.0001063994
162.8019999999 -0.0001074151
163.0019999999 -0.0001081889
163.2019999999 -0.0001087118
163.4019999999 -0.0001089737
163.6019999999 -0.0001089638
163.8019999999 -0.0001086705
164.0019999999 -0.0001080823
164.2019999999 -0.0001071876
164.4019999999 -0.0001059755
164.6019999999 -0.0001044358
164.8019999999 -0.0001025597
165.0019999999 -0.0001003396
165.2019999999 -0.0000977701
165.4019999999 -0.0000948477
165.6019999999 -0.0000915710
165.8019999999 -0.0000879415
166.0019999999 -0.0000839629
166.2019999999 -0.0000796419
166.4019999999 -0.0000749878
166.6019999999 -0.0000700127
166.8019999999 -0.0000647313
167.0019999999 -0.0000591610
167.2019999999 -0.0000533217
167.4019999999 -0.0000472354
167.6019999999 -0.0000409267
167.8019999999 -0.0000344218
168.0019999999 -0.0000277485
168.2019999999 -0.0000209365
168.4019999999 -0.0000140163
168.6019999999 -0.0000070195
168.8019999999 0.0000000217
169.0019999999 0.0000070746
169.2019999999 0.0000141064
169.4019999999 0.0000210846
169.6019999999 0.0000279768
169.8019999999 0.0000347516
170.0019999999 0.0000413780
170.2019999999 0.0000478265
170.4019999999 0.0000540686
170.6019999999 0.0000600774
170.8019999999 0.0000658274
171.0019999999 0.0000712950
171.2019999999 0.0000764583
171.4019999999 0.0000812976
171.6019999999 0.0000857950
171.8019999999 0.0000899346
172.0019999999 0.0000937030
172.2019999999 0.0000970886
172.4019999999 0.0001000820
172.6019999999 0.0001026761
172.8019999999 0.0001048657
173.0019999999 0.0001066479
173.2019999999 0.0001080216
173.4019999999 0.0001089879
173.6019999999 0.0001095494
173.8019999999 0.0001097108
174.0019999999 0.0001094784
174.2019999999 0.0001088601
174.4019999999 0.0001078653
174.6019999999 0.0001065048
174.8019999999 0.0001047907
175.0019999999 0.0001027360
175.2019999999 0.0001003552
175.4019999999 0.0000976634
175.6019999999 0.0000946765
175.8019999999 0.0000914113
176.0019999999 0.0000878849
176.2019999999 0.0000841153
176.4019999999 0.0000801203
176.6019999999 0.0000759186
176.8019999999 0.0000715285
177.0019999999 0.0000669686
177.2019999999 0.0000622577
177.4019999999 0.0000574141
177.6019999999 0.0000524561
177.8019999999 0.0000474019
178.0019999999 0.0000422692
178.2019999999 0.0000370752
178.4019999999 0.0000318369
178.6019999999 0.0000265707
178.8019999999 0.0000212925
179.0019999999 0.0000160176
179.2019999999 0.0000107606
179.4019999999 0.0000055355
179.6019999999 0.0000003557
179.8019999999 -0.0000047662
180.0019999999 -0.0000098182
180.2019999999 -0.0000147891
180.4019999999 -0.0000196684
180.6019999999 -0.0000244464
180.8019999999 -0.0000291140
181.0019999999 -0.0000336629
181.2019999999 -0.0000380856
181.4019999999 -0.0000423751
181.6019999999 -0.0000465250
181.8019999999 -0.0000505296
182.0019999999 -0.0000543833
182.2019999999 -0.0000580810
182.4019999999 -0.0000616179
182.6019999999 -0.0000649889
182.8019999999 -0.0000681891
183.0019999999 -0.0000712135
183.2019999999 -0.0000740565
183.4019999999 -0.0000767126
183.6019999999 -0.0000791757
183.8019999999 -0.0000814393
184.0019999999 -0.0000834966
184.2019999999 -0.0000853403
184.4019999999 -0.0000869631
184.6019999999 -0.0000883570
184.8019999999 -0.0000895142
185.0019999999 -0.0000904269
185.2019999999 -0.0000910872
185.4019999999 -0.0000914875
185.6019999999 -0.0000916207
185.8019999999 -0.0000914803
186.0019999999 -0.0000910602
186.2019999999 -0.0000903554
186.4019999999 -0.0000893618
186.6019999999 -0.0000880766
186.8019999999 -0.0000864980
187.0019999999 -0.0000846256
187.2019999999 -0.0000824607
187.4019999999 -0.0000800058
187.6019999999 -0.0000772651
187.8019999999 -0.0000742445
188.0019999999 -0.0000709513
188.2019999999 -0.0000673948
188.4019999999 -0.0000635855
188.6019999999 -0.0000595356
188.8019999999 -0.0000552590
189.0019999999 -0.0000507708
189.2019999999 -0.0000460874
189.4019999999 -0.0000412268
189.6019999999 -0.0000362076
189.8019999999 -0.0000310497
190.0019999999 -0.0000257740
190.2019999999 -0.0000204018
190.4019999999 -0.0000149552
190.6019999999 -0.0000094567
190.8019999999 -0.0000039289
191.0019999999 0.0000016051
191.2019999999 0.0000071226
191.4019999999 0.0000126008
191.6019999999 0.0000180172
