t omega_stable omega_unstable Omega_stable_ref Omega_unstable_ref
159.4019999999 0.9488246671 1.2067768946 0.9488847242 1.1140089124
159.6019999999 0.9488201400 1.2065165877 0.9488847242 1.1140089124
159.8019999999 0.9488158257 1.2063240515 0.9488847242 1.1140089124
160.0019999999 0.9488117272 1.2061991756 0.9488847242 1.1140089124
160.2019999999 0.9488078466 1.2061415908 0.9488847242 1.1140089124
160.4019999999 0.9488041852 1.2061506775 0.9488847242 1.1140089124
160.6019999999 0.9488007434 1.2062255769 0.9488847242 1.1140089124
160.8019999999 0.9487975210 1.2063652014 0.9488847242 1.1140089124
161.0019999999 0.9487945173 1.2065682476 0.9488847242 1.1140089124
161.2019999999 0.9487917313 1.2068332083 0.9488847242 1.1140089124
161.4019999999 0.9487891621 1.2071583865 0.9488847242 1.1140089124
161.6019999999 0.9487868091 1.2075419087 0.9488847242 1.1140089124
161.8019999999 0.9487846722 1.2079817390 0.9488847242 1.1140089124
162.0019999999 0.9487827525 1.2084756930 0.9488847242 1.1140089124
162.2019999999 0.9487810521 1.2090214520 0.9488847242 1.1140089124
162.4019999999 0.9487795746 1.2096165771 0.9488847242 1.1140089124
162.6019999999 0.9487783248 1.2102585223 0.9488847242 1.1140089124
162.8019999999 0.9487773092 1.2109446485 0.9488847242 1.1140089124
163.0019999999 0.9487765354 1.2116722360 0.9488847242 1.1140089124
163.2019999999 0.9487760124 1.2124384972 0.9488847242 1.1140089124
163.4019999999 0.9487757505 1.2132405888 0.9488847242 1.1140089124
163.6019999999 0.9487757605 1.2140756229 0.9488847242 1.1140089124
163.8019999999 0.9487760537 1.2149406779 0.9488847242 1.1140089124
164.0019999999 0.9487766420 1.2158328091 0.9488847242 1.1140089124
164.2019999999 0.9487775367 1.2167490576 0.9488847242 1.1140089124
164.4019999999 0.9487787488 1.2176864600 0.9488847242 1.1140089124
164.6019999999 0.9487802884 1.2186420561 0.9488847242 1.1140089124
164.8019999999 0.9487821646 1.2196128970 0.9488847242 1.1140089124
165.0019999999 0.9487843846 1.2205960518 0.9488847242 1.1140089124
165.2019999999 0.9487869541 1.2215886144 0.9488847242 1.1140089124
165.4019999999 0.9487898766 1.2225877090 0.9488847242 1.1140089124
165.6019999999 0.9487931532 1.2235904956 0.9488847242 1.1140089124
165.8019999999 0.9487967828 1.2245941750 0.9488847242 1.1140089124
166.0019999999 0.9488007613 1.2255959927 0.9488847242 1.1140089124
166.2019999999 0.9488050823 1.2265932430 0.9488847242 1.1140089124
166.4019999999 0.9488097364 1.2275832725 0.9488847242 1.1140089124
166.6019999999 0.9488147115 1.2285634833 0.9488847242 1.1140089124
166.8019999999 0.9488199929 1.2295313352 0.9488847242 1.1140089124
167.0019999999 0.9488255632 1.2304843490 0.9488847242 1.1140089124
167.2019999999 0.9488314026 1.2314201081 0.9488847242 1.1140089124
167.4019999999 0.9488374888 1.2323362609 0.9488847242 1.1140089124
167.6019999999 0.9488437975 1.2332305223 0.9488847242 1.1140089124
167.8019999999 0.9488503025 1.2341006762 0.9488847242 1.1140089124
168.0019999999 0.9488569757 1.2349445763 0.9488847242 1.1140089124
168.2019999999 0.9488637878 1.2357601484 0.9488847242 1.1140089124
168.4019999999 0.9488707080 1.2365453917 0.9488847242 1.1140089124
168.6019999999 0.9488777048 1.2372983806 0.9488847242 1.1140089124
168.8019999999 0.9488847460 1.2380172665 0.9488847242 1.1140089124
169.0019999999 0.9488917988 1.2387002795 0.9488847242 1.1140089124
169.2019999999 0.9488988307 1.2393457305 0.9488847242 1.1140089124
169.4019999999 0.9489058088 1.2399520130 0.9488847242 1.1140089124
169.6019999999 0.9489127011 1.2405176058 0.9488847242 1.1140089124
169.8019999999 0.9489194758 1.2410410749 0.9488847242 1.1140089124
170.0019999999 0.9489261022 1.2415210769 0.9488847242 1.1140089124
170.2019999999 0.9489325507 1.2419563610 0.9488847242 1.1140089124
170.4019999999 0.9489387929 1.2423457726 0.9488847242 1.1140089124
170.6019999999 0.9489448016 1.2426882564 0.9488847242 1.1140089124
170.8019999999 0.9489505516 1.2429828600 0.9488847242 1.1140089124
171.0019999999 0.9489560192 1.2432287376 0.9488847242 1.1140089124
171.2019999999 0.9489611826 1.2434251535 0.9488847242 1.1140089124
171.4019999999 0.9489660218 1.2435714866 0.9488847242 1.1140089124
171.6019999999 0.9489705192 1.2436672346 0.9488847242 1.1140089124
171.8019999999 0.9489746589 1.2437120181 0.9488847242 1.1140089124
172.0019999999 0.9489784272 1.2437055847 0.9488847242 1.1140089124
172.2019999999 0.9489818128 1.2436478142 0.9488847242 1.1140089124
172.4019999999 0.9489848062 1.2435387222 0.9488847242 1.1140089124
172.6019999999 0.9489874003 1.2433784649 0.9488847242 1.1140089124
172.8019999999 0.9489895900 1.2431673431 0.9488847242 1.1140089124
173.0019999999 0.9489913722 1.2429058060 0.9488847242 1.1140089124
173.2019999999 0.9489927459 1.2425944551 0.9488847242 1.1140089124
173.4019999999 0.9489937121 1.2422340475 0.9488847242 1.1140089124
173.6019999999 0.9489942736 1.2418254983 0.9488847242 1.1140089124
173.8019999999 0.9489944350 1.2413698836 0.9488847242 1.1140089124
174.0019999999 0.9489942026 1.2408684415 0.9488847242 1.1140089124
174.2019999999 0.9489935843 1.2403225734 0.9488847242 1.1140089124
174.4019999999 0.9489925896 1.2397338440 0.9488847242 1.1140089124
174.6019999999 0.9489912291 1.2391039806 0.9488847242 1.1140089124
174.8019999999 0.9489895149 1.2384348713 0.9488847242 1.1140089124
175.0019999999 0.9489874603 1.2377285623 0.9488847242 1.1140089124
175.2019999999 0.9489850795 1.2369872540 0.9488847242 1.1140089124
175.4019999999 0.9489823876 1.2362132960 0.9488847242 1.1140089124
175.6019999999 0.9489794007 1.2354091806 0.9488847242 1.1140089124
175.8019999999 0.9489761355 1.2345775361 0.9488847242 1.1140089124
176.0019999999 0.9489726092 1.2337211172 0.9488847242 1.1140089124
176.2019999999 0.9489688395 1.2328427961 0.9488847242 1.1140089124
176.4019999999 0.9489648446 1.2319455513 0.9488847242 1.1140089124
176.6019999999 0.9489606428 1.2310324551 0.9488847242 1.1140089124
176.8019999999 0.9489562527 1.2301066613 0.9488847242 1.1140089124
177.0019999999 0.9489516929 1.2291713908 0.9488847242 1.1140089124
177.2019999999 0.9489469819 1.2282299170 0.9488847242 1.1140089124
177.4019999999 0.9489421383 1.2272855503 0.9488847242 1.1140089124
177.6019999999 0.9489371804 1.2263416220 0.9488847242 1.1140089124
177.8019999999 0.9489321262 1.2254014684 0.9488847242 1.1140089124
178.0019999999 0.9489269934 1.2244684137 0.9488847242 1.1140089124
178.2019999999 0.9489217994 1.2235457536 0.9488847242 1.1140089124
178.4019999999 0.9489165612 1.2226367384 0.9488847242 1.1140089124
178.6019999999 0.9489112950 1.2217445573 0.9488847242 1.1140089124
178.8019999999 0.9489060168 1.2208723219 0.9488847242 1.1140089124
179.0019999999 0.9489007418 1.2200230510 0.9488847242 1.1140089124
179.2019999999 0.9488954848 1.2191996560 0.9488847242 1.1140089124
179.4019999999 0.9488902597 1.2184049272 0.9488847242 1.1140089124
179.6019999999 0.9488850799 1.2176415205 0.9488847242 1.1140089124
179.8019999999 0.9488799580 1.2169119463 0.9488847242 1.1140089124
180.0019999999 0.9488749060 1.2162185578 0.9488847242 1.1140089124
180.2019999999 0.9488699351 1.2155635424 0.9488847242 1.1140089124
180.4019999999 0.9488650558 1.2149489130 0.9488847242 1.1140089124
180.6019999999 0.9488602778 1.2143765012 0.9488847242 1.1140089124
180.8019999999 0.9488556102 1.2138479513 0.9488847242 1.1140089124
181.0019999999 0.9488510613 1.2133647164 0.9488847242 1.1140089124
181.2019999999 0.9488466386 1.2129280552 0.9488847242 1.1140089124
181.4019999999 0.9488423492 1.2125390299 0.9488847242 1.1140089124
181.6019999999 0.9488381992 1.2121985059 0.9488847242 1.1140089124
181.8019999999 0.9488341947 1.2119071525 0.9488847242 1.1140089124
182.0019999999 0.9488303410 1.2116654443 0.9488847242 1.1140089124
182.2019999999 0.9488266432 1.2114736641 0.9488847242 1.1140089124
182.4019999999 0.9488231064 1.2113319068 0.9488847242 1.1140089124
182.6019999999 0.9488197353 1.2112400836 0.9488847242 1.1140089124
182.8019999999 0.9488165351 1.2111979281 0.9488847242 1.1140089124
183.0019999999 0.9488135108 1.2112050015 0.9488847242 1.1140089124
183.2019999999 0.9488106677 1.2112607005 0.9488847242 1.1140089124
183.4019999999 0.9488080116 1.2113642635 0.9488847242 1.1140089124
183.6019999999 0.9488055485 1.2115147793 0.9488847242 1.1140089124
183.8019999999 0.9488032849 1.2117111944 0.9488847242 1.1140089124
184.0019999999 0.9488012277 1.2119523223 0.9488847242 1.1140089124
184.2019999999 0.9487993839 1.2122368512 0.9488847242 1.1140089124
184.4019999999 0.9487977612 1.2125633535 0.9488847242 1.1140089124
184.6019999999 0.9487963673 1.2129302942 0.9488847242 1.1140089124
184.8019999999 0.9487952100 1.2133360399 0.9488847242 1.1140089124
185.0019999999 0.9487942974 1.2137788674 0.9488847242 1.1140089124
185.2019999999 0.9487936371 1.2142569726 0.9488847242 1.1140089124
185.4019999999 0.9487932367 1.2147684788 0.9488847242 1.1140089124
185.6019999999 0.9487931035 1.2153114448 0.9488847242 1.1140089124
185.8019999999 0.9487932440 1.2158838736 0.9488847242 1.1140089124
186.0019999999 0.9487936641 1.2164837194 0.9488847242 1.1140089124
186.2019999999 0.9487943689 1.2171088956 0.9488847242 1.1140089124
186.4019999999 0.9487953624 1.2177572819 0.9488847242 1.1140089124
186.6019999999 0.9487966477 1.2184267310 0.9488847242 1.1140089124
186.8019999999 0.9487982263 1.2191150754 0.9488847242 1.1140089124
187.0019999999 0.9488000986 1.2198201333 0.9488847242 1.1140089124
187.2019999999 0.9488022636 1.2205397145 0.9488847242 1.1140089124
187.4019999999 0.9488047185 1.2212716263 0.9488847242 1.1140089124
187.6019999999 0.9488074592 1.2220136780 0.9488847242 1.1140089124
187.8019999999 0.9488104798 1.2227636863 0.9488847242 1.1140089124
188.0019999999 0.9488137729 1.2235194796 0.9488847242 1.1140089124
188.2019999999 0.9488173295 1.2242789023 0.9488847242 1.1140089124
188.4019999999 0.9488211388 1.2250398186 0.9488847242 1.1140089124
188.6019999999 0.9488251886 1.2258001165 0.9488847242 1.1140089124
188.8019999999 0.9488294652 1.2265577108 0.9488847242 1.1140089124
189.0019999999 0.9488339535 1.2273105469 0.9488847242 1.1140089124
189.2019999999 0.9488386368 1.2280566033 0.9488847242 1.1140089124
189.4019999999 0.9488434975 1.2287938944 0.9488847242 1.1140089124
189.6019999999 0.9488485167 1.2295204739 0.9488847242 1.1140089124
189.8019999999 0.9488536745 1.2302344364 0.9488847242 1.1140089124
190.0019999999 0.9488589503 1.2309339204 0.9488847242 1.1140089124
190.2019999999 0.9488643224 1.2316171107 0.9488847242 1.1140089124
190.4019999999 0.9488697690 1.2322822404 0.9488847242 1.1140089124
190.6019999999 0.9488752676 1.2329275932 0.9488847242 1.1140089124
190.8019999999 0.9488807953 1.2335515058 0.9488847242 1.1140089124
191.0019999999 0.9488863294 1.2341523702 0.9488847242 1.1140089124
191.2019999999 0.9488918468 1.2347286357 0.9488847242 1.1140089124
191.4019999999 0.9488973250 1.2352788112 0.9488847242 1.1140089124
191.6019999999 0.9489027415 1.2358014681 0.9488847242 1.1140089124
191.8019999999 0.9489080742 1.2362952420 0.9488847242 1.1140089124
192.0019999999 0.9489133018 1.2367588358 0.9488847242 1.1140089124
192.2019999999 0.9489184034 1.2371910222 0.9488847242 1.1140089124
192.4019999999 0.9489233592 1.2375906460 0.9488847242 1.1140089124
192.6019999999 0.9489281499 1.2379566278 0.9488847242 1.1140089124
192.8019999999 0.9489327576 1.2382879661 0.9488847242 1.1140089124
193.0019999999 0.9489371652 1.2385837409 0.9488847242 1.1140089124
193.2019999999 0.9489413568 1.2388431165 0.9488847242 1.1140089124
193.4019999999 0.9489453178 1.2390653452 0.9488847242 1.1140089124
193.6019999999 0.9489490348 1.2392497700 0.9488847242 1.1140089124
193.8019999999 0.9489524956 1.2393958284 0.9488847242 1.1140089124
194.0019999999 0.9489556895 1.2395030559 0.9488847242 1.1140089124
194.2019999999 0.9489586072 1.2395710889 0.9488847242 1.1140089124
194.4019999999 0.9489612405 1.2395996685 0.9488847242 1.1140089124
194.6019999999 0.9489635829 1.2395886435 0.9488847242 1.1140089124
194.8019999999 0.9489656292 1.2395379738 0.9488847242 1.1140089124
195.0019999999 0.9489673754 1.2394477333 0.9488847242 1.1140089124
195.2019999999 0.9489688189 1.2393181125 0.9488847242 1.1140089124
195.4019999999 0.9489699586 1.2391494213 0.9488847242 1.1140089124
195.6019999999 0.9489707946 1.2389420912 0.9488847242 1.1140089124
195.8019999999 0.9489713280 1.2386966767 0.9488847242 1.1140089124
196.0019999999 0.9489715615 1.2384138573 0.9488847242 1.1140089124
196.2019999999 0.9489714986 1.2380944377 0.9488847242 1.1140089124
196.4019999999 0.9489711442 1.2377393489 0.9488847242 1.1140089124
196.6019999999 0.9489705039 1.2373496471 0.9488847242 1.1140089124
196.8019999999 0.9489695845 1.2369265135 0.9488847242 1.1140089124
197.0019999999 0.9489683936 1.2364712522 0.9488847242 1.1140089124
197.2019999999 0.9489669398 1.2359852883 0.9488847242 1.1140089124
197.4019999999 0.9489652322 1.2354701644 0.9488847242 1.1140089124
197.6019999999 0.9489632808 1.2349275370 0.9488847242 1.1140089124
197.8019999999 0.9489610962 1.2343591717 0.9488847242 1.1140089124
198.0019999999 0.9489586895 1.2337669381 0.9488847242 1.1140089124
198.2019999999 0.9489560724 1.2331528031 0.9488847242 1.1140089124
198.4019999999 0.9489532568 1.2325188244 0.9488847242 1.1140089124
198.6019999999 0.9489502551 1.2318671426 0.9488847242 1.1140089124
198.8019999999 0.9489470801 1.2311999729 0.9488847242 1.1140089124
199.0019999999 0.9489437446 1.2305195961 0.9488847242 1.1140089124
199.2019999999 0.9489402618 1.2298283490 0.9488847242 1.1140089124
199.4019999999 0.9489366447 1.2291286146 0.9488847242 1.1140089124
199.6019999999 0.9489329065 1.2284228112 0.9488847242 1.1140089124
199.8019999999 0.9489290605 1.2277133818 0.9488847242 1.1140089124
