idx,Omega,theta,A,A_tau,stable_linear,unstable_sufficient
0,0.6756094745834531,13.512189491669062,0.23403159406228413,4.680631881245683,True,False
1,0.7519536422529676,15.039072845059351,-0.31380408602844967,-6.276081720568993,False,True
2,0.9488847242416667,18.977694484833336,0.3967205925891082,7.934411851782164,True,False
3,1.114008912423532,22.28017824847064,-0.3834083565706362,-7.668167131412725,False,True
4,1.2265343939314537,24.530687878629074,0.32966978685705073,6.593395737141014,True,False
