t omega_inst
86.40200000 1.2371868961
86.60200000 1.2344401994
86.80200000 1.2316818881
87.00200000 1.2289206531
87.20200000 1.2261650587
87.40200000 1.2234234708
87.60200000 1.2207040852
87.80200000 1.2180149799
88.00200000 1.2153640846
88.20200000 1.2127590820
88.40200000 1.2102073553
88.60200000 1.2077160363
88.80200000 1.2052920740
89.00200000 1.2029422198
89.20200000 1.2006729475
89.40200000 1.1984904163
89.60200000 1.1964005290
89.80200000 1.1944090043
90.00200000 1.1925213681
90.20200000 1.1907428829
90.40200000 1.1890785161
90.60200000 1.1875329891
90.80200000 1.1861108336
91.00200000 1.1848163726
91.20200000 1.1836536494
91.40200000 1.1826263867
91.60200000 1.1817380069
91.80200000 1.1809916527
92.00200000 1.1803901471
92.20200000 1.1799359177
92.40200000 1.1796309422
92.60200000 1.1794767352
92.80200000 1.1794743309
93.00200000 1.1796242347
93.20200000 1.1799263609
93.40200000 1.1803799888
93.60200000 1.1809837406
93.80200000 1.1817355642
94.00200000 1.1826327139
94.20200000 1.1836717437
94.40200000 1.1848485135
94.60200000 1.1861582029
94.80200000 1.1875953315
95.00200000 1.1891538006
95.20200000 1.1908269548
95.40200000 1.1926076454
95.60200000 1.1944882820
95.80200000 1.1964608844
96.00200000 1.1985171585
96.20200000 1.2006485893
96.40200000 1.2028465199
96.60200000 1.2051022022
96.80200000 1.2074068396
97.00200000 1.2097516523
97.20200000 1.2121279568
97.40200000 1.2145272242
97.60200000 1.2169411004
97.80200000 1.2193614165
98.00200000 1.2217802251
98.20200000 1.2241898525
98.40200000 1.2265829291
98.60200000 1.2289523786
98.80200000 1.2312913986
99.00200000 1.2335934725
99.20200000 1.2358524042
99.40200000 1.2380623290
99.60200000 1.2402176837
99.80200000 1.2423131698
100.00200000 1.2443437531
100.20200000 1.2463046923
100.40200000 1.2481915489
100.60200000 1.2500001729
100.80200000 1.2517266872
101.00200000 1.2533674755
101.20200000 1.2549191691
101.40200000 1.2563786330
101.60200000 1.2577429539
101.80200000 1.2590094334
102.00200000 1.2601755837
102.20200000 1.2612391234
102.40200000 1.2621979720
102.60200000 1.2630502465
102.80200000 1.2637942629
103.00200000 1.2644285409
103.20200000 1.2649518078
103.40200000 1.2653630010
103.60200000 1.2656612715
103.80200000 1.2658459925
104.00200000 1.2659167712
104.20200000 1.2658734581
104.40200000 1.2657161538
104.60200000 1.2654452163
104.80200000 1.2650612732
105.00200000 1.2645652342
105.20200000 1.2639583020
105.40200000 1.2632419777
105.60200000 1.2624180660
105.80200000 1.2614886835
106.00200000 1.2604562679
106.20200000 1.2593235821
106.40200000 1.2580937124
106.60200000 1.2567700654
106.80200000 1.2553563674
107.00200000 1.2538566633
107.20200000 1.2522753102
107.40200000 1.2506169646
107.60200000 1.2488865675
107.80200000 1.2470893325
108.00200000 1.2452307340
108.20200000 1.2433164901
108.40200000 1.2413525395
108.60200000 1.2393450177
108.80200000 1.2373002366
109.00200000 1.2352246663
109.20200000 1.2331249118
109.40200000 1.2310076852
109.60200000 1.2288797794
109.80200000 1.2267480455
110.00200000 1.2246193730
110.20200000 1.2225006672
110.40200000 1.2203988226
110.60200000 1.2183206981
110.80200000 1.2162730968
111.00200000 1.2142627477
111.20200000 1.2122962852
111.40200000 1.2103802251
111.60200000 1.2085209418
111.80200000 1.2067246479
112.00200000 1.2049973757
112.20200000 1.2033449549
112.40200000 1.2017729877
112.60200000 1.2002868236
112.80200000 1.1988915356
113.00200000 1.1975918956
113.20200000 1.1963923486
113.40200000 1.1952969848
113.60200000 1.1943095125
113.80200000 1.1934332318
114.00200000 1.1926710098
114.20200000 1.1920252567
114.40200000 1.1914979050
114.60200000 1.1910903914
114.80200000 1.1908036419
115.00200000 1.1906380610
115.20200000 1.1905935265
115.40200000 1.1906693891
115.60200000 1.1908644786
115.80200000 1.1911771122
116.00200000 1.1916051091
116.20200000 1.1921458096
116.40200000 1.1927961007
116.60200000 1.1935524447
116.80200000 1.1944109088
117.00200000 1.1953671984
117.20200000 1.1964166918
117.40200000 1.1975544790
117.60200000 1.1987754002
117.80200000 1.2000740819
118.00200000 1.2014449735
118.20200000 1.2028823827
118.40200000 1.2043805126
118.60200000 1.2059334955
118.80200000 1.2075354240
119.00200000 1.2091803774
119.20200000 1.2108624496
119.40200000 1.2125757743
119.60200000 1.2143145490
119.80200000 1.2160730528
120.00200000 1.2178456619
120.20200000 1.2196268643
120.40200000 1.2214112744
120.60200000 1.2231936452
120.80200000 1.2249688787
121.00200000 1.2267320334
121.20200000 1.2284783300
121.40200000 1.2302031558
121.60200000 1.2319020661
121.80200000 1.2335707857
122.00200000 1.2352052086
122.20200000 1.2368013969
122.40200000 1.2383555795
122.60200000 1.2398641495
122.80200000 1.2413236620
123.00200000 1.2427308306
123.20200000 1.2440825258
123.40200000 1.2453757715
123.60200000 1.2466077429
123.80200000 1.2477757641
124.00200000 1.2488773063
124.20200000 1.2499099865
124.40200000 1.2508715673
124.60200000 1.2517599560
124.80200000 1.2525732054
125.00200000 1.2533095146
125.20200000 1.2539672312
125.40200000 1.2545448540
125.60200000 1.2550410356
125.80200000 1.2554545867
126.00200000 1.2557844801
126.20200000 1.2560298565
126.40200000 1.2561900298
126.60200000 1.2562644931
126.80200000 1.2562529252
127.00200000 1.2561551974
127.20200000 1.2559713805
127.40200000 1.2557017519
127.60200000 1.2553468027
127.80200000 1.2549072442
128.00200000 1.2543840145
128.20200000 1.2537782846
128.40200000 1.2530914644
128.60200000 1.2523252071
128.80200000 1.2514814128
129.00200000 1.2505622321
129.20200000 1.2495700677
129.40200000 1.2485075755
129.60200000 1.2473776639
129.80200000 1.2461834916
130.00200000 1.2449284645
130.20200000 1.2436162308
130.40200000 1.2422506753
130.60200000 1.2408359108
130.80200000 1.2393762689
131.00200000 1.2378762894
131.20200000 1.2363407072
131.40200000 1.2347744394
131.60200000 1.2331825690
131.80200000 1.2315703285
132.00200000 1.2299430814
132.20200000 1.2283063027
132.40200000 1.2266655586
132.60200000 1.2250264834
132.80200000 1.2233947572
133.00200000 1.2217760804
133.20200000 1.2201761492
133.40200000 1.2186006287
133.60200000 1.2170551258
133.80200000 1.2155451617
134.00200000 1.2140761430
134.20200000 1.2126533337
134.40200000 1.2112818264
134.60200000 1.2099665147
134.80200000 1.2087120649
135.00200000 1.2075228903
135.20200000 1.2064031252
135.40200000 1.2053566021
135.60200000 1.2043868295
135.80200000 1.2034969733
136.00200000 1.2026898396
136.20200000 1.2019678613
136.40200000 1.2013330870
136.60200000 1.2007871732
136.80200000 1.2003313802
137.00200000 1.1999665705
137.20200000 1.1996932103
137.40200000 1.1995113749
137.60200000 1.1994207559
137.80200000 1.1994206719
138.00200000 1.1995100813
138.20200000 1.1996875972
138.40200000 1.1999515044
138.60200000 1.2002997782
138.80200000 1.2007301039
139.00200000 1.2012398985
139.20200000 1.2018263320
139.40200000 1.2024863493
139.60200000 1.2032166935
139.80200000 1.2040139280
140.00200000 1.2048744589
140.20200000 1.2057945566
140.40200000 1.2067703771
140.60200000 1.2077979827
140.80200000 1.2088733619
141.00200000 1.2099924478
141.20200000 1.2111511370
141.40200000 1.2123453053
141.60200000 1.2135708241
141.80200000 1.2148235744
142.00200000 1.2160994602
142.20200000 1.2173944200
142.40200000 1.2187044381
142.60200000 1.2200255537
142.80200000 1.2213538694
143.00200000 1.2226855587
143.20200000 1.2240168721
143.40200000 1.2253441429
143.60200000 1.2266637913
143.80200000 1.2279723284
144.00200000 1.2292663592
144.20200000 1.2305425852
144.40200000 1.2317978061
144.60200000 1.2330289216
144.80200000 1.2342329320
145.00200000 1.2354069394
145.20200000 1.2365481481
145.40200000 1.2376538652
145.60200000 1.2387215007
145.80200000 1.2397485679
146.00200000 1.2407326839
146.20200000 1.2416715699
146.40200000 1.2425630521
146.60200000 1.2434050623
146.80200000 1.2441956388
147.00200000 1.2449329284
147.20200000 1.2456151872
147.40200000 1.2462407835
147.60200000 1.2468081993
147.80200000 1.2473160336
148.00200000 1.2477630055
148.20200000 1.2481479572
148.40200000 1.2484698581
148.60200000 1.2487278092
148.80200000 1.2489210472
149.00200000 1.2490489496
149.20200000 1.2491110395
149.40200000 1.2491069911
149.60200000 1.2490366349
149.80200000 1.2488999635
150.00200000 1.2486971369
150.20200000 1.2484284880
150.40200000 1.2480945283
150.60200000 1.2476959527
150.80200000 1.2472336446
151.00200000 1.2467086803
151.20200000 1.2461223330
151.40200000 1.2454760760
151.60200000 1.2447715859
151.80200000 1.2440107437
152.00200000 1.2431956362
152.20200000 1.2423285560
152.40200000 1.2414119999
152.60200000 1.2404486667
152.80200000 1.2394414535
153.00200000 1.2383934505
153.20200000 1.2373079342
153.40200000 1.2361883597
153.60200000 1.2350383506
153.80200000 1.2338616879
154.00200000 1.2326622971
154.20200000 1.2314442337
154.40200000 1.2302116674
154.60200000 1.2289688643
154.80200000 1.2277201683
155.00200000 1.2264699811
155.20200000 1.2252227407
155.40200000 1.2239828998
155.60200000 1.2227549026
155.80200000 1.2215431618
156.00200000 1.2203520350
156.20200000 1.2191858012
156.40200000 1.2180486378
156.60200000 1.2169445975
156.80200000 1.2158775870
157.00200000 1.2148513453
157.20200000 1.2138694251
157.40200000 1.2129351737
157.60200000 1.2120517171
157.80200000 1.2112219448
158.00200000 1.2104484974
158.20200000 1.2097337552
158.40200000 1.2090798302
158.60200000 1.2084885587
158.80200000 1.2079614970
159.00200000 1.2074999189
159.20200000 1.2071048151
159.40200000 1.2067768946
159.60200000 1.2065165877
159.80200000 1.2063240515
160.00200000 1.2061991756
160.20200000 1.2061415908
160.40200000 1.2061506775
160.60200000 1.2062255769
160.80200000 1.2063652014
161.00200000 1.2065682476
161.20200000 1.2068332083
161.40200000 1.2071583865
161.60200000 1.2075419087
161.80200000 1.2079817390
162.00200000 1.2084756930
162.20200000 1.2090214520
162.40200000 1.2096165771
162.60200000 1.2102585223
162.80200000 1.2109446485
163.00200000 1.2116722360
163.20200000 1.2124384972
163.40200000 1.2132405888
163.60200000 1.2140756229
163.80200000 1.2149406779
164.00200000 1.2158328091
164.20200000 1.2167490576
164.40200000 1.2176864600
164.60200000 1.2186420561
164.80200000 1.2196128970
165.00200000 1.2205960518
165.20200000 1.2215886144
165.40200000 1.2225877090
165.60200000 1.2235904956
165.80200000 1.2245941750
166.00200000 1.2255959927
166.20200000 1.2265932430
166.40200000 1.2275832725
166.60200000 1.2285634833
166.80200000 1.2295313352
167.00200000 1.2304843490
167.20200000 1.2314201081
167.40200000 1.2323362609
167.60200000 1.2332305223
167.80200000 1.2341006762
168.00200000 1.2349445763
168.20200000 1.2357601484
168.40200000 1.2365453917
168.60200000 1.2372983806
168.80200000 1.2380172665
169.00200000 1.2387002795
169.20200000 1.2393457305
169.40200000 1.2399520130
169.60200000 1.2405176058
169.80200000 1.2410410749
170.00200000 1.2415210769
170.20200000 1.2419563610
170.40200000 1.2423457726
170.60200000 1.2426882564
170.80200000 1.2429828600
171.00200000 1.2432287376
171.20200000 1.2434251535
171.40200000 1.2435714866
171.60200000 1.2436672346
171.80200000 1.2437120181
172.00200000 1.2437055847
172.20200000 1.2436478142
172.40200000 1.2435387222
172.60200000 1.2433784649
172.80200000 1.2431673431
173.00200000 1.2429058060
173.20200000 1.2425944551
173.40200000 1.2422340475
173.60200000 1.2418254983
173.80200000 1.2413698836
174.00200000 1.2408684415
174.20200000 1.2403225734
174.40200000 1.2397338440
174.60200000 1.2391039806
174.80200000 1.2384348713
175.00200000 1.2377285623
175.20200000 1.2369872540
175.40200000 1.2362132960
175.60200000 1.2354091806
175.80200000 1.2345775361
176.00200000 1.2337211172
176.20200000 1.2328427961
176.40200000 1.2319455513
176.60200000 1.2310324551
176.80200000 1.2301066613
177.00200000 1.2291713908
177.20200000 1.2282299170
177.40200000 1.2272855503
177.60200000 1.2263416220
177.80200000 1.2254014684
178.00200000 1.2244684137
178.20200000 1.2235457536
178.40200000 1.2226367384
178.60200000 1.2217445573
178.80200000 1.2208723219
179.00200000 1.2200230510
179.20200000 1.2191996560
179.40200000 1.2184049272
179.60200000 1.2176415205
179.80200000 1.2169119463
180.00200000 1.2162185578
180.20200000 1.2155635424
180.40200000 1.2149489130
180.60200000 1.2143765012
180.80200000 1.2138479513
181.00200000 1.2133647164
181.20200000 1.2129280552
181.40200000 1.2125390299
181.60200000 1.2121985059
181.80200000 1.2119071525
182.00200000 1.2116654443
182.20200000 1.2114736641
182.40200000 1.2113319068
182.60200000 1.2112400836
182.80200000 1.2111979281
183.00200000 1.2112050015
183.20200000 1.2112607005
183.40200000 1.2113642635
183.60200000 1.2115147793
183.80200000 1.2117111944
184.00200000 1.2119523223
184.20200000 1.2122368512
184.40200000 1.2125633535
184.60200000 1.2129302942
184.80200000 1.2133360399
185.00200000 1.2137788674
185.20200000 1.2142569726
185.40200000 1.2147684788
185.60200000 1.2153114448
185.80200000 1.2158838736
186.00200000 1.2164837194
186.20200000 1.2171088956
186.40200000 1.2177572819
186.60200000 1.2184267310
186.80200000 1.2191150754
187.00200000 1.2198201333
187.20200000 1.2205397145
187.40200000 1.2212716263
187.60200000 1.2220136780
187.80200000 1.2227636863
188.00200000 1.2235194796
188.20200000 1.2242789023
188.40200000 1.2250398186
188.60200000 1.2258001165
188.80200000 1.2265577108
189.00200000 1.2273105469
189.20200000 1.2280566033
189.40200000 1.2287938944
189.60200000 1.2295204739
189.80200000 1.2302344364
190.00200000 1.2309339204
190.20200000 1.2316171107
190.40200000 1.2322822404
190.60200000 1.2329275932
190.80200000 1.2335515058
191.00200000 1.2341523702
191.20200000 1.2347286357
191.40200000 1.2352788112
191.60200000 1.2358014681
191.80200000 1.2362952420
192.00200000 1.2367588358
192.20200000 1.2371910222
192.40200000 1.2375906460
192.60200000 1.2379566278
192.80200000 1.2382879661
193.00200000 1.2385837409
193.20200000 1.2388431165
193.40200000 1.2390653452
193.60200000 1.2392497700
193.80200000 1.2393958284
194.00200000 1.2395030559
194.20200000 1.2395710889
194.40200000 1.2395996685
194.60200000 1.2395886435
194.80200000 1.2395379738
195.00200000 1.2394477333
195.20200000 1.2393181125
195.40200000 1.2391494213
195.60200000 1.2389420912
195.80200000 1.2386966767
196.00200000 1.2384138573
196.20200000 1.2380944377
196.40200000 1.2377393489
196.60200000 1.2373496471
196.80200000 1.2369265135
197.00200000 1.2364712522
197.20200000 1.2359852883
197.40200000 1.2354701644
197.60200000 1.2349275370
197.80200000 1.2343591717
198.00200000 1.2337669381
198.20200000 1.2331528031
198.40200000 1.2325188244
198.60200000 1.2318671426
198.80200000 1.2311999729
199.00200000 1.2305195961
199.20200000 1.2298283490
199.40200000 1.2291286146
199.60200000 1.2284228112
199.80200000 1.2277133818
