observable,E_candidate,value_interp,d2_interp,classification,derives_E0,is_interior,bracket_E_lo,bracket_E_hi,reason
sector_action,1199.9999999999995,94.78319376946827,-8.739206943470491e-07,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
lambda_min,1199.9999999999995,1.2724199831324046,-1.5920311069708831e-09,no_interior_stationary_point,False,False,,,closest_abs_derivative_at_boundary
