amplitude,samples,min_area_excess,mean_area_excess,median_area_excess,max_area_excess,fraction_negative_below_tolerance,status
0.015270311698213197,30,0.00017876093651558733,0.0006044211821770063,0.0005317371126078996,0.0013640714726808056,0.0,PASS_POSITIVE_EXCESS
0.05,30,0.0014047822023748324,0.006067103573436465,0.005632142877920465,0.011343591210316362,0.0,PASS_POSITIVE_EXCESS
0.1,30,0.005724215056057247,0.022882091951166868,0.02349368074556768,0.05019919770263925,0.0,PASS_POSITIVE_EXCESS
0.25,30,0.027007421829310374,0.15598275659223754,0.1568462862449973,0.3322434012232023,0.0,PASS_POSITIVE_EXCESS
0.5,30,0.1632185757378295,0.47877186393674714,0.4647139116598531,0.8744999301368885,0.0,PASS_POSITIVE_EXCESS
1.0,30,0.5040216626405112,1.5664376329654697,1.5430649656746045,3.2149100238840553,0.0,PASS_POSITIVE_EXCESS
