selected_normalizer,run_id,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,gate
M_Lcert2,g001_nc24_nt5_ns96_tf0p32_of3p0,24,5,96,0.32,3.0,16.371637,137.15470540383689,-1.248872944420729e-10,25462.897315678056,-4.904677299435877e-15,-2.4523386497179386e-15,137.15470540383689,1.78800912626169e-17,PASS_SUBLEADING_CORRECTION
M_Lcert2,g002_nc32_nt6_ns144_tf0p26_of3p2,32,6,144,0.26,3.2,16.371637,137.15470540383689,2.283235132960739e-10,38328.36122254697,5.957038235220992e-15,2.978519117610496e-15,137.15470540383689,2.171649240061123e-17,PASS_SUBLEADING_CORRECTION
M_Lcert2,g003_nc40_nt7_ns196_tf0p2_of3p4,40,7,196,0.2,3.4,16.371637,137.15470540383689,4.728962024620686e-10,52265.94712165496,9.047883536126279e-15,4.523941768063139e-15,137.15470540383689,3.2984225767121093e-17,PASS_SUBLEADING_CORRECTION
