a_M_exponent,b_L_exponent,n_knots,normalizer_formula,slope_logR_vs_logL,corr_logR_logL,std_logR,residual_std_after_length_fit,max_subleading_ratio,score,gate,note
1.0,0.0,3,M^1 L^0,2.372702195486289,0.14777057512953606,3.338600046745243,3.301947782548133,6.846976673641619,13.198189141123322,FAIL_NOT_SUBLEADING,
1.0,1.0,3,M^1 L^1,1.3727021954862855,0.08611896169103334,3.3142607215122792,3.301947782548133,0.32537527457126875,12.198189141123319,FAIL_NOT_SUBLEADING,
1.0,2.0,3,M^1 L^2,0.37270219548628813,0.023462879100552243,3.302857030157084,3.3019477825481327,0.015462162987919338,1.1981891411233212,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,CANONICAL_CANDIDATE_M_LCERT2
1.0,3.0,3,M^1 L^3,-0.6272978045137119,-0.039470636417502404,3.304522895460745,3.3019477825481323,0.0007347776642832029,1.452784750150745,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
1.0,4.0,3,M^1 L^4,-1.6272978045137152,-0.1019383706408465,3.319238639365614,3.3019477825481327,3.491737969333943e-05,2.4527847501507485,PASS_MULTIKNOT_EXPONENT_DIAGNOSTIC,
