target,reference,L_cert,Mmax,DeltaF_pair_raw,leading_half_alpha_inv_cert,NsoftV,normalizer_used_source,alpha_inv_pred_blind_v13_source,source_run_dir,gate_source
3_1,0_1,16.371637,19.0,-130.71260556431545,137.15470540383689,16.755160819145562,M_Lcert2,137.1418717694763,/mnt/data/outputs_routeB_BEM_v18_smoke/runs/3_1,PASS_SUBLEADING_CORRECTION
4_1,0_1,21.043322,19.000000000000004,45868.58582537388,176.29212213953193,16.755160819145562,M_Lcert2,179.01797966553954,/mnt/data/outputs_routeB_BEM_v18_smoke/runs/4_1,PASS_SUBLEADING_CORRECTION
5_1,0_1,24.734148,19.0,153.25516532972904,207.2123137322738,16.755160819145562,M_Lcert2,207.2189060421592,/mnt/data/outputs_routeB_BEM_v18_smoke/runs/5_1,PASS_SUBLEADING_CORRECTION
