target,reference,normalizer,length_source,L_long_target,NsoftV,leading_full_inside_bracket,leading_half_alpha_inv,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_normalized,finite_correction_half,alpha_inv_pred_blind_v9,correction_to_leading_ratio,subleading_threshold,gate,status
3_1,0_1,raw,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,1.0,-78.45497344180247,-39.22748672090123,97.93411390114,0.2859946701044663,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,Mmax,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,639.0,-0.12277773621565331,-0.06138886810782666,137.1002117539334,0.0004475659939037031,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,25.278449319529077,-3.1036307824939016,-1.5518153912469508,135.60978523079427,0.011313774294039416,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,16.372460056045686,-4.791886691018814,-2.395943345509407,134.7656572765318,0.01746803285061978,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,268.0574482868115,-0.2926796996062522,-0.1463398498031261,137.0152607722381,0.0010669155881781827,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L3,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,4388.759864801354,-0.017876342260378725,-0.008938171130189363,137.15266245091104,6.516525827676176e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,16.755160819145562,-4.682436312527337,-2.3412181562636687,134.82038246577756,0.017069049541898144,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,274.32320124408244,-0.2859946701044663,-0.14299733505223314,137.018603286989,0.0010425464153504063,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_full,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,274.32320124408244,-0.2859946701044663,-0.14299733505223314,137.018603286989,0.0010425464153504063,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_half,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,137.16160062204122,-0.5719893402089326,-0.2859946701044663,136.87560595193676,0.0020850928307008126,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,10462.001975813193,-0.007499040205037268,-0.003749520102518634,137.1578511019387,2.73365146332078e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,413.8704017627651,-0.18956410776814547,-0.09478205388407274,137.06681856815715,0.0006910246997281082,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-78.45497344180247,171288.70945527253,-0.0004580276989143227,-0.00022901384945716135,137.16137160819176,1.6696644572428524e-06,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
