t,phi_model_real,phi_model_imag,phi_model_abs
20.0,0.0028985170457920383,-0.00020573431348299513,0.0029058092973372023
20.01,0.0032500314213536187,-0.00029341456491604264,0.003263249354047388
20.02,0.0036448076437433966,-0.0004112195821507712,0.0036679318838596974
20.03,0.00408697422934715,-0.000567134771508791,0.0041261362314400215
20.04,0.004580499333062413,-0.0007709008015083868,0.004644917887966533
20.05,0.0051289326566683335,-0.0010343064800386135,0.005232183109495381
20.06,0.005735052365481285,-0.0013714975377041145,0.005896764462884789
20.07,0.006400394833703822,-0.0017992873983313108,0.006648495256003153
20.08,0.00712464315014507,-0.002337448473825917,0.007498280161790447
20.09,0.007904849746717802,-0.0030089528475446144,0.008458158591379765
20.1,0.008734470117511469,-0.003840119249256853,0.009541356511639938
20.11,0.009602189483830733,-0.004860609020444314,0.01076232144720711
20.12,0.01049053378978053,-0.0061031976983986855,0.012136734377099388
20.13,0.011374272152128237,-0.0076032317831676325,0.01368149116650851
20.14,0.012218641503811297,-0.009397663747345264,0.015414645117771197
20.15,0.012977457223557804,-0.011523544837542005,0.017355301253856516
20.16,0.013591217165483352,-0.014015848179023476,0.019523452159307408
20.17,0.013985360928005456,-0.016904498750206304,0.021939744717801715
20.18,0.014068910165090175,-0.020210507634991742,0.024625167047097104
20.19,0.013733785756129765,-0.02394115204271788,0.02760064550563641
20.2,0.012855167246552801,-0.028084216458914735,0.030886543009019662
20.21,0.011293319051064166,-0.03260141949038798,0.03450205222848893
20.22,0.00889734241367186,-0.03742129840687811,0.03846448071250595
20.23,0.005511304287962436,-0.0424320072770612,0.042788429703777255
20.24,0.000983123887128589,-0.04747469612208095,0.047484874480842536
20.25,-0.004823555659178607,-0.05233835952393581,0.05256016140437505
20.26,-0.01201453584512512,-0.056757244566164995,0.058014945335812064
20.27,-0.020647656542653978,-0.06041204970071933,0.06384310040831026
20.28,-0.030713659128045183,-0.06293617903496539,0.07003064678092706
20.29,-0.04211669306435399,-0.06392818781760706,0.07655474532855719
20.3,-0.05465638653163584,-0.06297121680005267,0.08338282037671081
20.31,-0.06801388409795354,-0.05965963483252945,0.09047187661610993
20.32,-0.08174457007382195,-0.053632290399169266,0.09776807919773618
20.33,-0.09528023204837464,-0.044610757463929646,0.10520666471615604
20.34,-0.10794307063543362,-0.03243984524874462,0.1127122444899786
20.35,-0.11897315739546754,-0.017126574717978026,0.12019954967560059
20.36,-0.12756967205155068,0.001127002482525834,0.12757465015407965
20.37,-0.13294458426425831,0.02190214679303308,0.13473665618286676
20.38,-0.134385550906684,0.0445576861605781,0.14157988447684766
20.39,-0.13132293209251011,0.06824392891870526,0.14799644025325515
20.4,-0.12339430349012759,0.09193820941254523,0.15387913596000835
20.41,-0.11049898431113789,0.11450163762140958,0.1591246384183722
20.42,-0.09283518079385995,0.13475385931220937,0.1636367116284221
20.43,-0.07091351318770035,0.15155990054365256,0.16732940508298
20.44,-0.04554292423976437,0.1639209227385417,0.17013002927103693
20.45,-0.017788034593069393,0.17105938293132317,0.17198176258990164
20.46,0.011099489938118491,0.17248899619550526,0.17284574766368832
20.47,0.03976958834749917,0.1680611612572714,0.17270255956549146
20.48,0.06687374118565875,0.15798202916857002,0.17155296208572263
20.49,0.09116582190221484,0.14279783130386067,0.1694179084636338
20.5,0.11159326029201223,0.12334992315783429,0.16633778670417743
20.51,0.1273691489621006,0.10070464900179407,0.16237095318407266
20.52,0.13801841932245923,0.0760660262902831,0.15759163819144792
20.53,0.14339455679350932,0.05068096427382631,0.15208734022834325
20.54,0.14366697256803176,0.02574706054088154,0.1459558499456579
20.55,0.13928253715516042,0.0023319980127048663,0.1393020580289821
20.56,0.1309074290780104,-0.018688550020238715,0.132234703802267
20.57,0.1193570447294151,-0.036670395759291076,0.12486321336439578
20.58,0.10552214062423065,-0.05121658296431313,0.11729475918582331
20.59,0.09029872441909884,-0.062171045605923424,0.10963164936937767
20.6,0.07452772024825259,-0.06959397755157505,0.10196912668475165
20.61,0.05894844247827995,-0.07372406699576173,0.09439362756569239
20.62,0.044167774652826716,-0.07493325584647377,0.08698152188560497
20.63,0.030644978958508203,-0.0736794295391495,0.07979832750491644
20.64,0.018690482361183206,-0.0704616089555315,0.07289837081510078
20.65,0.008475921134980389,-0.06578103112429437,0.06632484673832117
20.66,5.2198186461590536e-05,-0.060110196615277604,0.06011021927907102
20.67,-0.006627740463726094,-0.05387072089540716,0.05427689668215538
20.68,-0.011684381952364275,-0.04741979023352978,0.04883811306142676
20.69,-0.01528778757172396,-0.041044263877115475,0.04379895028482354
20.7,-0.01763614070339835,-0.03496100074658357,0.03915743903925129
20.71,-0.018937771872995977,-0.029321795141939135,0.03490568540881962
20.72,-0.019397134295257797,-0.024221329061149113,0.03103097807605704
20.73,-0.019204727160514565,-0.019706723998890733,0.027516840590414114
20.74,-0.0185306255009379,-0.01578753844744415,0.024344002376058407
20.75,-0.017521069904034074,-0.012445353685385165,0.02149127076132025
20.76,-0.016297477499692292,-0.009642378123385666,0.018936293954396752
20.77,-0.014957231301460731,-0.007328752182552756,0.016656211356688187
20.78,-0.013575660477095693,-0.005448437169917735,0.014628192813328625
20.79,-0.01220871430724867,-0.0039437190397481,0.012829872364933721
20.8,-0.010895937024412862,-0.0027584547078752996,0.011239684871711059
20.81,-0.009663454473616809,-0.001840242441152374,0.009837115664964154
20.82,-0.008526776966747909,-0.0011417183547520336,0.008602874301199591
20.83,-0.007493300672692356,-0.0006211778743629555,0.007519003718776165
20.84,-0.00656445068354042,-0.00024270277052892785,0.006568935789871652
20.85,-0.005737453157700058,2.4051955218604743e-05,0.00573750357153285
20.86,-0.005006753695404888,0.00020428623620564128,0.005010919619466429
20.87,-0.004365117031733915,0.0003186015404010406,0.0043767286461784925
20.88,-0.0038044520363999168,0.00038359489843510313,0.0038237416679703807
20.89,-0.0033164084714440694,0.00041245102254667523,0.0033419576591371992
20.9,-0.0028927901668066736,0.0004155005960660205,0.0029224776636451134
20.91,-0.0025258249615123796,0.0004007261700469606,0.002557415335755911
20.92,-0.0022083262109736526,0.00037420687549069207,0.002239807009484914
20.93,-0.001933774772779675,0.0003404999464602707,0.0019635236401374266
20.94,-0.001696344728908348,0.0003029614702322178,0.0017231863195082543
20.95,-0.0014908910118779106,0.0002640114087018239,0.001514086534258548
20.96,-0.0013129127305314308,0.0002253492645321497,0.001332111905590772
20.97,-0.001158502374194091,0.00018812719901600578,0.0011736778067352868
20.98,-0.0010242881746342948,0.00015308726011375168,0.0010356649911553403
20.99,-0.0009073746460287176,0.00012066888280837511,0.0009153631670184035
21.0,-0.0008052846089833605,9.109214714896539e-05,0.0008104203111581623
21.01,-0.0007159047381557936,6.442153628514891e-05,0.0007187974182280111
21.02,-0.000637435763064207,4.0614200944427115e-05,0.0006387283188896528
21.03,-0.0005683478181732454,1.955605189419889e-05,0.000568684166816676
21.04,-0.0005073410138744611,1.08839072792689e-06,0.0005073421813269056
