t,phi_model_real,phi_model_imag,phi_model_abs
20.0,-1.3123306225933221e-05,-2.610347224047874e-05,2.9216646441867036e-05
20.01,-1.2682823763843891e-05,-3.0271645781484713e-05,3.2821129732908406e-05
20.02,-1.1929131281147718e-05,-3.4943152041659035e-05,3.692327244068918e-05
20.03,-1.079639608088353e-05,-4.017203661337037e-05,4.159753230663193e-05
20.04,-9.207435192429673e-06,-4.601820842881279e-05,4.693029266710841e-05
20.05,-7.071815007780349e-06,-5.2548167490790665e-05,5.3021886746365944e-05
20.06,-4.283623741965016e-06,-5.983584716457377e-05,5.9988982640689584e-05
20.07,-7.18857908103283e-07,-6.796359425593875e-05,6.796739586653231e-05
20.08,3.7676469809249946e-06,-7.70233157189173e-05,7.711540914829465e-05
20.09,9.34582434064077e-06,-8.711782794592373e-05,8.761769443794835e-05
20.1,1.6214621479272637e-05,-9.836245360319674e-05,9.968995048929015e-05
20.11,2.4606998496459994e-05,-0.00011088692241351175,0.00011358439125753573
20.12,3.4795819984832524e-05,-0.00012483764682858674,0.00012959624668220846
20.13,4.7100804473690896e-05,-0.0001403804620377015,0.00014807146890602328
20.14,6.189672744061097e-05,-0.0001577039433277299,0.00016941587472540205
20.15,7.96231102316067e-05,-0.0001770234438492928,0.0001941060003070959
20.16,0.00010079567028642439,-0.00019858603414900413,0.0002227019984362938
20.17,0.0001260198586677289,-0.0002226765736848139,0.0002558629735750031
20.18,0.00015600687012232677,-0.0002496252068611889,0.000294365227949661
20.19,0.00019159257988223788,-0.00027981665559817384,0.00033912398531522176
20.2,0.00023375994124826466,-0.000313701781769323,0.00039121927102028103
20.21,0.00028366546968240956,-0.0003518120219325893,0.00045192676117534645
20.22,0.0003426705433987262,-0.00039477746110471443,0.0005227545744510158
20.23,0.00041237836754051205,-0.0004433495212834078,0.0006054871724798177
20.24,0.000494677578416793,-0.0004984295057560536,0.0007022377651454856
20.25,0.0005917936041400727,-0.0005611045766003381,0.0008155108924980351
20.26,0.0007063490446476422,-0.000632693168348501,0.0009482771842396618
20.27,0.0008414344809922231,-0.0007148023779468425,0.0011040626908473596
20.28,0.0010006912603984475,-0.00080940054730085,0.0012870556493830207
20.29,0.0011884079136302449,-0.0009189091031089316,0.001502234105908747
20.3,0.0014096319204734689,-0.0010463187793199149,0.001755518481581791
20.31,0.0016702985123842103,-0.001195336667803563,0.0020539539600167847
20.32,0.001977378038504346,-0.0013705721781341396,0.0024059285115386646
20.33,0.0023390430521536784,-0.0015777720012728359,0.0028214334810214626
20.34,0.002764855602896271,-0.0018241166354085263,0.0033123749794431523
20.35,0.003265974112747815,-0.002118594021878014,0.0038929458684492566
20.36,0.00385537749728411,-0.002472469433456353,0.004580069949896034
20.37,0.004548101628710224,-0.0028998750302790845,0.005393932110836465
20.38,0.005361479520852437,-0.0034185475090375466,0.006358610675616719
20.39,0.0063153713476905805,-0.004050748046493275,0.0075028311320061184
20.4,0.007432363079611622,-0.004824405251282089,0.008860863782711713
20.41,0.008737902496815055,-0.005774528971635908,0.010473591785443485
20.42,0.010260327828375628,-0.006944950306856119,0.012389780543271953
20.43,0.012030726313174221,-0.008390450580173429,0.014667584551003456
20.44,0.014082536455710361,-0.010179348602633309,0.017376333646668508
20.45,0.016450777360887067,-0.012396620140250388,0.020598647205074802
20.46,0.019170749852056038,-0.015147624389512407,0.024432932172292744
20.47,0.022276005627484424,-0.01856250704195593,0.028996328981413858
20.48,0.02579532109931676,-0.02280133481188107,0.034428178282046175
20.49,0.029748340705867075,-0.028059987569505666,0.040894090980888184
20.5,0.034139469973588875,-0.03457678549232729,0.04859071418553128
20.51,0.038949502178346154,-0.0426397522761123,0.05775129603835066
20.52,0.04412435674538451,-0.05259430193918043,0.06865216278212681
20.53,0.049560197997966876,-0.06485097471124002,0.08162023123341157
20.54,0.055084099052660145,-0.07989262380822693,0.09704168850244796
20.55,0.06042933270467963,-0.09828015529798874,0.11537197743182546
20.56,0.06520433158760466,-0.12065553350194684,0.13714722972931578
20.57,0.06885439563001475,-0.14774027217401178,0.16299728776769776
20.58,0.0706153790605255,-0.18032702981370946,0.193660448830669
20.59,0.06945891795984589,-0.21926121819698677,0.23000005019429723
20.6,0.06402933207952892,-0.26540873448611296,0.2730229875085074
20.61,0.05257323308436595,-0.31960508065620186,0.32390021984895345
20.62,0.03286418559261353,-0.38258031423713074,0.383989259662881
20.63,0.0021265876718868067,-0.45485360040215156,0.4548585716175154
20.64,-0.04303465945129454,-0.5365907811485243,0.5383137080993501
20.65,-0.10668909444662228,-0.6274185806234089,0.6364248880939003
20.66,-0.1936070214142124,-0.7261901324997724,0.7515555783047055
20.67,-0.309239873510594,-0.8306988143621634,0.8863914595434413
20.68,-0.45963294195561377,-0.9373413167520904,1.0439689580736178
20.69,-0.6512447155447227,-1.0407368741621816,1.2277022932151733
20.7,-0.8906439357067106,-1.1333179894483632,1.44140774433136
20.71,-1.1840542319922,-1.2049189750716292,1.6893235808412501
20.72,-1.5367180764137789,-1.2424021034576236,1.9761238405152628
20.73,-1.9520581938445567,-1.2293765457134844,2.306923900631768
20.74,-2.4306269680836863,-1.1460814147939564,2.687275584548747
20.75,-2.968854113328188,-0.9695191992803006,3.1231494078892252
20.76,-3.5576307897229054,-0.6739369380544791,3.62090152206031
20.77,-4.18080440232341,-0.23175612803737217,4.1872229882548275
20.78,-4.81370117611588,0.3849554931924431,4.829069242067093
20.79,-5.421840124059766,1.202400662579429,5.553568013830015
20.8,-5.9600470356878805,2.24233092532467,6.367904572642345
20.81,-6.372213325483373,3.5187237223593746,7.279183972105835
20.82,-6.591962975262401,5.033980071374572,8.294270988231977
20.83,-6.544481517926033,6.774865849699324,9.419609632033463
20.84,-6.149714776720247,8.708528680176968,10.661025448261352
20.85,-5.327055167273327,10.779025991855136,12.023515213458252
20.86,-4.001497801583326,12.904880782422474,13.51103003714421
20.87,-2.1110722399316466,14.978220516821512,15.126259149331766
20.88,0.3848483620252964,16.866032560650506,16.8704227154709
20.89,3.4969690762292966,18.413971816780066,18.743082745089577
20.9,7.198021559281157,19.452976125341856,20.74198145069551
20.91,11.41616580515741,19.808687359803276,22.86291618777612
20.92,16.03081535364488,19.31335954339725,25.0996593155204
20.93,20.87178562410449,17.819591917572215,27.443929952675873
20.94,25.722468247467866,15.214897874504233,29.88542270193925
20.95,30.3274156705914,11.435858748943708,32.41189606583708
20.96,34.404304211593356,6.480461489950704,35.0093206076124
20.97,37.659773063003506,0.41721781853478573,37.66208408817849
20.98,39.80816822764555,-6.610171578353072,40.35324802213318
20.99,40.59181671383572,-14.383515185781595,43.06484753519096
21.0,39.80117631604238,-22.61663501813774,45.77822425219601
21.01,37.293095000142486,-30.96757361484135,48.47438034962666
21.02,33.00549454874665,-39.055833836491615,51.134340976206865
21.03,26.967062669445795,-46.483466787502884,53.7395120335373
21.04,19.30096688968251,-52.85842414834877,56.272020812508245
21.05,10.222141084732678,-57.818356613260775,58.715028142838996
21.06,0.028276474476552845,-61.05299587945094,61.05300242752409
21.07,-10.914795254932553,-62.323403758266,63.27194806130868
21.08,-22.192170580324493,-61.47668394958667,65.35958311145801
21.09,-33.36190458581024,-58.45518585584206,67.30546360462681
21.1,-43.97834115277394,-53.29972978492525,69.10105415763074
21.11,-53.61507535847325,-46.14689028066628,70.73974687734342
21.12,-61.88602644286324,-37.22083559874129,72.21683232844886
21.13,-68.46336588351909,-26.820594564126967,73.52942785629358
21.14,-73.09139085416294,-15.303880629946816,74.67636961805037
21.15,-75.59581479958679,-3.068736766679936,75.65807531623177
21.16,-75.88832297307532,9.465721254566274,76.47638486836927
21.17,-73.96657770047126,21.87827477811359,77.13438613216866
21.18,-69.9101318752929,33.76326468506605,77.63623239837617
21.19,-63.872906485988956,44.746143893512695,77.98695773209027
21.2,-56.073005609902744,54.49635869459529,78.19229545868427
21.21,-46.78068534450159,62.73723743703306,78.25850421859549
21.22,-36.30527259410228,69.2527842236048,78.19220511568426
21.23,-24.981759955798847,73.89146064320377,78.00023260526397
21.24,-13.157699809800826,76.56718287489765,77.68950094885957
21.25,-1.1808991359035945,77.25786273778854,77.26688732943856
21.26,10.611710355130793,76.00188153800141,76.73913209033309
21.27,21.903774042145727,72.89290990719975,76.1127560401574
21.28,32.4076447221986,68.07348197601337,75.39399435484808
21.29,41.870890080522756,61.72770559858108,74.58874629996349
21.3,50.081198657676225,54.07344922697675,73.70253978182885
21.31,56.86975891987351,45.35429701166624,72.74050960109483
21.32,62.11322121164646,35.831512320041014,71.70738821368533
21.33,65.73437187043987,25.77620046578634,70.60750778531757
21.34,67.7016556037802,15.461817164956141,69.44481234430253
21.35,68.02767959478378,5.157132088594496,68.22287887820166
