target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
9_1,9:1:1,0_1,0:1:1,37.744167,6.283185,37.7543179229535,37.7543179229535,0.01015092295349973,0.9997311321323772,16.755160819145562,632.4095880696868,316.2047940348434,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
