target,reference,normalizer,length_source,L_long_target,NsoftV,leading_full_inside_bracket,leading_half_alpha_inv,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_normalized,finite_correction_half,alpha_inv_pred_blind_v9,correction_to_leading_ratio,subleading_threshold,gate,status
3_1,0_1,raw,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,1.0,-183.93247044920022,-91.96623522460011,45.19525554096266,0.6704960314392422,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,Mmax,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,47.0,-3.9134568180680898,-1.9567284090340449,135.20476235652873,0.01426587300934558,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,6.855654600401044,-26.829308238259333,-13.414654119129667,123.74683664643311,0.09780189792525712,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,16.372446942894506,-11.234268835363382,-5.617134417681691,131.5443563478811,0.04095270754444139,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L2,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,268.05701889789566,-0.6861692008865512,-0.3430846004432756,136.8184061651195,0.0025013186903143085,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L3,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,4388.749319576266,-0.0419099969161508,-0.0209549984580754,137.1405357671047,0.00015277610604197796,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,16.755160819145562,-10.97766070016032,-5.48883035008016,131.67266041548262,0.040017284147645354,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV_L,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,274.32298153112555,-0.6704960314392422,-0.3352480157196211,136.82624274984315,0.0024441846895104763,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_full,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,274.32298153112555,-0.6704960314392422,-0.3352480157196211,136.82624274984315,0.0024441846895104763,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_half,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,137.16149076556277,-1.3409920628784844,-0.6704960314392422,136.49099473412355,0.004888369379020953,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,769.5050063160418,-0.23902699649709325,-0.11951349824854662,137.04197726731422,0.0008713342030732212,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM_L,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,112.24384120387673,-1.6386865281553415,-0.8193432640776708,136.3421475014851,0.005973566337785706,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L2,geometric_raw,16.372446942894506,16.755160819145562,274.32298153112555,137.16149076556277,-183.93247044920022,12598.679888201095,-0.014599344699713857,-0.007299672349856928,137.15419109321292,5.32195466024321e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
