selected_normalizer,run_id,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,gate
M_Lcert2,g001_nc20_nt5_ns64_tf0p4_of3p0,20,5,64,0.4,3.0,16.371637,137.15470540383689,47.89910487683656,43688.971183742346,0.0010963660525533478,0.0005481830262766739,137.15525358686315,3.996822600162419e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g002_nc20_nt5_ns64_tf0p34_of3p0,20,5,64,0.34,3.0,16.371637,137.15470540383689,66.31413702831874,43688.971183742346,0.0015178690463875178,0.0007589345231937589,137.15546433836008,5.5334195130904184e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g003_nc20_nt5_ns64_tf0p28_of3p0,20,5,64,0.28,3.0,16.371637,137.15470540383689,60.35781112610767,43688.971183742346,0.0013815342749148593,0.0006907671374574297,137.15539617097434,5.036408597310184e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g004_nc20_nt5_ns64_tf0p22_of3p0,20,5,64,0.22,3.0,16.371637,137.15470540383689,43.103657584902415,43688.971183742346,0.0009866027149877648,0.0004933013574938824,137.15519870519438,3.596678335179322e-06,PASS_SUBLEADING_CORRECTION
M_Lcert2,g005_nc20_nt5_ns64_tf0p18_of3p0,20,5,64,0.18,3.0,16.371637,137.15470540383689,48.15943147530906,43688.971183742346,0.0011023246867674073,0.0005511623433837036,137.15525656618027,4.018544910733226e-06,PASS_SUBLEADING_CORRECTION
