normalizer,n_runs,n_valid,pass_count,pass_fraction,alpha_inv_blind_v13_mean,alpha_inv_blind_v13_std,alpha_inv_blind_v13_span,alpha_inv_blind_v13_cv_abs,abs_correction_ratio_mean,abs_correction_ratio_max,DeltaF_phys_cert_mean,DeltaF_phys_cert_std,stability_gate
raw,5,5,0,0.0,163.73811961298432,4.864747543983967,11.605239721708159,0.029710537506369383,0.1938206504171732,0.2417494056549649,53.16682841829489,9.729495087967937,FAIL_CERTIFIED_STABILITY_GATE
Mmax,5,5,5,1.0,137.31779383456785,0.029845076956955104,0.07119778970371726,0.0002173431142719249,0.0011890837448906332,0.0014831251880672693,0.3261768614619319,0.059690153913913704,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM,5,5,5,1.0,139.2368791014042,0.38103643503785756,0.9089925286642995,0.0027366056859142486,0.015181204986271365,0.018935274825762904,4.164347395134618,0.7620728700757385,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert,5,5,5,1.0,138.77845348774244,0.2971448453190096,0.7088625115318905,0.0021411453856938593,0.0118388069816826,0.014766355108836393,3.2474961678111294,0.5942896906380184,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert2,5,5,5,1.0,137.2538859612793,0.018149977630157965,0.04329820600909784,0.0001322365301575378,0.0007231290909811036,0.0009019473806337382,0.19836111488491523,0.036299955260308936,PASS_CERTIFIED_STABLE_NORMALIZER
Lcert3,5,5,5,1.0,137.16076347594307,0.0011086232629123377,0.002644708406933205,8.082655963830222e-06,4.416962646930808e-05,5.509207055065649e-05,0.01211614421239093,0.0022172465258244447,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV,5,5,5,1.0,138.74128606970382,0.2903432319447001,0.6926367253036005,0.002092695261588041,0.011567817970192254,0.014428354837318299,3.1731613317338585,0.5806864638894047,PASS_CERTIFIED_STABLE_NORMALIZER
NsoftV_Lcert,5,5,5,1.0,137.25161572904545,0.017734526605045,0.04230711475605631,0.00012921178749586104,0.0007065767442921105,0.0008813019026330904,0.1938206504171732,0.03546905321009771,PASS_CERTIFIED_STABLE_NORMALIZER
leading_full_cert,5,5,5,1.0,137.25161572904545,0.017734526605045,0.04230711475605631,0.00012921178749586104,0.0007065767442921105,0.0008813019026330904,0.1938206504171732,0.03546905321009771,PASS_CERTIFIED_STABLE_NORMALIZER
leading_half_cert,5,5,5,1.0,137.34852605425405,0.03546905321009019,0.08461422951211262,0.00025824123657562626,0.001413153488584221,0.0017626038052661807,0.3876413008343464,0.07093810642019542,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert,5,5,5,1.0,137.16466704852343,0.0018229745111618487,0.004348849763999851,1.3290408896023875e-05,7.263071767903437e-05,9.059113563703309e-05,0.019923289373074412,0.0036459490223191317,PASS_CERTIFIED_STABLE_NORMALIZER
sqrtM_Lcert,5,5,5,1.0,137.2818871693236,0.023274180525608815,0.05552239697618688,0.00016953569772028572,0.0009272869283793285,0.0011565901947229167,0.25436353097339126,0.04654836105123384,PASS_CERTIFIED_STABLE_NORMALIZER
M_Lcert2,5,5,5,1.0,137.15531387351444,0.00011134955601291714,0.0002656331656964994,8.118501053164039e-07,4.436374791295114e-06,5.5334195130904184e-06,0.0012169393551221795,0.00022269911202643514,PASS_CERTIFIED_STABLE_NORMALIZER
