status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,n_eigenvalues,S_all,status_note
PASS_FIT,hk+inv_sqrt+inv,37,147,111,6,0.0014067783565633132,-0.2235781320722791,0.023690116171980396,15.746757793057064,1.6741735913776734,-101.69238581509649,10.958386897014856,437.3679139038084,47.35408713517238,-1134.7112540971777,125.9607312872247,1138.0105149633189,134.07047048086605,0_1,147,2.086076878195015,DIAGNOSTIC_ONLY_NORMALIZED_BEM_SPECTRUM
PASS_FIT,hk+inv_sqrt+inv,37,147,111,6,0.001745448920593683,-0.22129366148227014,0.02939332092237883,15.146229885291781,2.077217405516073,-95.2680544616106,13.596530321641824,404.89825484397556,58.75420238743624,-1035.078065149695,156.28476329389878,1007.4427902897472,166.3468569107055,3_1,147,2.0623635668420572,DIAGNOSTIC_ONLY_NORMALIZED_BEM_SPECTRUM
PASS_FIT,hk+inv_sqrt+inv,37,147,111,6,0.0021885779682794416,-0.18641541527366987,0.0368556042094918,12.251121663292876,2.604574786120219,-74.1875351102296,17.04837440723694,310.1449070801991,73.67053333490696,-774.3121750743366,195.96184436405917,714.7391381543601,208.57847046218535,4_1,147,2.0530880094405184,DIAGNOSTIC_ONLY_NORMALIZED_BEM_SPECTRUM
