knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,16000,6.28318526680683,6.283185,4.246362805661403e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
3_1,3:1:1,xml_fourier,16000,16.37245958770872,16.371637,5.0244682844999466e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
4_1,4:1:1,xml_fourier,16000,21.044949018136286,21.043322,7.731755168154038e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
