r_m,avg_vtheta_mps,far_vtheta_mps,rel_deviation,hexapole_over_mean
6e-13,-8.845941272529197,7705.979316274286,-1.0011479321328889,1.9719621737552837
6.554185041430453e-13,-11.646189607652019,7054.405026006822,-1.0016509102560338,1.9708271249992426
7.159556926218446e-13,-15.743436363346833,6457.92419476811,-1.0024378478112366,1.967773568234951
7.820843484848451e-13,-11812.24178850528,5911.878429381668,-2.998052214639458,0.003523560175952319
8.543209229960417e-13,-10820.237010298353,5412.003224209918,-2.999303504087983,0.004771650377682811
9.332295690136186e-13,-9908.84523131181,4954.394656238222,-3.000011286713968,0.005476320927144248
1.0194265469082738e-12,-9071.32285582019,4535.478896235369,-3.0000804905849647,0.0055438478911927075
1.1135850374305508e-12,-8307.008604712135,4151.984297878933,-3.000732182189567,0.00619194969517879
1.2164403991146803e-12,-7642.192653716564,3800.9158468673,-3.0106187460096567,0.015998149272882296
1.3287959112781872e-12,13.877703064409573,3479.531770471116,-0.9960116176601168,2.0182950746939254
1.4515290474689061e-12,3.081560461709149,3185.3221248495993,-0.9990325749356183,2.040464713532734
1.5855983283537487e-12,1.090488229478893,2915.989192902986,-0.9996260314571354,2.062268121213148
1.7320508075688776e-12,0.4603430477063248,2669.4295395723875,-0.9998275500286177,2.085741203381853
1.8920302489942446e-12,0.2145488145149311,2443.717584442613,-0.999912203924103,2.1117894625989035
2.066786059315334e-12,0.10676396081693633,2237.0905633533403,-0.9999522755302955,2.140902767805887
2.2576830456335913e-12,0.0557170207552745,2047.9347615719091,-0.9999727935568062,2.1733602048422003
2.4662120743304702e-12,0.03016506722187781,1874.772911011632,-0.999983910015424,2.209289440097539
2.6940017144286546e-12,0.016822995595513757,1716.252653070469,-0.9999901978327227,2.248677898589796
2.942830956382712e-12,0.009617908621954031,1571.1359769872145,-0.9999938783728698,2.2913684810485813
3.214643105630339e-12,0.005617437478438839,1438.2895512309015,-0.9999960943625895,2.3370540469903194
3.5115609594099814e-12,0.0033432826414738917,1316.6758724135702,-0.999997460815747,2.3852784695642346
3.835903385372676e-12,0.0020236880514068406,1205.3451626012127,-0.9999983210717442,2.4354488343005265
4.1902034314636685e-12,0.0012438863466815429,1103.4279517425525,-0.9999988727072351,2.4868606828170385
4.577228108508286e-12,0.0007754029825134515,1010.1282872859473,-0.9999992323717767,2.5387354630880385
5e-12,0.0004896628479325105,924.7175179529142,-0.9999994704730488,2.590266732150124
