target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
6_1,6:1:1,0_1,0:1:1,28.354929,6.283185,28.35897142590693,28.35897142590693,0.0040424259069311574,0.9998574551295877,16.755160819145562,475.09139541045425,237.54569770522713,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
