normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,1380.636449089094,1380.636449089094,5.033135556756738,FAIL_NOT_SUBLEADING
Mmax,M_max,1471.0,1380.636449089094,0.9385699857845642,0.003421574137835988,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),38.353617821530214,1380.636449089094,35.99755453354022,0.1312297468305932,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,1380.636449089094,84.33099567801888,0.3074301950841408,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,1380.636449089094,5.151042359296072,0.018778219617509282,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,1380.636449089094,0.31463208958860206,0.001146997066787474,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,1380.636449089094,82.40066830701421,0.30039315116603016,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,1380.636449089094,5.033135556756738,0.018348388201255023,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,1380.636449089094,5.033135556756738,0.018348388201255023,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,1380.636449089094,10.066271113513476,0.036696776402510047,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,24082.678026999998,1380.636449089094,0.0573290249340713,0.00020899401433320248,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,627.9115086108235,1380.636449089094,2.1987755124023467,0.008015676552723054,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,394272.8626459202,1380.636449089094,0.00350172832039162,1.2765614967715352e-05,PASS_SUBLEADING_CORRECTION
