status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,410,1023,614,6,2.598604470433319e-05,0.0015890571921371272,0.00016768362765102728,-0.3871236843071578,0.03458584484760943,8.526018308055223,0.6652662214580779,-57.361837891264855,4.313410915218713,327.06629533129035,22.62944356908482,-1166.2315967993163,71.7831602877733,3_1,0_1,-57.361837891264855,-28.680918945632428,1023,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,410,1023,614,6,6.677967392096609e-05,-0.00615020767890774,0.0004309181371704884,1.0871424558299405,0.08887968397973818,-17.761322517834813,1.7096199843062514,109.18267861282422,11.084725578010312,-504.13729990805956,58.15378522397431,1288.7022411946928,184.47039907672436,4_1,0_1,109.18267861282422,54.59133930641211,1023,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
