status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,22,87,66,6,0.001876521158099832,-0.5486976467806475,0.06952108162754529,27.74168223687004,3.779905871586058,-130.10863485994975,19.033396406012155,475.52197841168396,72.26344689375208,-1072.6490144957831,168.28671791300175,820.5815944228178,137.7675861779252,3_1,0_1,475.52197841168396,237.76098920584198,87,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,22,87,66,6,0.02966402174829049,-12.204782553606204,1.0989883425841274,631.1201408388467,59.75270222626209,-3030.755684667201,300.8796796639909,11226.49810839661,1142.3396165878214,-25625.77781333777,2660.2742199691897,20108.011853111308,2177.8281875221155,4_1,0_1,11226.49810839661,5613.249054198305,87,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
