lmax,amplitude,seed,operator_norm_delta,gap_l2,half_gap,norm_over_gap,min_projected_l_ge_2_eigenvalue,lowest_full_eigenvalue,third_full_eigenvalue,fourth_full_eigenvalue,mean_lge2_leakage_in_low3_modes,pass_no_lge2_promotion,status,case
8,0.015270311698213197,12345,0.015270311698213187,4.0,2.0,0.0038175779245532967,3.997521518965469,-0.002371427024806734,0.0016680557118900097,3.997521833256705,2.3539465011852394e-07,True,PASS_NO_LEADING_PROMOTION,eta_K
8,0.00023318241936058683,12345,0.0002331824193605869,4.0,2.0,5.829560484014673e-05,3.9999621834925376,-3.617479026438835e-05,2.54950804177971e-05,3.9999621835658457,5.492360260627281e-11,True,PASS_NO_LEADING_PROMOTION,eta_K_squared
8,0.15270311698213196,12345,0.15270311698213185,4.0,2.0,0.03817577924553296,3.975031619949403,-0.023939295429816265,0.01654056614530527,3.9750629736726184,2.3408693102732465e-05,True,PASS_NO_LEADING_PROMOTION,10_eta_K
8,0.015270311698213197,12345,0.015270311698213187,4.0,2.0,0.0038175779245532967,3.997521518965469,-0.002371427024806734,0.0016680557118900097,3.997521833256705,2.3539465011852394e-07,True,PASS_NO_LEADING_PROMOTION,selected
8,0.5,12345,0.5000000000000006,4.0,2.0,0.12500000000000014,3.9167263982943843,-0.08023989646429897,0.052994321337391216,3.9170610320798396,0.0002475441892695481,True,PASS_NO_LEADING_PROMOTION,stress_0p5
8,1.5,12345,1.5000000000000009,4.0,2.0,0.3750000000000002,3.737057827682105,-0.25654110497498833,0.14873856377001732,3.740069269078669,0.002147987140526913,True,PASS_NO_LEADING_PROMOTION,stress_1p5
