q_m_inv,power
-8.8779878628101616e+16,5.0091215049791946e-08
-8.8736529077990240e+16,5.0137014582082330e-08
-8.8693179527878848e+16,5.0182391222277037e-08
-8.8649829977767488e+16,5.0228663347712532e-08
-8.8606480427656112e+16,5.0274551636881907e-08
-8.8563130877544720e+16,5.0320987100127133e-08
-8.8519781327433344e+16,5.0367250250904060e-08
-8.8476431777321968e+16,5.0413612621382238e-08
-8.8433082227210592e+16,5.0460364302515673e-08
-8.8389732677099216e+16,5.0507107672244034e-08
-8.8346383126987840e+16,5.0554458527089979e-08
-8.8303033576876464e+16,5.0601182320829230e-08
-8.8259684026765072e+16,5.0648599433718298e-08
-8.8216334476653712e+16,5.0695962366956696e-08
-8.8172984926542320e+16,5.0743815906156725e-08
-8.8129635376430944e+16,5.0791337779859853e-08
-8.8086285826319568e+16,5.0838912746353382e-08
-8.8042936276208192e+16,5.0887017424557536e-08
-8.7999586726096816e+16,5.0934964821083035e-08
-8.7956237175985440e+16,5.0983546125877324e-08
-8.7912887625874064e+16,5.1031481935817465e-08
-8.7869538075762672e+16,5.1080121118101275e-08
-8.7826188525651312e+16,5.1128594877474495e-08
-8.7782838975539936e+16,5.1177600323881459e-08
-8.7739489425428544e+16,5.1226317873232288e-08
-8.7696139875317168e+16,5.1275192100938113e-08
-8.7652790325205792e+16,5.1324276668414959e-08
-8.7609440775094416e+16,5.1373298265562407e-08
-8.7566091224983040e+16,5.1422886430089820e-08
-8.7522741674871664e+16,5.1472078604523144e-08
-8.7479392124760288e+16,5.1521651846307471e-08
-8.7436042574648896e+16,5.1570995573821624e-08
-8.7392693024537536e+16,5.1620771907969992e-08
-8.7349343474426160e+16,5.1670787091157648e-08
-8.7305993924314768e+16,5.1720434321506968e-08
-8.7262644374203392e+16,5.1770260980487703e-08
-8.7219294824092016e+16,5.1820300880789460e-08
-8.7175945273980640e+16,5.1870657999848386e-08
-8.7132595723869264e+16,5.1920951760816415e-08
-8.7089246173757888e+16,5.1971068885340328e-08
-8.7045896623646496e+16,5.2021597756148285e-08
-8.7002547073535120e+16,5.2071830524821849e-08
-8.6959197523423760e+16,5.2122759635575522e-08
-8.6915847973312368e+16,5.2173036407585000e-08
-8.6872498423200992e+16,5.2223917939716267e-08
-8.6829148873089616e+16,5.2274220475807854e-08
-8.6785799322978240e+16,5.2325462143424412e-08
-8.6742449772866864e+16,5.2376447267308615e-08
-8.6699100222755488e+16,5.2427278682129879e-08
-8.6655750672644112e+16,5.2478351891054280e-08
-8.6612401122532720e+16,5.2529142974233704e-08
-8.6569051572421344e+16,5.2580917851764853e-08
-8.6525702022309984e+16,5.2631323617697715e-08
-8.6482352472198592e+16,5.2683133782116040e-08
-8.6439002922087216e+16,5.2733890805051267e-08
-8.6395653371975840e+16,5.2785650723070166e-08
-8.6352303821864448e+16,5.2836724340253979e-08
-8.6308954271753088e+16,5.2888419949931643e-08
-8.6265604721641712e+16,5.2939888722685963e-08
-8.6222255171530320e+16,5.2990947679856239e-08
-8.6178905621418944e+16,5.3042804968034831e-08
-8.6135556071307584e+16,5.3094160742097368e-08
-8.6092206521196192e+16,5.3146162698315829e-08
-8.6048856971084816e+16,5.3197084286172242e-08
-8.6005507420973440e+16,5.3249357021301913e-08
-8.5962157870862064e+16,5.3300763567755460e-08
-8.5918808320750688e+16,5.3352636049319113e-08
-8.5875458770639312e+16,5.3404116335729930e-08
-8.5832109220527936e+16,5.3455829451957042e-08
-8.5788759670416544e+16,5.3507651148145073e-08
-8.5745410120305168e+16,5.3559064883165100e-08
-8.5702060570193808e+16,5.3611336542537676e-08
-8.5658711020082416e+16,5.3662719752019106e-08
-8.5615361469971040e+16,5.3714711080541304e-08
-8.5572011919859664e+16,5.3766292661723222e-08
-8.5528662369748272e+16,5.3818408646627834e-08
-8.5485312819636912e+16,5.3869872466904523e-08
-8.5441963269525536e+16,5.3921466040130032e-08
-8.5398613719414144e+16,5.3973457988717061e-08
-8.5355264169302768e+16,5.4025081776852779e-08
-8.5311914619191392e+16,5.4076804556187541e-08
-8.5268565069080016e+16,5.4128389357688569e-08
-8.5225215518968640e+16,5.4180416102802218e-08
-8.5181865968857264e+16,5.4231774413091238e-08
-8.5138516418745888e+16,5.4283507479636956e-08
-8.5095166868634496e+16,5.4335057080639996e-08
-8.5051817318523136e+16,5.4386800992491320e-08
-8.5008467768411760e+16,5.4438136579597664e-08
-8.4965118218300368e+16,5.4489749008995281e-08
-8.4921768668188992e+16,5.4541394208184319e-08
-8.4878419118077616e+16,5.4592735312965283e-08
-8.4835069567966240e+16,5.4644084116230777e-08
-8.4791720017854864e+16,5.4695502236794025e-08
-8.4748370467743488e+16,5.4746880800466724e-08
-8.4705020917632096e+16,5.4798083695539333e-08
-8.4661671367520720e+16,5.4849249218966924e-08
-8.4618321817409360e+16,5.4900489145410519e-08
-8.4574972267297968e+16,5.4951783646244861e-08
-8.4531622717186592e+16,5.5002681380298292e-08
-8.4488273167075216e+16,5.5053892023249172e-08
-8.4444923616963840e+16,5.5104558512813573e-08
-8.4401574066852464e+16,5.5155733409805841e-08
-8.4358224516741088e+16,5.5206370577814030e-08
-8.4314874966629712e+16,5.5257283194074820e-08
-8.4271525416518320e+16,5.5307723616871731e-08
-8.4228175866406960e+16,5.5358441209944974e-08
-8.4184826316295584e+16,5.5409080423102714e-08
-8.4141476766184192e+16,5.5459518440074122e-08
-8.4098127216072816e+16,5.5509933829030632e-08
-8.4054777665961440e+16,5.5560056384963081e-08
-8.4011428115850064e+16,5.5610580915173141e-08
-8.3968078565738688e+16,5.5660505400905355e-08
-8.3924729015627312e+16,5.5710780471588271e-08
-8.3881379465515920e+16,5.5760389191457470e-08
-8.3838029915404544e+16,5.5810478285142321e-08
-8.3794680365293184e+16,5.5860065616382404e-08
-8.3751330815181792e+16,5.5909880577097547e-08
-8.3707981265070416e+16,5.5959464061115896e-08
-8.3664631714959040e+16,5.6008760653043912e-08
-8.3621282164847664e+16,5.6058240540473719e-08
-8.3577932614736288e+16,5.6107441515573019e-08
-8.3534583064624912e+16,5.6156759540863012e-08
-8.3491233514513536e+16,5.6205626800412506e-08
-8.3447883964402144e+16,5.6254533294134828e-08
-8.3404534414290768e+16,5.6303298361796161e-08
-8.3361184864179408e+16,5.6352170702552620e-08
-8.3317835314068016e+16,5.6400751909673469e-08
-8.3274485763956640e+16,5.6449085995766416e-08
-8.3231136213845264e+16,5.6497302585242847e-08
-8.3187786663733888e+16,5.6545553276989848e-08
-8.3144437113622512e+16,5.6593685780849948e-08
-8.3101087563511136e+16,5.6641551529271890e-08
-8.3057738013399744e+16,5.6689175149876615e-08
-8.3014388463288368e+16,5.6736937577134068e-08
-8.2971038913176992e+16,5.6784536640082443e-08
