target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_source,length_coeff,L_long_target,leading_length_term_half_NsoftVsoftL,DeltaF_pair_target_reference,finite_correction_half_pair,alpha_inv_pred_blind_v8,status
5_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,geometric_raw,A_M,23.601057528504974,197.71975719600346,171.3057656192022,85.6528828096011,283.3726400056046,ALPHA_BLIND_BEMV8_PAIR_LENGTH_BUDGET_NOT_CODATA_COMPARISON
