s_m,x_m,y_m,z_m,kappa_m_inv,tau_m_inv,phi_integrated_rad,phi_pt_rad
3.4021625939622657e-01,2.7209442794058289e+00,3.1329143757889566e-01,1.2833022859476900e-01,5.1370901634344113e-01,4.4366025770369841e-02,1.5841760689037851e-02,1.5584220900954904e-02
3.5439193687106935e-01,2.7184763154786751e+00,3.2620364615957936e-01,1.3363398013107089e-01,5.1685799849619085e-01,4.5644895548517792e-02,1.6470679161199174e-02,1.6141430188929107e-02
3.6856761434591212e-01,2.7159164290129589e+00,3.3909996856850039e-01,1.3893285302567782e-01,5.0558212258349489e-01,4.3760618025819910e-02,1.7117726478867851e-02,1.6743881398774807e-02
3.8274329182075489e-01,2.7132646464679309e+00,3.5197990085755565e-01,1.4422669005037148e-01,4.9134396460988183e-01,4.2668481823501844e-02,1.7738062886101663e-02,1.7384604376604162e-02
3.9691896929559767e-01,2.7104893202083633e+00,3.6483672299271430e-01,1.4951342066660442e-01,4.9960910113219059e-01,4.3020441698680530e-02,1.8342917522772818e-02,1.8026192066311175e-02
4.1109464677044044e-01,2.7076183367429687e+00,3.7767477770687369e-01,1.5479437508383276e-01,5.1767869639779840e-01,4.4147972081350489e-02,1.8952761429118590e-02,1.8638227677460595e-02
4.2527032424528322e-01,2.7046557454816442e+00,3.9049431009061342e-01,1.6006962517110970e-01,5.1796894525268411e-01,4.3134319818282960e-02,1.9578588842512179e-02,1.9159417802128598e-02
4.3944600172012599e-01,2.7016015800546218e+00,4.0329481207691709e-01,1.6533901102340814e-01,4.9528457777232299e-01,4.1882077181825246e-02,2.0190047048352876e-02,1.9768317693262816e-02
4.5362167919496876e-01,2.6984449904583827e+00,4.1607333782097478e-01,1.7060162005317028e-01,4.9273907415203971e-01,4.0822088413846956e-02,2.0783753866458907e-02,2.0394566528962876e-02
4.6779735666981154e-01,2.6951727014231373e+00,4.2882597038157183e-01,1.7585623620731289e-01,5.1099028922557532e-01,4.1567494826368977e-02,2.1362434625663118e-02,2.1003993685152267e-02
4.8197303414465431e-01,2.6918091729169538e+00,4.4155743866312186e-01,1.8110431306550132e-01,5.1894142111717612e-01,4.2542300707342148e-02,2.1951682025758919e-02,2.1547740088357692e-02
4.9614871161949708e-01,2.6883544462865401e+00,4.5426723007294878e-01,1.8634568766745227e-01,5.1133451023924503e-01,4.0860822346463863e-02,2.2554747959623977e-02,2.2088077584676125e-02
5.1032438909433986e-01,2.6848085620978219e+00,4.6695482951486250e-01,1.9158019606271617e-01,4.9394929047414904e-01,3.9426256206741936e-02,2.3133977798564298e-02,2.2682553197605593e-02
5.2450006656918258e-01,2.6811473080646269e+00,4.7961338630111749e-01,1.9680570951732826e-01,4.9587708036052247e-01,3.9779881140935412e-02,2.3692871690591592e-02,2.3282389128086667e-02
5.3867574404402541e-01,2.6773848682123602e+00,4.9224552036404978e-01,2.0202302969600808e-01,5.2002698403459380e-01,4.0305892043458788e-02,2.4256778455633069e-02,2.3856454764521473e-02
5.5285142151886824e-01,2.6735316620427771e+00,5.0485332467639421e-01,2.0723279870112538e-01,5.2040269251332538e-01,4.0543096883341762e-02,2.4828141781576971e-02,2.4335603262632066e-02
5.6702709899371095e-01,2.6695877386806810e+00,5.1743627904405043e-01,2.1243484903513982e-01,5.0291597692277357e-01,3.9005980960031092e-02,2.5402867646826529e-02,2.4892199713671292e-02
5.8120277646855367e-01,2.6655511175189330e+00,5.2999327279859476e-01,2.1762882913864690e-01,4.9575521845828818e-01,3.7541024105688131e-02,2.5955803852505788e-02,2.5465208446402432e-02
5.9537845394339650e-01,2.6613920552378545e+00,5.4251480878360203e-01,2.2281177213144565e-01,5.0569074555914328e-01,3.8173022428529914e-02,2.6487973302303323e-02,2.6029380478429065e-02
6.0955413141823933e-01,2.6571427160185546e+00,5.5500935568027931e-01,2.2798630290321611e-01,5.2163598427378532e-01,3.8906233861949795e-02,2.7029101756490103e-02,2.6559406119444517e-02
6.2372980889308205e-01,2.6528031582365825e+00,5.6747638790597399e-01,2.3315225003294876e-01,5.2055193335501260e-01,3.7454493446174859e-02,2.7580623979477907e-02,2.7016912750192468e-02
6.3790548636792477e-01,2.6483734400712144e+00,5.7991537687409678e-01,2.3830944084665753e-01,4.9727140296494737e-01,3.6331356033164813e-02,2.8111566798554494e-02,2.7550074142030923e-02
6.5208116384276760e-01,2.6438410384628734e+00,5.9232166120323526e-01,2.4345640856328929e-01,4.9779061894968990e-01,3.5003581383803613e-02,2.8626588383904319e-02,2.8092690534952780e-02
6.6625684131761043e-01,2.6391981827875917e+00,6.0469168952497621e-01,2.4859202618246196e-01,5.1440952680736829e-01,3.5712743786716836e-02,2.9122787864065528e-02,2.8616813488873127e-02
6.8043251879245314e-01,2.6344656674681159e+00,6.1703153187492610e-01,2.5371818145669783e-01,5.2343768530915102e-01,3.6017664187998531e-02,2.9629040201727720e-02,2.9078584479567571e-02
6.9460819626729586e-01,2.6296435609666808e+00,6.2934065387907856e-01,2.5883469729966041e-01,5.1444950090331876e-01,3.4659872822250422e-02,3.0139614992653985e-02,2.9537146554395655e-02
7.0878387374213869e-01,2.6247319319384732e+00,6.4161851790656521e-01,2.6394139522344340e-01,4.9947687879772212e-01,3.3104255582322557e-02,3.0630942171101277e-02,3.0039864751222556e-02
7.2295955121698152e-01,2.6197097379695071e+00,6.5385681764063541e-01,2.6903564877307196e-01,5.0005114819991769e-01,3.3107297888000313e-02,3.1100217421281044e-02,3.0544050368388476e-02
7.3713522869182424e-01,2.6145872199608786e+00,6.6605821542011989e-01,2.7411827608288236e-01,5.2188743193784293e-01,3.3368748374824057e-02,3.1569535798204880e-02,3.1025461407296895e-02
7.5131090616666696e-01,2.6093757432552547e+00,6.7822620941296363e-01,2.7919036552516802e-01,5.2542781191388521e-01,3.3272834946865823e-02,3.2042560412905569e-02,3.1427790861906058e-02
7.6548658364150979e-01,2.6040753879225766e+00,6.9036025591799233e-01,2.8425173371329965e-01,5.0985802691736060e-01,3.1985867383968671e-02,3.2514225389786017e-02,3.1874014907312453e-02
7.7966226111635262e-01,2.5986862346504815e+00,7.0245980776394901e-01,2.8930219571064708e-01,5.0190385329517917e-01,3.0123674226180341e-02,3.2967646729574251e-02,3.2339584942752353e-02
7.9383793859119534e-01,2.5931808927251296e+00,7.1451309248279404e-01,2.9433800444829633e-01,5.0346024806693745e-01,3.0764121988209294e-02,3.3394670219761814e-02,3.2799325101924293e-02
8.0801361606603805e-01,2.5875833504760446e+00,7.2652871543101882e-01,2.9936186349170746e-01,5.2705175007068128e-01,3.0787490043791842e-02,3.3830772490863394e-02,3.3235354620476443e-02
8.2218929354088088e-01,2.5818976400313298e+00,7.3850769562467211e-01,3.0437408105234187e-01,5.2760179090934511e-01,3.0187513657391443e-02,3.4267206019984120e-02,3.3588177036523614e-02
8.3636497101572371e-01,2.5761238547163408e+00,7.5044947966740438e-01,3.0937446681197223e-01,5.0691432880372911e-01,2.9032121236591921e-02,3.4695134477358711e-02,3.4005084233117433e-02
8.5054064849056643e-01,2.5702609036002513e+00,7.6235298926498118e-01,3.1436266241173594e-01,5.0454716593934390e-01,2.7035080442773356e-02,3.5106684464419169e-02,3.4427030047835316e-02
8.6471632596540915e-01,2.5642808936534909e+00,7.7420502137864966e-01,3.1933443064495509e-01,5.0841136833604450e-01,2.7687827394599396e-02,3.5489925045282360e-02,3.4837772517703147e-02
8.7889200344025198e-01,2.5582134949978412e+00,7.8601771066937298e-01,3.2429361908680093e-01,5.2936055441413343e-01,2.7591263760483677e-02,3.5882418756407311e-02,3.5222880573906323e-02
8.9306768091509481e-01,2.5520588145460592e+00,7.9779049757045184e-01,3.2924003167188987e-01,5.2902632302531716e-01,2.6543366070280520e-02,3.6273543612599247e-02,3.5536919507535014e-02
9.0724335838993753e-01,2.5458169606411443e+00,8.0952281880587706e-01,3.3417347052424257e-01,5.0668098391240246e-01,2.5504264926079458e-02,3.6649813809108228e-02,3.5907714655213585e-02
9.2141903586478024e-01,2.5394840497215720e+00,8.2121217987360073e-01,3.3909311573339262e-01,5.0740097657408145e-01,2.3537431273488868e-02,3.7011354042933278e-02,3.6279662761273812e-02
9.3559471333962307e-01,2.5330389325023983e+00,8.3284738408098025e-01,3.4399533519702963e-01,5.1172714923073193e-01,2.4073183362481456e-02,3.7345013077252534e-02,3.6637717714825158e-02
