status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,273.6950022945948,interior_minimum,269.3057048198528,282.1790673757932,3517.2104812348935,19.775498471636443,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
