E,R_over_a,C_mm,C_ml,C_ll,lambda_min,lambda_max,sector_nm,sector_nl,action_bem,action_pressure,action_total,pressure_Ep,pressure_kappa_eff,d_action_bem_dlogE,d2_action_bem_dlogE2,d_action_pressure_dlogE,d2_action_pressure_dlogE2,d_action_total_dlogE,d2_action_total_dlogE2,d_lambda_min_dlogE,d2_lambda_min_dlogE2
29.999999999999996,29.999999999999996,317.68579461409286,157.18941425154415,430.39307399934177,207.05367246053567,541.025196152899,2,3,3515.2769077344888,14.505564805792972,3529.7824725402816,274.0748756567669,6.5557693637465215,-0.4297673084234619,0.34791579057468547,-6.546540384793328,0.014860000254808648,-6.976307693215497,0.3627757909034477,-0.14206454400691224,0.11338811215223166
31.434061253683986,31.434061253683986,317.67611214365513,157.1894914897089,430.3928148140956,207.04703880259206,541.0218881551586,2,3,3515.256839888994,14.199876219451308,3529.456716108445,274.0748756567669,6.5557693637465215,-0.41352149308659136,0.5082974384413674,-6.545846501886643,0.02340725292312129,-6.959367994968488,0.5317046913491055,-0.13676992277578393,0.1657908433834736
32.93667356334522,32.93667356334522,317.66712987899876,157.18955592144937,430.3925986539985,207.04089960590102,541.0188289270963,2,3,3515.2382892296873,13.894252434385551,3529.132541664073,274.0748756567669,6.5557693637465215,-0.3822977393792826,0.6427399345404337,-6.544354396581042,0.03435701244767131,-6.926652135960467,0.6770969470167216,-0.12658144436545626,0.20997439404402662
34.511113809426234,34.511113809426234,317.658798341334,157.1896096639775,430.3924183741829,207.0352174433669,541.01599927215,2,3,3515.2211373503565,13.588703194793384,3528.8098405451497,274.0748756567669,6.5557693637465215,-0.3534964262798894,0.5931504060974748,-6.542637922713908,0.03952329222346407,-6.896134348986379,0.6326736983872934,-0.11716054991302371,0.1942241678307377
36.16081551394546,36.16081551394546,317.65107171459306,157.1896544844967,430.3922680201973,207.02995805791602,541.0133816768744,2,3,3515.2052764270547,13.283239710111982,3528.4885161371667,274.0748756567669,6.5557693637465215,-0.3269038065627683,0.5478822095942091,-6.540663341881242,0.045466427867921766,-6.867567148437956,0.5933486373087504,-0.10844297494259081,0.17977786365398374
37.88937632828426,37.88937632828426,317.6439075195709,157.1896918583064,430.39214262806667,207.02509002407047,541.0109601235671,2,3,3515.1906080152803,12.977874875346748,3528.1684828906273,274.0748756567669,6.5557693637465215,-0.3023300610584556,0.506458960424383,-6.538391842419884,0.052303235555555716,-6.840721903485246,0.5587621958378008,-0.10037121149434824,0.16650048330839173
39.7005658789057,39.7005658789057,317.6372663261103,157.18972301715704,430.3920380584479,207.0205844553878,541.0087199291704,2,3,3515.1770420181783,12.672623524530998,3527.8496655427093,274.0748756567669,6.5557693637465215,-0.2796059317915933,0.4684705937935192,-6.535778776538848,0.06016809716211924,-6.81538470833766,0.5286386910253356,-0.0928936024874929,0.154274920505733
41.59833398811458,41.59833398811458,317.6311114979287,157.1897489895249,430.39195085891856,207.01641475061137,541.0066476062359,2,3,3515.1644957981403,12.367502722298445,3527.5319985204387,274.0748756567669,6.5557693637465215,-0.25857989527867176,0.43356279335478254,-6.532772782738505,0.0692156016284855,-6.791352678017574,0.5027783950103668,-0.08596357644273667,0.1429992064425295
43.58681928778662,43.58681928778662,317.6254089655307,157.18977063418077,430.3918781495209,207.01255637257913,541.0047307424725,2,3,3515.15289340899,12.062532099299634,3527.2154255082896,274.0748756567669,6.5557693637465215,-0.23911578291881597,0.40142823078316336,-6.529314776266659,0.07962358350643228,-6.768430559190165,0.4810518144058591,-0.07953899907988671,0.13258421289369904
45.67035824485131,45.67035824485131,317.6201270233543,157.18978866818512,430.39181752755496,207.00898665492767,541.0029578959816,2,3,3515.1421649298168,11.757734238055084,3526.899899167872,274.0748756567669,6.5557693637465215,-0.22109077242203057,0.371799287585989,-6.525336787769902,0.09159661840988065,-6.746427560181473,0.4633959060578121,-0.07358162254695344,0.12295173128976211
