grid_label,grid_returncode,selected_normalizer,selected_gate,outdir,stability_gate,n_runs,pass_fraction,alpha_inv_blind_mean,alpha_inv_blind_cv_abs,abs_correction_ratio_max,n_candidate_rows
B1_paired_coarse,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageB\grids\B1_paired_coarse,PASS_CERTIFIED_STABLE_NORMALIZER,4,1.0,137.16070678544918,4.920047531266853e-05,0.00010763926543386145,52
B2_paired_medium,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageB\grids\B2_paired_medium,PASS_CERTIFIED_STABLE_NORMALIZER,4,1.0,137.15692869796575,2.1665515347271534e-05,4.7192082144834634e-05,52
B3_cartesian_mesh_cross,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageB\grids\B3_cartesian_mesh_cross,PASS_CERTIFIED_STABLE_NORMALIZER,32,1.0,137.18360773796144,0.0004494517427533972,0.0016812531754981427,416
B4_outer_radius_sweep,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageB\grids\B4_outer_radius_sweep,PASS_CERTIFIED_STABLE_NORMALIZER,5,1.0,137.1564871810404,8.963132576432184e-06,2.7846334474741493e-05,65
B5_tube_radius_sweep,0,M_Lcert2,PASS_SUBLEADING_CORRECTION,outputs_routeB_BEM_v14_stageB\grids\B5_tube_radius_sweep,PASS_CERTIFIED_STABLE_NORMALIZER,5,1.0,137.15531387351444,8.118501053164039e-07,5.5334195130904184e-06,65
