knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.796450203645108,0.22442040977788452,0.5720297938672234,0.2860148969336117
3_1,0_1,2,1.299520205487312,0.4394169093574708,0.8601032961298413,0.43005164806492063
3_1,0_1,3,1.7296051983921783,0.6496772355521719,1.0799279628400065,0.5399639814200032
3_1,0_1,4,2.118557387932669,0.8564213135851338,1.2621360743475352,0.6310680371737676
3_1,0_1,5,2.467647803985309,0.9330231893516912,1.5346246146336178,0.7673123073168089
3_1,0_1,6,2.7921061053610474,1.0077506458629262,1.7843554594981212,0.8921777297490606
3_1,0_1,7,3.1094669706215847,1.0818119621367088,2.027655008484876,1.013827504242438
3_1,0_1,8,3.4035122653286,1.1556411417815502,2.24787112354705,1.123935561773525
3_1,0_1,9,3.5414452133064422,1.2252351295355974,2.316210083770845,1.1581050418854224
3_1,0_1,10,3.6648789979300735,1.267100543655163,2.3977784542749108,1.1988892271374554
3_1,0_1,11,3.76802427684034,1.3053940088236093,2.4626302680167305,1.2313151340083652
3_1,0_1,12,3.847672525620772,1.34022030337967,2.5074522222411018,1.2537261111205509
3_1,0_1,13,3.919117168840776,1.3708130274696566,2.548304141371119,1.2741520706855596
3_1,0_1,14,3.981524374750366,1.3981141943077031,2.5834101804426632,1.2917050902213316
3_1,0_1,15,4.03182076091465,1.4224209754684534,2.6093997854461968,1.3046998927230984
3_1,0_1,16,4.067923325305998,1.4467066006530331,2.6212167246529647,1.3106083623264824
3_1,0_1,17,4.098936338995021,1.4583302602185237,2.640606078776497,1.3203030393882484
3_1,0_1,18,4.128059982743288,1.469933754972817,2.658126227770471,1.3290631138852356
3_1,0_1,19,4.152953814833915,1.4801851726684663,2.672768642165449,1.3363843210827244
3_1,0_1,20,4.174501243739195,1.4881525431774476,2.686348700561748,1.343174350280874
3_1,0_1,21,4.193642911300435,1.494696826827308,2.6989460844731266,1.3494730422365633
3_1,0_1,22,4.20524839524123,1.5012264816973246,2.7040219135439054,1.3520109567719527
3_1,0_1,23,4.212103333711208,1.5074651128009329,2.704638220910275,1.3523191104551375
3_1,0_1,24,4.21831161459272,1.5136747638591166,2.7046368507336034,1.3523184253668017
3_1,0_1,25,4.222299943881805,1.5187784808429439,2.7035214630388613,1.3517607315194307
3_1,0_1,26,4.224708528514909,1.5236394961309565,2.7010690323839524,1.3505345161919762
3_1,0_1,27,4.226662826285508,1.5284902476047368,2.698172578680771,1.3490862893403854
3_1,0_1,28,4.228309289000163,1.5321305945109283,2.6961786944892348,1.3480893472446174
3_1,0_1,29,4.229730809809987,1.5357655957905862,2.693965214019401,1.3469826070097004
3_1,0_1,30,4.231066762319407,1.5386090820939902,2.6924576802254165,1.3462288401127083
3_1,0_1,31,4.232028268979239,1.5414522662294248,2.690576002749814,1.345288001374907
3_1,0_1,32,4.232950457665569,1.5436875883930032,2.689262869272566,1.344631434636283
3_1,0_1,33,4.233792087917899,1.54592157899574,2.687870508922159,1.3439352544610794
3_1,0_1,34,4.23447774756988,1.5479616288264528,2.6865161187434268,1.3432580593717134
3_1,0_1,35,4.235089710662713,1.5497507600888898,2.685338950573823,1.3426694752869115
3_1,0_1,36,4.235524846583042,1.551412995440925,2.6841118511421165,1.3420559255710582
3_1,0_1,37,4.235914574277281,1.553073894207408,2.682840680069873,1.3414203400349365
3_1,0_1,38,4.005389388421494,1.5545594370773927,2.4508299513441014,1.2254149756720507
3_1,0_1,39,3.7507030790360596,1.5560426269131271,2.1946604521229327,1.0973302260614664
3_1,0_1,40,3.4931200898711636,1.5573130834640327,1.9358070064071309,0.9679035032035654
3_1,0_1,41,3.2129662097300766,1.5581170409943839,1.6548491687356928,0.8274245843678464
3_1,0_1,42,2.890550497827976,1.5589208692668846,1.3316296285610913,0.6658148142805457
3_1,0_1,43,2.5411053767090457,1.559006395823942,0.9820989808851037,0.49104949044255186
3_1,0_1,44,2.139467870320247,1.559091903974883,0.5803759663453643,0.29018798317268213
3_1,0_1,45,1.4881491200167924,1.5588024075659375,-0.07065328754914502,-0.03532664377457251
4_1,0_1,1,0.6084269413897802,0.22442040977788452,0.38400653161189563,0.19200326580594781
4_1,0_1,2,1.1797164884481341,0.4394169093574708,0.7402995790906634,0.3701497895453317
4_1,0_1,3,1.6079248344002184,0.6496772355521719,0.9582475988480464,0.4791237994240232
4_1,0_1,4,1.9853841680454716,0.8564213135851338,1.1289628544603376,0.5644814272301688
4_1,0_1,5,2.340996506127986,0.9330231893516912,1.4079733167762947,0.7039866583881473
4_1,0_1,6,2.6624591426085367,1.0077506458629262,1.6547084967456105,0.8273542483728052
4_1,0_1,7,2.9716003705906333,1.0818119621367088,1.8897884084539245,0.9448942042269622
4_1,0_1,8,3.182178620308765,1.1556411417815502,2.026537478527215,1.0132687392636075
4_1,0_1,9,3.3788781471455134,1.2252351295355974,2.153643017609916,1.076821508804958
4_1,0_1,10,3.5250972549705684,1.267100543655163,2.257996711315405,1.1289983556577026
4_1,0_1,11,3.657923614514182,1.3053940088236093,2.352529605690573,1.1762648028452865
4_1,0_1,12,3.748816360308733,1.34022030337967,2.4085960569290634,1.2042980284645317
4_1,0_1,13,3.812767159131642,1.3708130274696566,2.4419541316619853,1.2209770658309926
4_1,0_1,14,3.8560965944799412,1.3981141943077031,2.457982400172238,1.228991200086119
4_1,0_1,15,3.896165935390009,1.4224209754684534,2.4737449599215555,1.2368724799607778
4_1,0_1,16,3.934946818343335,1.4467066006530331,2.4882402176903016,1.2441201088451508
4_1,0_1,17,3.9694821104472795,1.4583302602185237,2.5111518502287558,1.2555759251143779
4_1,0_1,18,3.996075728798565,1.469933754972817,2.526141973825748,1.263070986912874
4_1,0_1,19,4.016947810916218,1.4801851726684663,2.5367626382477515,1.2683813191238758
4_1,0_1,20,4.0341759224252085,1.4881525431774476,2.546023379247761,1.2730116896238806
4_1,0_1,21,4.045517938766099,1.494696826827308,2.5508211119387907,1.2754105559693953
4_1,0_1,22,4.055517676026919,1.5012264816973246,2.5542911943295943,1.2771455971647971
4_1,0_1,23,4.062774912687755,1.5074651128009329,2.555309799886822,1.277654899943411
4_1,0_1,24,4.067963890024011,1.5136747638591166,2.5542891261648943,1.2771445630824472
4_1,0_1,25,4.0715791321205534,1.5187784808429439,2.5528006512776096,1.2764003256388048
4_1,0_1,26,4.074509027721496,1.5236394961309565,2.5508695315905396,1.2754347657952698
4_1,0_1,27,4.076143366096254,1.5284902476047368,2.547653118491517,1.2738265592457585
4_1,0_1,28,4.077382667161676,1.5321305945109283,2.545252072650748,1.272626036325374
4_1,0_1,29,4.0784265545728315,1.5357655957905862,2.5426609587822453,1.2713304793911226
4_1,0_1,30,4.079422412722175,1.5386090820939902,2.5408133306281844,1.2704066653140922
4_1,0_1,31,4.0803095988428835,1.5414522662294248,2.5388573326134587,1.2694286663067293
4_1,0_1,32,4.0809443922078845,1.5436875883930032,2.5372568038148815,1.2686284019074408
4_1,0_1,33,4.081537578002235,1.54592157899574,2.5356159990064953,1.2678079995032476
4_1,0_1,34,4.0820584375891205,1.5479616288264528,2.5340968087626674,1.2670484043813337
4_1,0_1,35,4.08256750453084,1.5497507600888898,2.5328167444419503,1.2664083722209751
4_1,0_1,36,4.082845116414932,1.551412995440925,2.5314321209740065,1.2657160604870032
4_1,0_1,37,4.082894761391973,1.553073894207408,2.529820867184565,1.2649104335922825
