u,x_a_mid,Abar_minus_Areq_over_Areq,window,gN
-6.361245737450779,0.0017272137162900993,-0.07164944584189795,0.0,-0.0
-6.356926892894905,0.0017346894154167812,-0.06483299839824515,1.1217406150676457e-05,-2.0068095084314955e-05
-6.3526080483390315,0.0017421974707463497,-0.05801655095459237,4.4869121281820856e-05,-7.18318528874262e-05
-6.348289203783159,0.0017497380223224094,-0.051200103510940974,0.0001009536354537044,-0.00014262984163342755
-6.343970359227285,0.0017573112107947043,-0.04438365606728816,0.00017946843217514497,-0.00021980053283611158
-6.339651514671411,0.0017649171774217316,-0.03756720862363536,0.0002804099885167499,-0.0002906832480494488
-6.3353326701155375,0.0017725560640733829,-0.030750761179982582,0.00040377377526873426,-0.00034261910552806486
-6.331013825559664,0.001780228013233589,-0.023934313736329777,0.000549554257144258,-0.0003629519667396826
-6.326694981003791,0.0017879331680029753,-0.0171178662926784,0.0007177448930279495,-0.0003390293826694563
-6.322376136447917,0.0017956716721015385,-0.010301418849025606,0.0009083381362690601,-0.00025820353985638196
-6.3180572918920435,0.0018034436698713167,-0.003484971405372813,0.0011213254350202484,-0.00010783220610350558
-6.31373844733617,0.0018112493062790885,0.00333147603827999,0.0013566972326214954,0.0001247203241985981
-6.309419602780296,0.0018190887269190759,0.010147923481932766,0.001614442968028429,0.0004520822851939401
-6.305100758224423,0.0018269620780156572,0.016964370925584154,0.0018945510762868323,0.0008868734951881989
-6.3007819136685494,0.0018348695064261023,0.023780818369236973,0.0021970089890509525,0.0014417044128404045
-6.296463069112676,0.0018428111596433007,0.03059726581288978,0.0025218031351478265,0.0021291751939777346
-6.292144224556802,0.001850787185798521,0.03741371325654255,0.0028689189411859606,0.002961874749093653
-6.287825380000928,0.0018587977336641706,0.044230160700195344,0.0032383408322095852,0.003952379801588285
-6.283506535445055,0.0018668429526565694,0.05104660814384674,0.0036300522323969853,0.005113253946809154
-6.279187690889182,0.0018749229928387437,0.057863055587499525,0.004044035565804738,0.006457046711954034
-6.274868846333308,0.001883038004923216,0.06467950303115232,0.004480272257156082,0.007996292616891136
-6.270550001777434,0.0018911881402748213,0.07149595047480511,0.004938742732674528,0.009743510235959598
-6.2662311572215605,0.0018993735509135294,0.07831239791845791,0.005419426420961826,0.011711201260805947
-6.261912312665688,0.0019075943895172794,0.08512884536210928,0.005922301753921333,0.013911849564317987
-6.257593468109814,0.0019158508094248333,0.0919452928057621,0.006447346167725743,0.01635792026571443
-6.25327462355394,0.0019241429646386264,0.0987617402494149,0.006994536103829163,0.0190618587968453
-6.2489557789980665,0.001932471009827647,0.10383850627992651,0.007563847010024716,0.021672986785519176
-6.244636934442193,0.0019408351003303188,0.10583508132481856,0.008155253341545654,0.023816870909550817
-6.24031808988632,0.0019492353921573976,0.10770238407886314,0.008768728562211947,0.02606030783605082
-6.235999245330446,0.0019576720419948873,0.10833723845284653,0.009404245145620715,0.028113783800186767
-6.2316804007745725,0.001966145207206952,0.1089720928268299,0.010061774576381466,0.03025571864200287
-6.227361556218699,0.00197465504583886,0.10960694720081328,0.010741287351395401,0.03248718001128528
-6.223042711662825,0.0019832017166199274,0.11024180157479667,0.011442752981179471,0.034809230489831484
-6.218723867106952,0.001991785378966479,0.11087665594877992,0.012166139991234226,0.03722292750923643
-6.2144050225510785,0.0020004061929848275,0.11151151032276328,0.01291141592345596,0.03972932326895892
-6.210086177995205,0.0020090643194742505,0.11214636469674666,0.013678547337593494,0.04232946465467428
-6.205767333439331,0.0020177599199299955,0.11278121907073006,0.014467499812748141,0.045024393156914734
-6.201448488883457,0.0020264931565462923,0.11341607344471344,0.015278237948918638,0.04781514479000813
