knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,48000,6.283185302693725,6.283185,4.8175204963084705e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
3_1,3:1:1,xml_fourier,48000,16.372460337048228,16.371637,5.0290453436514154e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
4_1,4:1:1,xml_fourier,48000,21.044950488681607,21.043322,7.738743348637468e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
