knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21425355797404655,0.21425355797404366,2.886579864025407e-15,1.4432899320127035e-15
3_1,0_1,2,0.4284880528744899,0.42848805287448577,4.107825191113079e-15,2.0539125955565396e-15
3_1,0_1,3,0.6424540943706022,0.642454094370599,3.219646771412954e-15,1.609823385706477e-15
3_1,0_1,4,0.7269236068369174,0.7269236068369145,2.886579864025407e-15,1.4432899320127035e-15
3_1,0_1,5,0.8113727054021986,0.8113727054021966,1.9984014443252818e-15,9.992007221626409e-16
3_1,0_1,6,0.8957937095584467,0.8957937095584436,3.1086244689504383e-15,1.5543122344752192e-15
3_1,0_1,7,0.9801565530727471,0.9801565530727441,2.9976021664879227e-15,1.4988010832439613e-15
3_1,0_1,8,1.0643914343564924,1.0643914343564909,1.5543122344752192e-15,7.771561172376096e-16
3_1,0_1,9,1.107035334780833,1.1070353347808315,1.5543122344752192e-15,7.771561172376096e-16
3_1,0_1,10,1.1495749283792849,1.1495749283792838,1.1102230246251565e-15,5.551115123125783e-16
3_1,0_1,11,1.1921075829031655,1.1921075829031633,2.220446049250313e-15,1.1102230246251565e-15
3_1,0_1,12,1.2346390504071867,1.2346390504071805,6.217248937900877e-15,3.1086244689504383e-15
3_1,0_1,13,1.2771372933513159,1.277137293351309,6.8833827526759706e-15,3.4416913763379853e-15
3_1,0_1,14,1.3195414977542832,1.3195414977542717,1.1546319456101628e-14,5.773159728050814e-15
3_1,0_1,15,1.3619122980950005,1.3619122980949876,1.2878587085651816e-14,6.439293542825908e-15
3_1,0_1,16,1.386737731695447,1.386737731695434,1.3100631690576847e-14,6.5503158452884236e-15
3_1,0_1,17,1.4113496402387584,1.4113496402387435,1.4876988529977098e-14,7.438494264988549e-15
3_1,0_1,18,1.435954331069556,1.4359543310695393,1.6653345369377348e-14,8.326672684688674e-15
3_1,0_1,19,1.460544398515816,1.4605443985158002,1.5765166949677223e-14,7.882583474838611e-15
3_1,0_1,20,1.4851240304530535,1.4851240304530366,1.687538997430238e-14,8.43769498715119e-15
3_1,0_1,21,1.5096987601491598,1.509698760149144,1.5765166949677223e-14,7.882583474838611e-15
3_1,0_1,22,1.5342684587702817,1.5342684587702673,1.4432899320127035e-14,7.216449660063518e-15
3_1,0_1,23,1.5586993320735165,1.5586993320734985,1.7985612998927536e-14,8.992806499463768e-15
3_1,0_1,24,1.5831196030276167,1.5831196030275965,2.020605904817785e-14,1.0103029524088925e-14
3_1,0_1,25,1.5988183875464737,1.598818387546453,2.0650148258027912e-14,1.0325074129013956e-14
3_1,0_1,26,1.6143329612569304,1.614332961256907,2.3314683517128287e-14,1.1657341758564144e-14
3_1,0_1,27,1.6298187874851202,1.6298187874850947,2.55351295663786e-14,1.27675647831893e-14
3_1,0_1,28,1.6452233253391761,1.6452233253391506,2.55351295663786e-14,1.27675647831893e-14
3_1,0_1,29,1.6605817240789773,1.6605817240789489,2.842170943040401e-14,1.4210854715202004e-14
3_1,0_1,30,1.6759379088121662,1.6759379088121376,2.864375403532904e-14,1.432187701766452e-14
3_1,0_1,31,1.6912706170832892,1.6912706170832592,2.9976021664879227e-14,1.4988010832439613e-14
3_1,0_1,32,1.7066008375783777,1.706600837578347,3.064215547965432e-14,1.532107773982716e-14
3_1,0_1,33,1.7218709963688215,1.7218709963687897,3.175237850427948e-14,1.587618925213974e-14
3_1,0_1,34,1.7370240757617095,1.7370240757616773,3.219646771412954e-14,1.609823385706477e-14
3_1,0_1,35,1.752168432803614,1.7521684328035811,3.2862601528904634e-14,1.6431300764452317e-14
3_1,0_1,36,1.7627515556826867,1.7627515556826547,3.197442310920451e-14,1.5987211554602254e-14
3_1,0_1,37,1.7732185779826821,1.7732185779826508,3.1308289294429414e-14,1.5654144647214707e-14
3_1,0_1,38,1.783633918361241,1.7836339183612102,3.086420008457935e-14,1.5432100042289676e-14
3_1,0_1,39,1.7938583235828602,1.7938583235828311,2.90878432451791e-14,1.454392162258955e-14
3_1,0_1,40,1.8040514989410728,1.8040514989410428,2.9976021664879227e-14,1.4988010832439613e-14
3_1,0_1,41,1.8142164134167502,1.8142164134167191,3.108624468950438e-14,1.554312234475219e-14
3_1,0_1,42,1.824370860817235,1.8243708608172025,3.26405569239796e-14,1.63202784619898e-14
3_1,0_1,43,1.834470149089335,1.8344701490893007,3.419486915845482e-14,1.709743457922741e-14
3_1,0_1,44,1.844569190220935,1.8445691902209003,3.4638958368304884e-14,1.7319479184152442e-14
3_1,0_1,45,1.8546162483709847,1.8546162483709492,3.552713678800501e-14,1.7763568394002505e-14
3_1,0_1,46,1.864466099201429,1.8644660992013946,3.441691376337985e-14,1.7208456881689926e-14
3_1,0_1,47,1.8742584577945058,1.8742584577944703,3.552713678800501e-14,1.7763568394002505e-14
3_1,0_1,48,1.883987950013809,1.883987950013772,3.708144902248023e-14,1.8540724511240114e-14
3_1,0_1,49,1.891667827579197,1.8916678275791594,3.752553823233029e-14,1.8762769116165146e-14
3_1,0_1,50,1.8993178756089761,1.8993178756089397,3.6415315207705135e-14,1.8207657603852567e-14
3_1,0_1,51,1.906867757399068,1.9068677573990314,3.6637359812630166e-14,1.8318679906315083e-14
3_1,0_1,52,1.914358733710698,1.9143587337106625,3.552713678800501e-14,1.7763568394002505e-14
3_1,0_1,53,1.921846584580014,1.9218465845799817,3.219646771412954e-14,1.609823385706477e-14
