counterterm_model,status,n_points,M_min,M_max,rms,S_ren,S_ren_se,alpha_inv_half_RT_only,a_M,a_M_se,a_sqrtM,a_sqrtM_se,a_logM,a_logM_se,soft_action,S_total_soft_plus_RT,alpha_inv_pred_blind_with_soft,knot,reference,target_selected,counterterm_tail_frac,max_common_modes,soft_index_count,soft_volume_mode,soft_volume_value,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se
hk,PASS_FIT,72,24,95,1.4629745491199347e-15,-4.5125744658191056e-13,3.998040934001559e-14,-2.2562872329095528e-13,9.886945218185574e-15,8.530797841913851e-16,-2.84333598600979e-13,2.4739646113857905e-14,5.117218794994098e-13,4.395411870594114e-14,16.755160819145562,16.75516081914511,8.377580409572555,3_1,0_1,True,0.75,95,4,unit_ball,4.1887902047863905,,,,
hk+inv_sqrt,PASS_FIT,72,24,95,1.408380395769842e-15,-6.803917612348457e-12,2.760987562752983e-12,-3.4019588061742287e-12,2.4284254959557357e-14,6.3111938183006445e-15,-9.054121941641189e-13,2.709703734109743e-13,2.706846030512477e-12,9.54900817594031e-13,16.755160819145562,16.75516081913876,8.37758040956938,3_1,0_1,True,0.75,95,4,unit_ball,4.1887902047863905,1.0164999371146395e-11,4.4174673835224906e-12,,
hk+inv_sqrt+inv,PASS_FIT,72,24,95,1.3543634662870429e-15,-1.2488729443396343e-10,5.1027030611763615e-11,-6.244364721698171e-11,1.2511765561805121e-13,4.3940482178071694e-14,-6.658352751983028e-12,2.4964264602804455e-12,3.3070778755323166e-11,1.3135658171371588e-11,16.755160819145562,16.755160819020674,8.377580409510337,3_1,0_1,True,0.75,95,4,unit_ball,4.1887902047863905,2.9123061098768474e-10,1.2136455655078915e-10,-2.4059726914511387e-10,1.0382565473710436e-10
hk,PASS_FIT,72,24,95,2.064882828318671e-15,3.7029213292784893e-13,5.642945789112409e-14,1.8514606646392447e-13,-1.1347959691144413e-14,1.2040604524680494e-15,2.9592353025578493e-13,3.4918222241061027e-14,-4.879599840380508e-13,6.203806143064887e-14,16.755160819145562,16.75516081914593,8.377580409572966,4_1,0_1,False,0.75,95,4,unit_ball,4.1887902047863905,,,,
hk+inv_sqrt,PASS_FIT,72,24,95,2.0642697785667497e-15,-4.3697531896529475e-13,4.046792473047923e-12,-2.1848765948264738e-13,-9.518414391104957e-15,9.25034650079321e-15,2.1699965865200374e-13,3.9716255238945514e-13,-2.090134901697967e-13,1.3996026252627338e-12,16.755160819145562,16.755160819145125,8.377580409572563,4_1,0_1,False,0.75,95,4,unit_ball,4.1887902047863905,1.2917223535837219e-12,6.474702747211497e-12,,
hk+inv_sqrt+inv,PASS_FIT,72,24,95,2.0035070605802106e-15,-1.5240445524500765e-10,7.548418032227382e-11,-7.620222762250382e-11,1.2024919729900888e-13,6.50010639539855e-14,-7.186750998451874e-12,3.692958473771396e-12,3.8867869819189927e-11,1.9431551829923202e-11,16.755160819145562,16.755160818993158,8.377580409496579,4_1,0_1,False,0.75,95,4,unit_ball,4.1887902047863905,3.6300929718007114e-10,1.7953433624453532e-10,-3.0963681470851335e-10,1.5358907524685486e-10
