knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,12000,6.283185235405798,6.283185,3.746599835180093e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
10_1,10:1:1,xml_fourier,12000,42.59477502912915,42.58107,0.00032185732132038566,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
