profile_mode_used,profile_success,w_perp,weight_mode,sigma_volume,sin2_average_numeric,sigma_perp,sigma_total,chi_R,c2,target_11_48,matches_11_48,L_K,eta_K,shell_deficit,shell_factor
pade_fallback,True,0.0,user,3.0,0.6666666666803746,0.0,3.0,2.0,0.1875,0.22916666666666666,False,16.371637,0.015270311698213197,0.0006995472580817605,0.9993004527419183
