model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,768,256,1023,0.0025639893027992774,0.12322381287279506,0.0004734934882944393,0.06161190643639753,-0.9544369065396905,0.011138773576734958,3_1,0_1,True,0.75,1023,,,,
sqrt+inv,PASS_FIT,768,256,1023,0.0020992243337132413,0.08141632101366755,0.0021900053126911114,0.040708160506833777,0.990058568600425,0.10066250133143956,3_1,0_1,True,0.75,1023,-21.722843202868475,1.1199160080681303,,
sqrt+inv+threehalf,PASS_FIT,768,256,1023,0.0008653632623091068,-0.2306627328277061,0.00518785018836769,-0.11533136641385305,22.56620686303671,0.3556241228546977,3_1,0_1,True,0.75,1023,-507.1017398177161,7.958848219229907,3553.7961922334252,58.1740122002383
sqrt,PASS_FIT,768,256,1023,0.003726273974292687,0.14581232939071967,0.0006881333165089074,0.07290616469535983,-1.0888592786323157,0.016188102672351847,4_1,0_1,False,0.75,1023,,,,
sqrt+inv,PASS_FIT,768,256,1023,0.002869977614738568,0.0783198442999549,0.002994089827676611,0.03915992214997745,2.0502630659266403,0.13762184480483783,4_1,0_1,False,0.75,1023,-35.06856321203907,1.531105476401156,,
sqrt+inv+threehalf,PASS_FIT,768,256,1023,0.0009200288087294545,-0.36526931457241446,0.005515569976861235,-0.18263465728620723,32.71859968072331,0.3780891243665886,4_1,0_1,False,0.75,1023,-724.9861140170285,8.461613711746743,5051.365813605463,61.84890146686177
