knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,12000,6.283185235405798,6.283185,3.746599835180093e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
K11a247,K11a247,xml_fourier,12000,46.16387705604028,46.146275,0.000381440453000264,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
