target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_source,length_coeff,L_long_target,leading_length_term_half_NsoftVsoftL,DeltaF_pair_target_reference,finite_correction_half_pair,alpha_inv_pred_blind_v8,status
K11a247,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,geometric_raw,A_M,46.16387705604028,386.74159205460944,7033.452093057257,3516.7260465286286,3903.467638583238,ALPHA_BLIND_BEMV8_PAIR_LENGTH_BUDGET_NOT_CODATA_COMPARISON
