run_id,returncode,run_dir,h,Rinv,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target_database,L_v8_geom_raw_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,target,reference,normalizer,L_cert_target,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,subleading_threshold,gate,status
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,raw,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,1.0,-313.051891672446,-156.525945836223,-19.371240432386116,1.1412364262337893,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,Mmax,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,37.0,-8.460861937093135,-4.2304309685465675,132.92427443529033,0.03084422773604836,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,sqrtM,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,6.082762530298219,-51.46541396497654,-25.73270698248827,111.42199842134862,0.18761811274882007,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,Lcert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,16.371637,-19.12159985421409,-9.560799927107045,127.59390547672984,0.06970814379977942,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,Lcert2,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,268.030498059769,-1.1679711597694287,-0.5839855798847143,136.57071982395217,0.0042578603349059975,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,Lcert3,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,4388.098019163743,-0.07134113465681095,-0.03567056732840548,137.1190348365085,0.000260075417925892,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,NsoftV,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,16.755160819145562,-18.683908501476875,-9.341954250738437,127.81275115309845,0.06811253192686378,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,NsoftV_Lcert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,274.30941080767377,-1.1412364262337893,-0.5706182131168946,136.58408719072,0.0041603983723108315,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,leading_full_cert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,274.30941080767377,-1.1412364262337893,-0.5706182131168946,136.58408719072,0.0041603983723108315,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
g001_nc8_nt3_ns14_tf0p4_of2p0,0,outputs_routeB_BEM_v14_stageA\grids\A1_paired_micro_low\runs\g001_nc8_nt3_ns14_tf0p4_of2p0,0.125,0.5,8,3,14,0.4,2.0,16.371637,16.372446942894506,0.0008099428945058662,0.9999505301255621,3_1,0_1,leading_half_cert,16.371637,16.755160819145562,274.30941080767377,137.15470540383689,-313.051891672446,137.15470540383689,-2.2824728524675786,-1.1412364262337893,136.01346897760308,0.008320796744621663,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_CERTIFIED_LENGTH_CANDIDATE_NOT_CODATA_COMPARISON
