selected_normalizer,run_id,n_center,n_theta,n_sphere,tube_fraction,outer_factor,L_cert_target,leading_half_alpha_inv_cert,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_cert_normalized,finite_correction_half_cert,alpha_inv_pred_blind_v13,correction_to_leading_ratio,gate
M_Lcert2,g001_nc8_nt3_ns14_tf0p4_of2p0,8,3,14,0.4,2.0,16.371637,137.15470540383689,-313.051891672446,9917.128428211454,-0.03156678810187645,-0.015783394050938225,137.13892200978594,0.00011507730634881074,PASS_SUBLEADING_CORRECTION
M_Lcert2,g002_nc10_nt3_ns18_tf0p34_of2p4,10,3,18,0.34,2.4,16.371637,137.15470540383689,-247.3113337492331,12597.433408809144,-0.019631882600490116,-0.009815941300245058,137.14488946253664,7.156838893236001e-05,PASS_SUBLEADING_CORRECTION
M_Lcert2,g003_nc12_nt4_ns24_tf0p3_of2p8,12,4,24,0.3,2.8,16.371637,137.15470540383689,455.63354467828844,19030.1653622436,0.023942700234348916,0.011971350117174458,137.16667675395405,8.728355386660735e-05,PASS_SUBLEADING_CORRECTION
