normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,617.6528879981333,617.6528879981333,2.2516649581198203,FAIL_NOT_SUBLEADING
Mmax,M_max,71.0,617.6528879981333,8.699336450677935,0.03171359095943409,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),8.426149773176359,617.6528879981333,73.3019118606647,0.26722346726944335,FAIL_NOT_SUBLEADING
Lcert,certified length,16.371637,617.6528879981333,37.72700848413224,0.13753450300173528,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,617.6528879981333,2.3044127159753325,0.008400778920381345,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,617.6528879981333,0.14075640181707744,0.0005131300504880083,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,617.6528879981333,36.863441339957895,0.13438635310184058,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,617.6528879981333,2.2516649581198203,0.008208485999404984,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,617.6528879981333,2.2516649581198203,0.008208485999404984,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,617.6528879981333,4.5033299162396405,0.016416971998809968,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1162.386227,617.6528879981333,0.5313663166779189,0.0019371056760807785,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,137.9498653940757,617.6528879981333,4.477372168749203,0.016322342553126687,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,19030.1653622436,617.6528879981333,0.032456517126413134,0.00011832082986452598,PASS_SUBLEADING_CORRECTION
