target,target_id,reference,reference_id,L_cert_target_database,L_cert_reference_database,L_v8_geom_raw_if_available,L_v8_used_if_available,delta_L_v8_geom_minus_cert,scale_geom_to_cert,NsoftV,leading_full_cert,leading_half_alpha_inv_cert,status
K11a247,K11a247,0_1,0:1:1,46.146275,6.283185,46.16387705604028,46.16387705604028,0.01760205604027476,0.9996187049883417,16.755160819145562,773.1882588295164,386.5941294147582,CERTIFIED_LENGTH_FROM_IDEAL_DATABASE_L_COLUMN_ALPHA_BLIND
