model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,768,256,1023,0.0026971015980907223,0.10339519112037754,0.0004980754180878335,0.05169759556018877,-0.7447901139512697,0.01171705513037175,3_1,0_1,True,0.75,1023,,,,
sqrt+inv,PASS_FIT,768,256,1023,0.001974290237893953,0.05121202831231335,0.0020596684405491377,0.025606014156156674,1.6822850213065181,0.09467163204473221,3_1,0_1,True,0.75,1023,-27.113960036850507,1.0532648685903179,,
sqrt+inv+threehalf,PASS_FIT,768,256,1023,0.0007350324075914237,-0.24778064427484636,0.004406517101274216,-0.12389032213742318,22.35368274340235,0.3020641926975016,3_1,0_1,True,0.75,1023,-492.13950958893713,6.760179941803048,3404.7751948326213,49.41252547825432
sqrt,PASS_FIT,768,256,1023,0.004593726233337967,0.11808298171415808,0.0008483262610020131,0.05904149085707904,-0.7593475197050729,0.019956587311341405,4_1,0_1,False,0.75,1023,,,,
sqrt+inv,PASS_FIT,768,256,1023,0.003157371632454853,0.023326874724780327,0.003293912202792183,0.011663437362390163,3.647824809684766,0.1514030306583004,4_1,0_1,False,0.75,1023,-49.23452623229045,1.6844274229385048,,
sqrt+inv+threehalf,PASS_FIT,768,256,1023,0.000924541587197709,-0.46928974897105097,0.0055426240703804405,-0.23464487448552548,37.70576363748018,0.37994366679323177,4_1,0_1,False,0.75,1023,-815.4048613459987,8.503118268780986,5609.665435639816,62.15227282673287
