file,relative_path,input_format_detected,knot_id,harmonics_N,closure_error,length_series_units,writhe,crossing_est,sigma,sigma_source,hyperbolic_volume_meta,type_meta,chiral_meta,bbox_diag,rms_radius,fit_source_txt_found,fit_source_txt_path,fit_rms_raw_vs_fs,fit_max_raw_vs_fs,fit_rel_bbox,fit_rel_length,fit_best_shift,fit_rotation_det,fit_scale_used
knot_TL2.6.fseries,knot_TL2.6\knot_TL2.6.fseries,fseries,TL2_6,100,5.385337204743844e-15,101.92237676235618,-6.3608342240370925,9,-1.0,writhe_fallback,,,,19.336233611396725,5.740302480706381,True,knot_TL2.6\knot_TL2.6.txt,1.3269908750005666,2.4253457104201215,0.06890795208968677,0.01308142017141664,29,0.9999999999999989,1.0
knot_TL2.6_ideal.txt,knot_TL2.6\knot_TL2.6_ideal.txt,ideal,TL2_6,100,5.385337204743844e-15,101.92237676235618,-6.3608342240370925,9,-1.0,writhe_fallback,,,,19.336233611396725,5.740302480706381,True,knot_TL2.6\knot_TL2.6.txt,1.3269908750005666,2.4253457104201215,0.06890795208968677,0.01308142017141664,29,0.9999999999999989,1.0
knot_TL2.8.fseries,knot_TL2.8\knot_TL2.8.fseries,fseries,TL2_8,100,5.253599664993426e-15,121.60251680104776,-9.028327531931978,9,-1.0,writhe_fallback,,,,23.05413115750663,6.751527017844256,True,knot_TL2.8\knot_TL2.8.txt,1.1072569868916007,2.181091212244215,0.04818238492496406,0.009151464238460283,17,1.0000000000000007,1.0
knot_TL2.8_ideal.txt,knot_TL2.8\knot_TL2.8_ideal.txt,ideal,TL2_8,100,5.253599664993426e-15,121.60251680104776,-9.028327531931978,9,-1.0,writhe_fallback,,,,23.05413115750663,6.751527017844256,True,knot_TL2.8\knot_TL2.8.txt,1.1072569868916007,2.181091212244215,0.04818238492496406,0.009151464238460283,17,1.0000000000000007,1.0
knot_TL3.3_Gear.fseries,knot_TL3.3_Gear\knot_TL3.3_Gear.fseries,fseries,TL3_3_Gear,100,6.282393456025856e-15,130.20084867980833,-9.042246813681343,13,-1.0,writhe_fallback,,,,20.30821635354301,5.412888107846164,True,knot_TL3.3_Gear\knot_TL3.3_Gear.txt,4.262497785468151,7.467632835070219,0.21058981694651968,0.03287702130332204,64,1.0000000000000009,1.0
knot_TL3.3_Gear_ideal.txt,knot_TL3.3_Gear\knot_TL3.3_Gear_ideal.txt,ideal,TL3_3_Gear,100,6.282393456025856e-15,130.20084867980833,-9.042246813681343,13,-1.0,writhe_fallback,,,,20.30821635354301,5.412888107846164,True,knot_TL3.3_Gear\knot_TL3.3_Gear.txt,4.262497785468151,7.467632835070219,0.21058981694651968,0.03287702130332204,64,1.0000000000000009,1.0
knot_TL3.6.fseries,knot_TL3.6\knot_TL3.6.fseries,fseries,TL3_6,100,3.834691684006085e-15,170.3585731397832,-11.202917868214593,19,-1.0,writhe_fallback,,,,24.406224222041384,6.323170545765999,True,knot_TL3.6\knot_TL3.6.txt,3.9332785999412376,7.036103496946599,0.16303050948523914,0.023240290831404234,52,1.0000000000000002,1.0
knot_TL3.6_ideal.txt,knot_TL3.6\knot_TL3.6_ideal.txt,ideal,TL3_6,100,3.834691684006085e-15,170.3585731397832,-11.202917868214593,19,-1.0,writhe_fallback,,,,24.406224222041384,6.323170545765999,True,knot_TL3.6\knot_TL3.6.txt,3.9332785999412376,7.036103496946599,0.16303050948523914,0.023240290831404234,52,1.0000000000000002,1.0
knot_TL3.9.fseries,knot_TL3.9\knot_TL3.9.fseries,fseries,TL3_9,100,6.993523870246153e-15,222.72582501188583,-22.844580394858703,26,-1.0,writhe_fallback,,,,28.331568332016968,7.433530808273421,True,knot_TL3.9\knot_TL3.9.txt,4.353931359528257,8.010543757456336,0.15441734034506197,0.019677658966714945,41,1.0,1.0
knot_TL3.9_ideal.txt,knot_TL3.9\knot_TL3.9_ideal.txt,ideal,TL3_9,100,6.993523870246153e-15,222.72582501188583,-22.844580394858703,26,-1.0,writhe_fallback,,,,28.331568332016968,7.433530808273421,True,knot_TL3.9\knot_TL3.9.txt,4.353931359528257,8.010543757456336,0.15441734034506197,0.019677658966714945,41,1.0,1.0
knot_TL6.15.fseries,knot_TL6.15\knot_TL6.15.fseries,fseries,TL6_15,100,1.8915541872341515e-14,356.2647280597135,-75.79663848424742,83,-1.0,writhe_fallback,,,,28.266622032372688,6.827266709515145,True,knot_TL6.15\knot_TL6.15.txt,2.845699807107495,5.361673935824282,0.10076832558554191,0.007979712051625176,17,1.0000000000000007,1.0
knot_TL6.15_ideal.txt,knot_TL6.15\knot_TL6.15_ideal.txt,ideal,TL6_15,100,1.8915541872341515e-14,356.2647280597135,-75.79663848424742,83,-1.0,writhe_fallback,,,,28.266622032372688,6.827266709515145,True,knot_TL6.15\knot_TL6.15.txt,2.845699807107495,5.361673935824282,0.10076832558554191,0.007979712051625176,17,1.0000000000000007,1.0
knot_TL6.9.fseries,knot_TL6.9\knot_TL6.9.fseries,fseries,TL6_9,100,8.865115209778343e-15,237.2044126916178,-46.49979559858255,51,-1.0,writhe_fallback,,,,23.16960467286537,5.770244138564143,True,knot_TL6.9\knot_TL6.9.txt,1.3627854888521154,2.6542490216224444,0.05895634472034455,0.005753676446604249,11,0.9999999999999991,1.0
knot_TL6.9_ideal.txt,knot_TL6.9\knot_TL6.9_ideal.txt,ideal,TL6_9,100,8.865115209778343e-15,237.2044126916178,-46.49979559858255,51,-1.0,writhe_fallback,,,,23.16960467286537,5.770244138564143,True,knot_TL6.9\knot_TL6.9.txt,1.3627854888521154,2.6542490216224444,0.05895634472034455,0.005753676446604249,11,0.9999999999999991,1.0
