selected_exponent_a,selected_exponent_b,selected_formula,canonical_formula,canonical_gate,certificate_status,interpretation,n_targets_requested,n_valid_budgets,uses_observed_alpha,next_gate
,,,M^1 L^2,FAIL_NOT_ENOUGH_KNOTS,FAIL_NOT_ENOUGH_KNOTS,Need at least three knots with valid BEMv13 budgets.,3,0,no,BEMv19_MULTI_KNOT_PRODUCTION_OR_Q_MINUS_2_SYMBOL_DERIVATION
