knot,id,source,length_samples,L_raw_arclength,L_database,relative_error_vs_database,status
0_1,0:1:1,xml_fourier,4000,6.283184661215509,6.283185,-5.3919228900496086e-08,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
3_1,3:1:1,xml_fourier,4000,16.372446942894506,16.371637,4.947232182743034e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
4_1,4:1:1,xml_fourier,4000,21.04492420468734,21.043322,7.613839142607606e-05,ALPHA_BLIND_RAW_FOURIER_ARCLENGTH
