normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-5.287389953957891,-5.287389953957891,0.01927527728046134,PASS_SUBLEADING_CORRECTION
Mmax,M_max,279.0,-5.287389953957891,-0.018951218472967348,6.908701534215533e-05,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),16.703293088490067,-5.287389953957891,-0.3165477565379808,0.0011539806658690305,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-5.287389953957891,-0.32296037066775246,0.0011773579685685274,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-5.287389953957891,-0.019726822105068202,7.191449264166604e-05,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-5.287389953957891,-0.0012049388894383743,4.392626873028398e-06,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-5.287389953957891,-0.3155678427100602,0.001150408371994623,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-5.287389953957891,-0.01927527728046134,7.026837768236756e-05,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-5.287389953957891,-0.01927527728046134,7.026837768236756e-05,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-5.287389953957891,-0.03855055456092268,0.00014053675536473511,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,4567.686723,-5.287389953957891,-0.0011575640525725895,4.219921034295797e-06,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,273.4602511493683,-5.287389953957891,-0.01933513163882028,7.048657784612683e-05,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,74780.50895867555,-5.287389953957891,-7.070545557372114e-05,2.5775803814217213e-07,PASS_SUBLEADING_CORRECTION
