radius,q_phi,constant_capacity,lambda_source,Lambda_phi,K_cell_from_Lambda,E_eff,K_target_Eeff_over_8piR,relative_match_to_Eeff_over_8piR
1.0,1,12.566370614359172,Eeff_over_2,137.0374378284,10.905092809519074,274.0748756568,10.905092809519074,0.0
