normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-77.99657184365769,-77.99657184365769,0.28433793654401207,FAIL_NOT_SUBLEADING
Mmax,M_max,1023.0,-77.99657184365769,-0.0762429832293819,0.00027794519701271954,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),31.984371183438952,-77.99657184365769,-2.4385838757412617,0.008889902349908888,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-77.99657184365769,-4.764127853778929,0.01736771567461532,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-77.99657184365769,-0.2909988691893748,0.001060841727349276,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-77.99657184365769,-0.017774573745397284,6.479753535637736e-05,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-77.99657184365769,-4.6550774824276,0.01697017054107345,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-77.99657184365769,-0.28433793654401207,0.0010365591749361073,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-77.99657184365769,-0.28433793654401207,0.0010365591749361073,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-77.99657184365769,-0.5686758730880241,0.0020731183498722146,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,16748.184651,-77.99657184365769,-0.0046570164748572125,1.6977239173622012e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,523.6365146885229,-77.99657184365769,-0.1489517435392235,0.0005430063193991468,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,274195.1995151437,-77.99657184365769,-0.00028445637261913465,1.036990935825294e-06,PASS_SUBLEADING_CORRECTION
