normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-157.6915287907845,-157.6915287907845,0.5748673672058104,FAIL_NOT_SUBLEADING
Mmax,M_max,215.0,-157.6915287907845,-0.7334489711199279,0.002673801707934002,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),14.66287829861518,-157.6915287907845,-10.754473001776024,0.03920562903806568,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-157.6915287907845,-9.631995187212159,0.03511361552945563,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-157.6915287907845,-0.5883342751376761,0.0021447834159440274,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-157.6915287907845,-0.03593619105637855,0.00013100604514649497,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-157.6915287907845,-9.411519859039233,0.03430986866738568,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-157.6915287907845,-0.5748673672058104,0.0020956895555029518,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-157.6915287907845,-0.5748673672058104,0.0020956895555029518,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-157.6915287907845,-1.1497347344116209,0.0041913791110059035,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,3519.901955,-157.6915287907845,-0.04479997761494028,0.00016331914199746808,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,240.0553208801053,-157.6915287907845,-0.6568966195485536,0.0023947287029431256,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,57626.55708285033,-157.6915287907845,-0.002736438489012447,9.975736818344314e-06,PASS_SUBLEADING_CORRECTION
