target,reference,soft_index_count,soft_volume_mode,soft_volume,S_soft_per_unit_length,length_source,length_coeff,L_long_target,leading_length_term_half_NsoftVsoftL,DeltaF_pair_target_reference,finite_correction_half_pair,alpha_inv_pred_blind_v8,status
3_1,0_1,4,unit_ball,4.1887902047863905,16.755160819145562,geometric_raw,A_M,16.37245958770872,137.1615966985106,-45.84601253036607,-22.923006265183034,114.23859043332757,ALPHA_BLIND_BEMV8_PAIR_LENGTH_BUDGET_NOT_CODATA_COMPARISON
