normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,11.649011199612346,11.649011199612346,0.04246668448345654,PASS_SUBLEADING_CORRECTION
Mmax,M_max,255.0,11.649011199612346,0.04568239686122488,0.00016653601758218252,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),15.968719422671311,11.649011199612346,0.7294893780320209,0.002659366938538929,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,11.649011199612346,0.7115361279762278,0.0025939180354082212,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,11.649011199612346,0.043461513834946855,0.00015843974768120142,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,11.649011199612346,0.002654683452543374,9.677697329912786e-06,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,11.649011199612346,0.6952491429566829,0.0025345435320997503,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,11.649011199612346,0.04246668448345654,0.00015481307899141368,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,11.649011199612346,0.04246668448345654,0.00015481307899141368,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,11.649011199612346,0.08493336896691309,0.00030962615798282736,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,4174.767435,11.649011199612346,0.002790337756769521,1.0172227589836163e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,261.4340777428243,11.649011199612346,0.044558120732338544,0.00016243744828564968,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,68347.77700524109,11.649011199612346,0.00017043730915665433,6.213323438478486e-07,PASS_SUBLEADING_CORRECTION
