source_type,family,canonical_label,label,path,p,q,control_for_q,expected_pq,expected_pq_plus_1,samples,Wr,PT_Lk0,PT_Lk0_round,PT_Tw0_est,torus_normal_kind,torus_SL,torus_SL_round,torus_SL_abs,torus_SL_abs_err_vs_pq,torus_status,core_required_abs_to_pq_plus_1,SL_null_n0_signed,SL_null_n0_abs,SL_core_plus1_signed,SL_core_plus1_abs,SL_core_minus1_signed,SL_core_minus1_abs,n_selected_null,n_selected_model,core_n0_model_input,energy_status,trap_target,trap_Lk,trap_error,trap_status,ribbon_eps,seg_min,seg_mean,seg_max,bbox_diag,fit_R_major,fit_minor_mean,fit_minor_cv,notes
ideal,torus,"T(2,7)",ideal:7:1:1,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\ideal.txt,2,7,,14,15,2048,9.182596589833594,8.999939499071292,9,-0.18265709076230152,pca_fit_surface_normal,13.001120024110152,13,13.001120024110152,0.9988799758898477,SOURCE_FIT_NOT_CANONICAL,2,13,13,14,14,12,12,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00392871691994,0.003928716919940456,PASS_ANY_TARGET,0.030574993143423004,0.009058074149334992,0.009082786935561575,0.009105449371625848,3.8218741429278755,0.9022178223742198,0.39078048793339387,0.4669254878665884,
ideal,torus,"T(2,9)",ideal:9:1:1,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\ideal.txt,2,9,,18,19,2048,12.073470039641592,11.999925664144595,12,-0.0735443754969971,pca_fit_surface_normal,15.000210430993036,15,15.000210430993036,2.999789569006964,SOURCE_FIT_NOT_CANONICAL,4,15,15,16,16,14,14,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.002694247959152,0.002694247959151852,PASS_ANY_TARGET,0.030009528784050214,0.01024092968223381,0.01026264378527949,0.010282567834072992,3.751191098006277,0.9018754572018661,0.39345162163755587,0.4533511618541148,
ideal,torus,"T(2,11)",ideal:K11a367,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\ideal.txt,2,11,,22,23,2048,-14.951224052514833,-14.999884448540103,-15,-0.04866039602526939,pca_fit_surface_normal,-19.000554220170603,-19,19.000554220170603,2.999445779829397,SOURCE_FIT_NOT_CANONICAL,4,-19,19,-20,20,-18,18,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.054897903422233,0.05489790342223344,PASS_ANY_TARGET,0.029757931545684468,0.011489344767171348,0.011522741988438855,0.011548789059016233,3.7197414432105584,0.9106864573825038,0.37904018900600445,0.4333365702963912,
ideal,control_twist,11_2_twist_control,ideal:K11a247 (11_2_twist_control),C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\ideal.txt,2,,11,,,2048,7.93375383906298,8.001408999449318,8,0.06765516038633734,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.031267800143835955,0.011803299883306589,0.011834907057599405,0.011866113011988361,3.9084750179794945,,,,Knot Atlas K11a247 / user-labelled 11_2 twist control; torus pq rule not applied
fseries,torus,"T(2,3)",Knots_FourierSeries/3_1/knot.3_1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\3_1\knot.3_1.fseries,2,3,,6,7,2048,3.418367049872359,3.000006043750528,3,-0.418361006121831,pca_fit_surface_normal,6.000057919762066,6,6.000057919762066,5.791976206559468e-05,PASS_DERIVED_PQ,1,6,6,7,7,5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.008214201467162,0.008214201467161786,PASS_ANY_TARGET,0.028326629787654236,0.004886793320720361,0.006815891210451331,0.00891212183237879,3.5408287234567792,0.912727933340677,0.40856788872137006,5.697400647802626e-06,
fseries,torus,"T(2,3)",Knots_FourierSeries/3_1/knot.3_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\3_1\knot.3_1p.fseries,2,3,,6,7,2048,3.5953222288514253,4.000040780720735,4,0.40471855186931016,pca_fit_surface_normal,0.8265898310858907,1,0.8265898310858907,5.173410168914109,SOURCE_FIT_NOT_CANONICAL,6,1,1,2,2,0,0,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.008064822863002,0.008064822863001808,PASS_ANY_TARGET,0.02680562925372336,0.0057200719146675745,0.007085312538101234,0.008156550471307833,3.35070365671542,0.850480784177806,0.4963632953381537,0.35072283232516843,
fseries,torus,"T(2,3)",Knots_FourierSeries/3_1/knot.3_1u.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\3_1\knot.3_1u.fseries,2,3,,6,7,2048,3.8925532526924775,4.000058871605494,4,0.10750561891301613,pca_fit_surface_normal,6.0000988071186425,6,6.0000988071186425,9.880711864251879e-05,PASS_DERIVED_PQ,1,6,6,7,7,5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.007823898527306,0.007823898527306028,PASS_ANY_TARGET,0.030321614267813712,0.004779832097153728,0.008662738854119084,0.012778399062121911,3.790201783476714,0.8746075659740953,0.4847712319923647,0.015771964158190706,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1.fseries,2,5,,10,11,2048,6.690527425678292,6.999991658964827,7,0.30946423328653516,pca_fit_surface_normal,10.000128645913309,10,10.000128645913309,0.00012864591330874475,PASS_DERIVED_PQ,1,10,10,11,11,9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.005642217452206,0.0056422174522055,PASS_ANY_TARGET,0.028519281048480616,0.005925947720126781,0.008546802239921523,0.011424213359764209,3.564910131060077,0.931914562996053,0.36258828509881147,0.02223235106751649,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1p.fseries,2,5,,10,11,2048,6.41849535984664,6.00013648755862,6,-0.41835887228802005,pca_fit_surface_normal,3.1336691879017735,3,3.1336691879017735,6.8663308120982265,SOURCE_FIT_NOT_CANONICAL,8,3,3,4,4,2,2,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00613983192935,0.006139831929349526,PASS_ANY_TARGET,0.02588233193096979,0.006946637327477763,0.008362456364243747,0.009179906318406997,3.2352914913712234,0.8969148196952885,0.3828461607831043,0.5780326741387589,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1u.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1u.fseries,2,5,,10,11,2048,7.752240547328412,8.000364234656566,8,0.24812368732815315,pca_fit_surface_normal,10.000684698927142,10,10.000684698927142,0.0006846989271416248,PASS_DERIVED_PQ,1,10,10,11,11,9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.007969721873017,0.007969721873017477,PASS_ANY_TARGET,0.030807096298121787,0.007139418813289101,0.013923599161688728,0.020819518999860287,3.850887037265223,0.8839048443022386,0.4675940605117447,0.017638102411305003,
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2.fseries,2,,5,,,2048,4.813377331828088,5.000178151545361,5,0.18680081971727347,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.02597982606337825,0.006683214840085909,0.0077988052786318604,0.008950564968735978,3.2474782579222814,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2d.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2d.fseries,2,,5,,,2048,9.72542942598622e-14,1.236882376124701e-13,0,2.6433943352607898e-14,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.02580850808315274,0.005088810995559328,0.011158725870911695,0.01710308751834703,3.2260635103940922,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2r.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2r.fseries,2,,5,,,2048,3.3108989275347978,0.31681509925411455,0,-2.994083828280683,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.02748352120629441,0.0031172214967439666,0.01010691961615036,0.015233536765807945,3.435440150786801,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,torus,"T(2,7)",Knots_FourierSeries/7_1/knot.7_1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\7_1\knot.7_1.fseries,2,7,,14,15,2048,9.044970060540418,9.00004282374541,9,-0.044927236795007985,pca_fit_surface_normal,14.00037074489807,14,14.00037074489807,0.0003707448980705408,PASS_DERIVED_PQ,1,14,14,15,15,13,13,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.004204084804716,0.004204084804715791,PASS_ANY_TARGET,0.027404204756476307,0.007218344606184471,0.00842591139027145,0.009949931665706811,3.4255255945595384,0.961791919934698,0.2737112818651848,0.022650700455169155,
fseries,torus,"T(2,7)",Knots_FourierSeries/7_1/knot.7_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\7_1\knot.7_1p.fseries,2,7,,14,15,2048,9.395159601618621,9.000363984260368,9,-0.39479561735825364,pca_fit_surface_normal,11.507722981680262,12,11.507722981680262,2.4922770183197382,SOURCE_FIT_NOT_CANONICAL,3,12,12,13,13,11,11,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00495565087339,0.004955650873391448,PASS_ANY_TARGET,0.025931428849190634,0.006888745711363093,0.00865385495181986,0.010301399823646128,3.2414286061488293,0.9087100661581163,0.36011046926106227,0.586230417876007,
fseries,torus,"T(2,3)",knotplot/knot_3.1/knot_3.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_3.1\knot_3.1.fseries,2,3,,6,7,2048,3.379236478606369,3.000014986306117,3,-0.37922149230025193,pca_fit_surface_normal,6.000065792856104,6,6.000065792856104,6.579285610364138e-05,PASS_DERIVED_PQ,1,6,6,7,7,5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00824456665,0.008244566649999285,PASS_ANY_TARGET,0.027261803059426958,0.006275222029572197,0.006426574887504005,0.006713355983616887,3.4077253824283695,0.8933447213966739,0.448531326301121,0.06125476434593772,
fseries,torus,"T(2,5)",knotplot/knot_5.1/knot_5.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.1\knot_5.1.fseries,2,5,,10,11,2048,6.137670672564371,6.000046613430776,6,-0.13762405913359554,pca_fit_surface_normal,9.000038798741926,9,9.000038798741926,0.9999612012580741,SOURCE_FIT_NOT_CANONICAL,2,9,9,10,10,8,8,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00581020369481,0.005810203694810667,PASS_ANY_TARGET,0.029605083104004545,0.007360851190006902,0.007634270278876648,0.008422289764599132,3.7006353880005682,0.9020644493938212,0.39039145632299743,0.4714487355714784,
fseries,control_twist,5_2_twist_control,knotplot/knot_5.2/knot_5.2.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.2\knot_5.2.fseries,2,,5,,,2048,4.610140707263507,5.000121991113769,5,0.3899812838502621,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.030547309601581037,0.007641080134367581,0.00790687824292308,0.008818639525899015,3.8184137001976297,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,knotplot/knot_5.2.1/knot_5.2.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.2.1\knot_5.2.1.fseries,2,,5,,,2048,0.5369946590276016,1.0003355017298723,1,0.4633408427022707,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.030875615999459163,0.0055887556683987425,0.00873802920075079,0.013424129137135737,3.8594519999323955,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,torus,"T(2,7)",knotplot/knot_7.1/knot_7.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_7.1\knot_7.1.fseries,2,7,,14,15,2048,8.89491430866328,9.00011377163571,9,0.10519946297243088,pca_fit_surface_normal,11.00019584634416,11,11.00019584634416,2.9998041536558393,SOURCE_FIT_NOT_CANONICAL,4,11,11,12,12,10,10,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.004101625471645,0.00410162547164461,PASS_ANY_TARGET,0.029448365199900867,0.007802859894420343,0.008437239040316168,0.01019402628932434,3.6810456499876083,0.8908202556262539,0.41531518692870206,0.4436684019725298,
fseries,torus,"T(2,9)",knotplot/knot_9.1/knot_9.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_9.1\knot_9.1.fseries,2,9,,18,19,2048,11.66818869364275,12.000197876527858,12,0.33200918288510906,pca_fit_surface_normal,15.00037450850909,15,15.00037450850909,2.99962549149091,SOURCE_FIT_NOT_CANONICAL,4,15,15,16,16,14,14,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.00290114914908,0.0029011491490784636,PASS_ANY_TARGET,0.029358673279332944,0.009378546273215266,0.009668243032799237,0.009962623034059336,3.669834159916618,0.9145515240766563,0.36776458122494726,0.4577898978898451,
fseries,torus,"T(2,3)",knotplot/knot_T2.3/knot_T2.3.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.3\knot_T2.3.fseries,2,3,,6,7,2048,-3.3950092369138063,-3.0000160352053857,-3,0.39499320170842056,pca_fit_surface_normal,-6.000065344249627,-6,6.000065344249627,6.534424962723051e-05,PASS_DERIVED_PQ,1,-6,6,-7,7,-5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.018348871651906,0.018348871651905796,PASS_ANY_TARGET,0.027767810937836604,0.00641747325306806,0.006466900659134193,0.006533567942422343,3.4709763672295755,0.8897002996375996,0.455053729842432,0.08102586910271553,
fseries,torus,"T(2,5)",knotplot/knot_T2.5/knot_T2.5.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.5\knot_T2.5.fseries,2,5,,10,11,2048,-6.1742621805825975,-6.000038463227259,-6,0.17422371735533826,pca_fit_surface_normal,-10.000233727526993,-10,10.000233727526993,0.00023372752699302168,PASS_DERIVED_PQ,1,-10,10,-11,11,-9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.024644433816878,0.024644433816877864,PASS_ANY_TARGET,0.028834156700458993,0.00751280534313768,0.007675522942959097,0.00781275324439748,3.604269587557374,0.9111404284876912,0.3792824716702754,0.4248697998511108,
fseries,torus,"T(2,7)",knotplot/knot_T2.7/knot_T2.7.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.7\knot_T2.7.fseries,2,7,,14,15,2048,-8.940052234955093,-9.000089257344177,-9,-0.060037022389083816,pca_fit_surface_normal,-11.00000698980407,-11,11.00000698980407,2.9999930101959293,SOURCE_FIT_NOT_CANONICAL,4,-11,11,-12,12,-10,10,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.032210961523067,0.03221096152306657,PASS_ANY_TARGET,0.029782000951286906,0.008124178512949514,0.008529398888026285,0.008654118239210607,3.7227501189108634,0.895296132374249,0.4067930895401125,0.44632151220698757,
